BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
698828,69, VERIFIED, FIXED,12,5,6,,,
725213,425, VERIFIED, FIXED,11,4,5,,,
714285,19, VERIFIED, FIXED,9,6,4,,,
721769,10, VERIFIED, FIXED,11,6,5,,,
722591,176, VERIFIED, FIXED,23,7,9,,,
701722,59, VERIFIED, FIXED,7,4,7,,,
717679,410, VERIFIED, FIXED,5,6,10,,,
729681,5, VERIFIED, FIXED,9,7,12,,,
703450,54, VERIFIED, FIXED,12,6,6,,,
715251,60, VERIFIED, FIXED,7,6,8,,,
697098,76, VERIFIED, FIXED,6,3,4,,,
715889,20, VERIFIED, FIXED,10,5,4,,,
704864,54, VERIFIED, FIXED,47,9,9,,,
717681,25, VERIFIED, FIXED,11,7,6,,,
712760,90, VERIFIED, FIXED,18,7,7,,,
695172,637, VERIFIED, FIXED,39,16,26,,,
701994,58, VERIFIED, FIXED,4,3,4,,,
718684,21, VERIFIED, FIXED,12,6,4,,,
710126,112, VERIFIED, FIXED,22,8,10,,,
706342,84, VERIFIED, FIXED,7,5,5,,,
702907,187, VERIFIED, FIXED,7,5,13,,,
699706,72, VERIFIED, FIXED,7,6,7,,,
715258,392, VERIFIED, FIXED,27,9,11,,,
721784,114, VERIFIED, FIXED,26,11,9,,,
708700,32, VERIFIED, FIXED,17,8,7,,,
717704,53, VERIFIED, FIXED,10,4,4,,,
698095,73, VERIFIED, FIXED,11,5,6,,,
709250,171, VERIFIED, FIXED,23,8,8,,,
710703,26, VERIFIED, FIXED,10,8,8,,,
703602,52, VERIFIED, FIXED,7,4,3,,,
721084,221, VERIFIED, FIXED,29,13,14,,,
700679,300, VERIFIED, FIXED,10,7,7,,,
704229,525, ASSIGNED, (null),21,8,18,,,
721803,181, VERIFIED, FIXED,13,6,5,,,
712065,44, VERIFIED, FIXED,10,7,5,,,
719868,17, VERIFIED, FIXED,17,6,6,,,
714767,65, VERIFIED, FIXED,21,11,10,,,
703630,52, VERIFIED, FIXED,4,3,10,,,
715272,138, VERIFIED, FIXED,19,6,5,,,
701330,298, VERIFIED, FIXED,32,7,10,,,
716095,200, VERIFIED, FIXED,14,5,5,,,
708745,278, VERIFIED, FIXED,17,10,13,,,
704970,46, VERIFIED, FIXED,6,4,5,,,
714787,15, VERIFIED, FIXED,10,8,9,,,
715273,60, VERIFIED, FIXED,3,3,4,,,
702287,56, VERIFIED, FIXED,7,4,5,,,
703029,292, VERIFIED, FIXED,18,8,18,,,
719900,16, VERIFIED, FIXED,7,6,8,,,
734880,14, VERIFIED, FIXED,14,8,9,,,
715274,138, VERIFIED, FIXED,40,7,7,,,
704406,132, VERIFIED, FIXED,9,6,8,,,
701370,60, VERIFIED, FIXED,5,4,4,,,
728861,10, VERIFIED, FIXED,4,4,7,,,
701824,82, VERIFIED, FIXED,17,9,12,,,
713921,11, VERIFIED, FIXED,13,7,5,,,
695743,82, VERIFIED, FIXED,6,3,4,,,
706636,97, VERIFIED, FIXED,3,3,4,,,
725660,350, VERIFIED, FIXED,17,8,8,,,
700937,61, VERIFIED, FIXED,5,5,6,,,
701374,66, VERIFIED, FIXED,35,9,12,,,
716515,76, VERIFIED, FIXED,8,7,10,,,
708765,574, ASSIGNED, (null),53,10,20,,,
728928,469, REOPENED, (null),6,4,5,,,
705106,228, VERIFIED, FIXED,12,7,15,,,
723103,27, VERIFIED, FIXED,12,6,5,,,
701826,58, VERIFIED, FIXED,13,6,5,,,
724523,223, VERIFIED, FIXED,10,7,9,,,
713922,204, VERIFIED, FIXED,9,7,4,,,
735137,11, VERIFIED, FIXED,16,5,4,,,
721304,1, VERIFIED, FIXED,2,2,1,,,
700943,61, VERIFIED, FIXED,14,8,8,,,
715283,60, VERIFIED, FIXED,2,3,3,,,
711578,74, VERIFIED, FIXED,10,6,7,,,
701376,60, VERIFIED, FIXED,17,6,5,,,
716595,17, VERIFIED, FIXED,8,6,4,,,
723156,33, VERIFIED, FIXED,4,4,2,,,
712972,174, VERIFIED, FIXED,27,11,10,,,
705939,93, VERIFIED, FIXED,8,6,7,,,
724570,358, ASSIGNED, (null),6,5,7,,,
714062,15, VERIFIED, FIXED,7,4,4,,,
732818,22, VERIFIED, FIXED,6,5,5,,,
700434,63, VERIFIED, FIXED,11,4,6,,,
710845,71, VERIFIED, FIXED,11,9,7,,,
700951,61, VERIFIED, FIXED,9,7,6,,,
715287,139, VERIFIED, FIXED,6,4,4,,,
711595,45, VERIFIED, FIXED,14,7,6,,,
701378,60, VERIFIED, FIXED,3,4,5,,,
697732,74, VERIFIED, FIXED,8,4,3,,,
729169,64, VERIFIED, FIXED,14,4,8,,,
698436,70, VERIFIED, FIXED,11,5,3,,,
712975,178, VERIFIED, FIXED,36,13,14,,,
719276,408, ASSIGNED, (null),29,13,14,,,
699418,67, VERIFIED, FIXED,9,5,7,,,
710325,51, VERIFIED, FIXED,16,6,4,,,
703094,54, VERIFIED, FIXED,6,3,3,,,
720427,10, VERIFIED, FIXED,10,6,8,,,
711624,156, VERIFIED, FIXED,7,6,6,,,
728088,479, ASSIGNED, (null),4,2,3,,,
722249,30, VERIFIED, FIXED,7,5,4,,,
696282,80, VERIFIED, FIXED,8,5,7,,,
710330,218, VERIFIED, FIXED,56,9,14,,,
703115,61, VERIFIED, FIXED,7,4,6,,,
730330,325, VERIFIED, FIXED,63,8,8,,,
719359,102, VERIFIED, FIXED,15,8,9,,,
723295,28, VERIFIED, FIXED,21,8,10,,,
703069,92, VERIFIED, FIXED,11,6,5,,,
711680,24, VERIFIED, FIXED,9,9,8,,,
708893,11, VERIFIED, FIXED,6,5,7,,,
703279,298, VERIFIED, FIXED,17,6,9,,,
715211,14, VERIFIED, FIXED,8,5,6,,,
697807,19, VERIFIED, FIXED,2,2,2,,,
695453,40, VERIFIED, FIXED,5,4,6,,,
715213,61, VERIFIED, FIXED,11,7,10,,,
708616,49, VERIFIED, FIXED,9,6,5,,,
713393,5, ASSIGNED, (null),0,1,2,,,
708626,11, VERIFIED, FIXED,4,4,5,,,
873029,90, ASSIGNED, (null),14,6,8,,,
711199,42, VERIFIED, FIXED,9,6,7,,,
712748,386, VERIFIED, FIXED,12,7,10,,,
698836,79, VERIFIED, FIXED,11,5,6,,,
713450,252, VERIFIED, FIXED,32,9,18,,,
695460,89, VERIFIED, FIXED,23,6,7,,,
711206,42, VERIFIED, FIXED,14,7,7,,,
711905,150, VERIFIED, FIXED,11,5,6,,,
709230,598, ASSIGNED, (null),67,11,12,,,
698917,90, VERIFIED, FIXED,12,4,6,,,
700678,405, VERIFIED, FIXED,21,7,11,,,
707956,51, VERIFIED, FIXED,29,10,11,,,
715925,56, VERIFIED, FIXED,11,6,7,,,
711959,576, ASSIGNED, (null),79,5,11,,,
701785,457, VERIFIED, FIXED,16,9,14,,,
724194,55, VERIFIED, FIXED,12,5,8,,,
702264,63, VERIFIED, FIXED,6,6,8,,,
706550,4, VERIFIED, FIXED,6,4,4,,,
708048,425, VERIFIED, FIXED,19,7,9,,,
701791,83, VERIFIED, FIXED,8,4,4,,,
717787,129, VERIFIED, FIXED,8,6,10,,,
710260,497, ASSIGNED, (null),6,3,10,,,
711428,41, VERIFIED, FIXED,15,8,7,,,
708076,75, VERIFIED, FIXED,4,3,5,,,
721835,118, VERIFIED, FIXED,13,7,7,,,
717821,553, VERIFIED, FIXED,11,6,6,,,
713887,14, VERIFIED, FIXED,6,5,4,,,
714920,15, VERIFIED, FIXED,11,5,6,,,
746958,31, VERIFIED, FIXED,4,3,4,,,
709560,85, VERIFIED, FIXED,9,5,3,,,
702306,3, VERIFIED, FIXED,8,4,9,,,
699303,20, VERIFIED, FIXED,7,5,7,,,
719921,34, VERIFIED, FIXED,10,5,4,,,
715275,22, VERIFIED, FIXED,10,6,4,,,
711543,81, VERIFIED, FIXED,17,5,7,,,
718970,48, VERIFIED, FIXED,8,3,3,,,
722042,243, VERIFIED, FIXED,10,5,2,,,
696076,136, VERIFIED, FIXED,17,10,10,,,
708273,14, VERIFIED, FIXED,10,7,7,,,
712526,76, VERIFIED, FIXED,12,8,11,,,
696912,281, REOPENED, (null),7,4,4,,,
715292,82, VERIFIED, FIXED,8,7,6,,,
704588,48, VERIFIED, FIXED,26,6,9,,,
698452,13, VERIFIED, FIXED,7,4,3,,,
699442,14, VERIFIED, FIXED,10,7,5,,,
736463,319, REOPENED, (null),32,7,6,,,
705874,73, VERIFIED, FIXED,25,12,12,,,
697189,22, VERIFIED, FIXED,9,3,2,,,
715709,278, ASSIGNED, (null),7,6,4,,,
708707,410, VERIFIED, FIXED,19,8,9,,,
702281,111, VERIFIED, FIXED,7,5,6,,,
730526,9, VERIFIED, FIXED,6,4,3,,,
703059,1, VERIFIED, FIXED,5,3,2,,,
697178,81, VERIFIED, WONTFIX,13,5,5,,,
705152,45, VERIFIED, FIXED,2,3,9,,,
723251,274, REOPENED, (null),52,7,9,,,
854289,21, RESOLVED, FIXED,22,7,12,,,
843997,3, RESOLVED, FIXED,10,5,14,,,
779936,82, VERIFIED, FIXED,8,3,5,,,
821998,1, VERIFIED, FIXED,11,6,5,,,
747722,171, NEW, (null),1,1,0,,,
774612,0, NEW, (null),1,2,8,,,
870333,8, RESOLVED, FIXED,18,4,4,,,
781676,3, RESOLVED, FIXED,8,5,2,,,
827407,191, RESOLVED, FIXED,66,12,12,,,
791958,259, NEW, (null),27,9,13,,,
871195,32, NEW, (null),1,1,3,,,
803613,3, RESOLVED, FIXED,5,3,2,,,
782027,9, NEW, (null),1,2,1,,,
832765,3, NEW, (null),4,2,1,,,
846786,17, RESOLVED, FIXED,9,5,2,,,
825505,5, RESOLVED, FIXED,5,5,5,,,
777505,42, VERIFIED, FIXED,8,5,2,,,
821639,0, NEW, (null),1,2,3,,,
877090,15, NEW, (null),0,1,2,,,
776547,0, RESOLVED, FIXED,10,5,1,,,
791950,0, NEW, (null),2,2,8,,,
834210,143, NEW, (null),5,5,5,,,
826267,16, RESOLVED, FIXED,13,8,5,,,
844020,60, RESOLVED, FIXED,17,4,6,,,
763907,425, NEW, (null),7,6,6,,,
799141,43, VERIFIED, FIXED,13,9,12,,,
773944,189, RESOLVED, FIXED,7,5,1,,,
873737,74, NEW, (null),2,2,3,,,
800226,0, NEW, (null),0,1,0,,,
834212,112, NEW, (null),7,4,4,,,
903993,0, NEW, (null),0,1,0,,,
782223,354, NEW, (null),29,11,12,,,
778175,196, REOPENED, (null),31,10,14,,,
849495,40, VERIFIED, FIXED,10,6,5,,,
832891,79, NEW, (null),0,1,1,,,
752457,427, NEW, (null),2,2,9,,,
785711,80, NEW, (null),1,2,1,,,
849477,2, NEW, (null),4,2,3,,,
828469,159, NEW, (null),6,3,5,,,
821634,0, NEW, (null),0,1,3,,,
757805,175, NEW, (null),1,1,0,,,
783983,1, NEW, (null),3,3,2,,,
772014,128, NEW, (null),0,1,0,,,
837341,9, NEW, (null),0,1,3,,,
849499,1, REOPENED, (null),9,3,7,,,
745782,80, NEW, (null),2,2,4,,,
788482,169, NEW, (null),1,1,0,,,
862908,0, NEW, (null),1,2,2,,,
847021,115, NEW, (null),20,10,12,,,
848320,4, NEW, (null),1,2,7,,,
767600,96, VERIFIED, FIXED,9,6,7,,,
822575,27, NEW, (null),1,2,3,,,
827176,15, RESOLVED, FIXED,7,5,3,,,
756655,393, NEW, (null),1,2,2,,,
846660,76, RESOLVED, FIXED,10,6,4,,,
778438,17, RESOLVED, FIXED,14,6,7,,,
850139,111, NEW, (null),0,1,2,,,
731034,256, VERIFIED, FIXED,10,8,8,,,
900020,14, ASSIGNED, (null),18,9,11,,,
837379,177, ASSIGNED, (null),14,6,5,,,
810764,1, RESOLVED, FIXED,9,5,3,,,
752536,59, NEW, (null),5,3,2,,,
771502,203, NEW, (null),0,1,6,,,
866032,0, RESOLVED, FIXED,1,2,1,,,
778459,279, RESOLVED, FIXED,1,2,2,,,
758961,171, NEW, (null),0,1,0,,,
776715,0, NEW, (null),9,6,10,,,
786246,0, NEW, (null),4,2,8,,,
900036,0, NEW, (null),0,1,2,,,
837373,2, RESOLVED, FIXED,12,6,6,,,
867058,32, RESOLVED, FIXED,15,8,7,,,
809055,281, REOPENED, (null),14,8,13,,,
806369,34, RESOLVED, FIXED,46,9,15,,,
789572,74, VERIFIED, FIXED,12,6,9,,,
856445,85, VERIFIED, FIXED,51,14,18,,,
773630,0, NEW, (null),0,1,6,,,
829927,44, RESOLVED, FIXED,13,9,12,,,
900401,0, NEW, (null),0,1,1,,,
839882,72, RESOLVED, FIXED,9,4,7,,,
781748,10, RESOLVED, FIXED,16,4,3,,,
789772,67, NEW, (null),0,1,0,,,
786815,300, NEW, (null),5,3,4,,,
817386,46, RESOLVED, FIXED,15,6,6,,,
802620,132, NEW, (null),25,11,10,,,
829912,10, RESOLVED, FIXED,12,6,1,,,
774205,52, VERIFIED, FIXED,12,7,8,,,
781450,98, NEW, (null),0,1,0,,,
830131,14, RESOLVED, FIXED,11,5,4,,,
775442,5, RESOLVED, FIXED,7,3,2,,,
812991,0, NEW, (null),0,1,1,,,
782096,144, RESOLVED, FIXED,12,7,5,,,
747629,256, VERIFIED, FIXED,25,7,6,,,
769893,44, VERIFIED, FIXED,39,10,14,,,
762909,159, NEW, (null),0,1,0,,,
774361,28, NEW, (null),2,1,2,,,
760396,416, NEW, (null),4,2,1,,,
830532,95, NEW, (null),3,3,3,,,
785831,79, NEW, (null),2,3,2,,,
857485,6, NEW, (null),4,4,8,,,
870515,0, RESOLVED, WONTFIX,1,2,6,,,
885195,5, REOPENED, (null),15,3,3,,,
879202,29, RESOLVED, FIXED,7,3,3,,,
842013,42, RESOLVED, FIXED,15,4,4,,,
851056,54, VERIFIED, FIXED,11,6,10,,,
827565,55, RESOLVED, FIXED,6,4,7,,,
778091,60, VERIFIED, FIXED,29,13,11,,,
800041,41, VERIFIED, FIXED,34,15,23,,,
808173,278, RESOLVED, FIXED,7,4,5,,,
827582,55, RESOLVED, FIXED,2,2,5,,,
858994,39, VERIFIED, FIXED,35,8,12,,,
873897,8, NEW, (null),5,2,1,,,
778580,1, VERIFIED, FIXED,14,8,18,,,
890237,27, NEW, (null),10,5,7,,,
783480,13, NEW, (null),5,4,10,,,
819973,59, VERIFIED, FIXED,15,7,9,,,
845124,58, RESOLVED, WONTFIX,5,5,6,,,
872411,85, NEW, (null),8,5,11,,,
877602,55, VERIFIED, FIXED,28,9,12,,,
810933,2, VERIFIED, FIXED,12,5,5,,,
849539,5, RESOLVED, FIXED,6,3,3,,,
786248,244, VERIFIED, FIXED,34,10,14,,,
792928,77, VERIFIED, FIXED,24,13,17,,,
864666,84, VERIFIED, FIXED,17,7,6,,,
892288,11, NEW, (null),0,1,2,,,
863030,7, NEW, (null),2,2,1,,,
781301,0, NEW, (null),1,2,1,,,
741608,60, VERIFIED, FIXED,16,6,6,,,
869368,85, NEW, (null),3,4,12,,,
813582,0, NEW, (null),0,1,5,,,
783056,0, NEW, (null),4,4,3,,,
889664,0, NEW, (null),0,1,0,,,
861138,13, VERIFIED, FIXED,6,5,5,,,
791263,136, RESOLVED, FIXED,11,3,2,,,
773552,0, RESOLVED, FIXED,3,3,1,,,
826819,25, VERIFIED, FIXED,15,5,4,,,
762999,27, NEW, (null),0,1,0,,,
777026,28, VERIFIED, FIXED,34,9,10,,,
789923,36, RESOLVED, FIXED,15,5,4,,,
858137,129, NEW, (null),13,6,8,,,
854403,31, RESOLVED, WONTFIX,4,4,2,,,
770371,22, VERIFIED, FIXED,6,3,3,,,
896067,27, NEW, (null),6,4,4,,,
820923,0, NEW, (null),0,1,0,,,
800024,154, NEW, (null),4,3,6,,,
771369,0, NEW, (null),2,2,2,,,
866302,0, NEW, (null),0,1,0,,,
796084,2, RESOLVED, FIXED,12,4,2,,,
755976,160, VERIFIED, FIXED,28,5,5,,,
834316,68, RESOLVED, WONTFIX,8,5,8,,,
777805,1, RESOLVED, FIXED,15,5,16,,,
785449,18, VERIFIED, WONTFIX,3,3,3,,,
784359,9, VERIFIED, FIXED,4,4,3,,,
841938,3, RESOLVED, FIXED,4,4,2,,,
775969,5, VERIFIED, FIXED,11,5,3,,,
871522,42, NEW, (null),1,1,1,,,
900179,0, NEW, (null),3,2,1,,,
828592,182, RESOLVED, INCOMPLETE,1,1,3,,,
810634,39, NEW, (null),9,4,4,,,
852417,69, VERIFIED, FIXED,19,7,6,,,
784419,1, NEW, (null),2,2,3,,,
871674,0, NEW, (null),0,1,0,,,
799865,174, REOPENED, (null),3,3,8,,,
761674,2, NEW, (null),6,2,5,,,
782480,9, RESOLVED, FIXED,7,3,3,,,
841567,27, VERIFIED, FIXED,8,5,5,,,
777351,14, RESOLVED, FIXED,19,3,1,,,
790198,15, RESOLVED, FIXED,12,5,4,,,
792414,44, NEW, (null),1,2,1,,,
784638,318, NEW, (null),4,3,9,,,
804829,56, NEW, (null),8,4,3,,,
881780,2, NEW, (null),14,2,1,,,
835047,3, NEW, (null),3,3,3,,,
818772,57, NEW, (null),1,2,1,,,
866766,0, NEW, (null),0,1,2,,,
814278,17, RESOLVED, FIXED,8,5,3,,,
880393,3, NEW, (null),5,2,1,,,
803544,27, RESOLVED, FIXED,3,2,4,,,
768727,12, VERIFIED, FIXED,24,8,6,,,
897755,6, NEW, (null),5,3,4,,,
848327,48, NEW, (null),6,4,3,,,
808636,283, ASSIGNED, (null),51,12,14,,,
850424,55, VERIFIED, FIXED,11,6,8,,,
896822,3, RESOLVED, FIXED,21,7,6,,,
744457,79, RESOLVED, INCOMPLETE,8,6,10,,,
880746,4, NEW, (null),3,2,2,,,
887692,0, NEW, (null),0,1,5,,,
873774,0, NEW, (null),0,1,3,,,
846355,0, NEW, (null),0,1,0,,,
831144,83, RESOLVED, FIXED,23,7,9,,,
878196,5, NEW, (null),3,4,4,,,
825426,177, NEW, (null),18,6,5,,,
885821,7, NEW, (null),6,2,1,,,
807150,0, NEW, (null),0,1,2,,,
776412,92, NEW, (null),1,2,3,,,
837275,144, NEW, (null),47,4,5,,,
853828,3, NEW, (null),4,3,3,,,
735756,0, NEW, (null),1,2,7,,,
877160,7, VERIFIED, FIXED,6,5,8,,,
819640,53, NEW, (null),0,1,3,,,
739177,102, NEW, (null),0,1,8,,,
772684,15, VERIFIED, FIXED,13,8,11,,,
904279,2, NEW, (null),3,2,5,,,
852526,55, VERIFIED, FIXED,30,7,12,,,
765057,40, VERIFIED, FIXED,11,4,2,,,
848267,42, RESOLVED, FIXED,23,5,4,,,
889649,0, NEW, (null),3,2,1,,,
891098,0, NEW, (null),3,2,1,,,
813616,7, VERIFIED, FIXED,8,4,2,,,
890671,16, RESOLVED, FIXED,6,3,4,,,
861655,7, VERIFIED, FIXED,7,5,4,,,
791264,18, RESOLVED, FIXED,3,2,1,,,
748590,27, RESOLVED, WONTFIX,22,7,7,,,
773556,0, RESOLVED, FIXED,5,2,1,,,
826820,25, VERIFIED, FIXED,4,3,2,,,
771374,95, NEW, (null),0,1,8,,,
763085,26, NEW, (null),0,1,0,,,
777358,63, VERIFIED, FIXED,10,5,4,,,
858237,131, NEW, (null),1,2,10,,,
855146,12, ASSIGNED, (null),33,6,5,,,
771501,19, VERIFIED, FIXED,10,4,3,,,
857590,0, RESOLVED, WONTFIX,1,2,6,,,
896716,1, NEW, (null),3,2,1,,,
821310,154, RESOLVED, INCOMPLETE,2,2,6,,,
800370,7, NEW, (null),3,3,4,,,
802549,32, VERIFIED, FIXED,7,4,10,,,
772908,50, VERIFIED, FIXED,9,7,10,,,
867242,37, NEW, (null),4,4,4,,,
796107,21, NEW, (null),1,1,2,,,
756284,0, NEW, (null),0,1,0,,,
779089,9, RESOLVED, FIXED,8,4,6,,,
834392,94, NEW, (null),3,2,1,,,
774616,6, NEW, (null),6,4,9,,,
777897,18, NEW, (null),2,2,4,,,
785451,0, RESOLVED, WONTFIX,1,2,1,,,
784361,97, VERIFIED, FIXED,16,8,5,,,
842457,1, RESOLVED, FIXED,2,2,1,,,
871884,22, NEW, (null),5,4,3,,,
776390,198, VERIFIED, FIXED,10,5,4,,,
871639,4, NEW, (null),4,3,2,,,
900240,4, RESOLVED, WONTFIX,8,2,2,,,
828995,65, RESOLVED, FIXED,14,5,7,,,
810792,0, NEW, (null),0,1,6,,,
853831,5, VERIFIED, FIXED,8,6,6,,,
785945,183, VERIFIED, FIXED,56,11,23,,,
871705,7, NEW, (null),0,1,1,,,
799960,3, RESOLVED, FIXED,5,4,5,,,
889037,18, NEW, (null),1,2,1,,,
842066,102, RESOLVED, WONTFIX,9,7,6,,,
777357,222, REOPENED, (null),15,6,9,,,
790607,0, NEW, (null),0,1,0,,,
792429,43, VERIFIED, FIXED,9,6,6,,,
786598,0, NEW, (null),2,2,6,,,
886155,0, RESOLVED, FIXED,5,3,1,,,
738546,88, RESOLVED, FIXED,20,6,16,,,
810046,43, NEW, (null),5,3,2,,,
882073,1, NEW, (null),2,1,1,,,
837687,1, RESOLVED, FIXED,4,2,1,,,
819073,97, VERIFIED, FIXED,19,9,10,,,
867875,5, RESOLVED, FIXED,12,3,2,,,
815937,103, VERIFIED, FIXED,12,5,5,,,
881828,1, RESOLVED, FIXED,3,2,1,,,
769259,0, NEW, (null),0,1,0,,,
898901,0, NEW, (null),1,1,0,,,
848707,13, RESOLVED, FIXED,8,4,6,,,
808768,14, RESOLVED, WONTFIX,3,4,3,,,
897515,0, NEW, (null),0,1,1,,,
745765,35, VERIFIED, FIXED,10,4,6,,,
887728,0, RESOLVED, FIXED,1,2,1,,,
873969,0, RESOLVED, FIXED,4,2,4,,,
831862,11, VERIFIED, FIXED,12,5,3,,,
880913,0, NEW, (null),0,1,1,,,
885882,31, NEW, (null),10,3,2,,,
807447,51, RESOLVED, FIXED,3,3,4,,,
840703,30, VERIFIED, FIXED,8,7,5,,,
854493,1, RESOLVED, FIXED,6,5,2,,,
786214,10, NEW, (null),5,4,8,,,
877488,14, NEW, (null),0,1,2,,,
833439,19, RESOLVED, WONTFIX,7,3,2,,,
820482,71, RESOLVED, FIXED,8,6,8,,,
740341,99, NEW, (null),2,2,8,,,
772769,5, NEW, (null),1,2,8,,,
852565,16, RESOLVED, FIXED,9,5,5,,,
843048,30, RESOLVED, FIXED,6,4,2,,,
765072,40, VERIFIED, FIXED,4,2,2,,,
850183,13, NEW, (null),1,2,2,,,
765390,39, VERIFIED, FIXED,8,3,2,,,
850188,146, NEW, (null),3,2,3,,,
891105,3, NEW, (null),9,2,1,,,
814447,10, RESOLVED, FIXED,4,3,2,,,
795485,38, RESOLVED, WONTFIX,1,2,1,,,
891115,30, NEW, (null),0,1,5,,,
861701,0, RESOLVED, WONTFIX,4,4,3,,,
791338,12, VERIFIED, FIXED,14,6,6,,,
750016,0, RESOLVED, INCOMPLETE,1,2,2,,,
773774,38, RESOLVED, FIXED,6,3,1,,,
763901,23, NEW, (null),0,1,3,,,
777480,14, NEW, (null),1,2,3,,,
798452,0, NEW, (null),0,1,0,,,
856155,6, RESOLVED, FIXED,9,5,8,,,
772280,392, RESOLVED, FIXED,18,7,9,,,
857661,37, VERIFIED, FIXED,11,6,8,,,
896750,0, NEW, (null),3,1,2,,,
773603,82, NEW, (null),1,1,8,,,
867608,69, RESOLVED, FIXED,22,8,7,,,
796117,150, RESOLVED, FIXED,44,3,8,,,
756318,217, NEW, (null),2,2,2,,,
779796,309, VERIFIED, FIXED,36,5,10,,,
834525,48, VERIFIED, FIXED,22,5,8,,,
775081,0, NEW, (null),0,1,0,,,
784364,148, NEW, (null),1,2,3,,,
842917,1, RESOLVED, FIXED,3,3,1,,,
872650,88, NEW, (null),6,5,6,,,
871642,31, NEW, (null),2,1,1,,,
901066,4, NEW, (null),5,2,2,,,
829922,166, NEW, (null),8,3,4,,,
810816,23, RESOLVED, WONTFIX,5,3,8,,,
853837,30, NEW, (null),2,2,3,,,
787877,17, VERIFIED, FIXED,12,6,14,,,
871706,7, NEW, (null),0,1,1,,,
763933,0, NEW, (null),0,1,2,,,
889395,26, NEW, (null),1,2,5,,,
842459,0, NEW, (null),0,1,1,,,
777376,1, RESOLVED, WONTFIX,3,2,2,,,
792865,21, NEW, (null),1,2,2,,,
786599,19, VERIFIED, FIXED,13,6,11,,,
886969,0, NEW, (null),0,1,0,,,
740586,139, VERIFIED, FIXED,34,7,16,,,
824475,15, VERIFIED, FIXED,14,8,12,,,
882081,2, NEW, (null),11,3,2,,,
838523,0, RESOLVED, WONTFIX,5,3,7,,,
821227,0, NEW, (null),0,1,5,,,
868936,2, RESOLVED, FIXED,5,5,3,,,
817414,18, RESOLVED, FIXED,29,7,6,,,
882322,64, NEW, (null),8,3,2,,,
803700,3, RESOLVED, FIXED,2,2,1,,,
769843,117, NEW, (null),3,3,3,,,
848719,48, RESOLVED, FIXED,57,9,12,,,
782131,42, NEW, (null),8,5,6,,,
809028,41, VERIFIED, FIXED,10,7,8,,,
857947,1, NEW, (null),4,4,2,,,
898028,5, RESOLVED, FIXED,15,7,8,,,
749618,93, VERIFIED, FIXED,14,6,5,,,
889173,36, NEW, (null),9,7,7,,,
888053,12, RESOLVED, FIXED,6,4,4,,,
876066,16, NEW, (null),1,2,3,,,
847348,45, NEW, (null),6,4,6,,,
832028,16, RESOLVED, FIXED,4,3,1,,,
881091,65, NEW, (null),9,5,6,,,
885884,31, NEW, (null),20,3,2,,,
808746,1, NEW, (null),5,2,2,,,
778389,10, RESOLVED, FIXED,5,3,2,,,
841793,51, NEW, (null),2,2,3,,,
855016,2, RESOLVED, FIXED,11,3,2,,,
786493,37, NEW, (null),7,4,5,,,
735859,0, NEW, (null),0,1,1,,,
902888,5, RESOLVED, FIXED,13,7,11,,,
834810,5, VERIFIED, FIXED,5,3,5,,,
821311,25, VERIFIED, FIXED,7,6,6,,,
742649,92, NEW, (null),8,6,12,,,
773089,124, VERIFIED, FIXED,14,7,5,,,
905088,0, NEW, (null),4,2,1,,,
852986,88, RESOLVED, FIXED,16,7,10,,,
766556,43, VERIFIED, FIXED,18,6,5,,,
850397,26, NEW, (null),2,3,4,,,
814864,16, RESOLVED, FIXED,35,4,7,,,
895032,13, NEW, (null),0,1,8,,,
862543,29, VERIFIED, FIXED,5,3,4,,,
792259,176, NEW, (null),2,2,6,,,
750511,30, VERIFIED, FIXED,23,10,8,,,
771757,37, VERIFIED, FIXED,24,8,9,,,
777975,274, RESOLVED, FIXED,13,6,6,,,
858451,10, NEW, (null),6,3,5,,,
856585,81, NEW, (null),14,2,2,,,
772422,48, VERIFIED, FIXED,15,7,10,,,
897126,0, NEW, (null),8,3,3,,,
822666,74, RESOLVED, FIXED,6,4,2,,,
867989,49, NEW, (null),9,3,4,,,
796208,7, NEW, (null),1,2,1,,,
756429,69, VERIFIED, FIXED,15,6,13,,,
779797,4, RESOLVED, WONTFIX,2,2,0,,,
834548,18, NEW, (null),4,2,4,,,
775511,130, VERIFIED, FIXED,12,5,9,,,
781542,61, VERIFIED, FIXED,5,3,2,,,
784366,72, NEW, (null),1,2,1,,,
843005,48, RESOLVED, FIXED,11,4,5,,,
877379,28, NEW, (null),7,3,4,,,
778263,16, VERIFIED, FIXED,9,4,3,,,
871645,14, NEW, (null),16,2,2,,,
902429,5, NEW, (null),0,1,8,,,
830645,124, RESOLVED, FIXED,15,4,4,,,
810821,42, VERIFIED, FIXED,34,9,6,,,
854866,102, NEW, (null),8,6,7,,,
788146,163, NEW, (null),10,4,7,,,
871994,14, NEW, (null),2,2,4,,,
764025,156, RESOLVED, WONTFIX,4,2,1,,,
783601,3, RESOLVED, FIXED,6,3,1,,,
890054,0, NEW, (null),0,1,0,,,
842621,27, RESOLVED, FIXED,3,3,2,,,
777468,231, RESOLVED, FIXED,17,3,2,,,
