BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
705310, 177, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
840025, 0, RESOLVED, WORKSFORME, 4, 2, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
889535, 26, RESOLVED, WORKSFORME, 18, 6, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
764028, 284, RESOLVED, WORKSFORME, 5, 2, 4,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
706413, 1, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
766611, 33, RESOLVED, WORKSFORME, 8, 3, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
847795, 150, RESOLVED, WORKSFORME, 8, 4, 4,UNCONFIRMED > NEW > UNCONFIRMED > RESOLVED > UNCONFIRMED > RESOLVED, --- > INCOMPLETE > --- > WORKSFORME, , 
860185, 11, RESOLVED, WORKSFORME, 5, 3, 7,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
809005, 6, RESOLVED, WORKSFORME, 8, 5, 11,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
738168, 78, VERIFIED, WORKSFORME, 20, 6, 8,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
730368, 5, RESOLVED, WORKSFORME, 9, 4, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
724708, 342, RESOLVED, WORKSFORME, 5, 3, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
793504, 86, RESOLVED, WORKSFORME, 18, 5, 8,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
764311, 146, RESOLVED, WORKSFORME, 3, 2, 9,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
696772, 1, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
778403, 31, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > DUPLICATE > WORKSFORME, , 
786238, 207, RESOLVED, WORKSFORME, 11, 6, 12,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
732794, 362, RESOLVED, WORKSFORME, 26, 5, 10,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
806371, 73, RESOLVED, WORKSFORME, 4, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
737367, 57, VERIFIED, WORKSFORME, 39, 10, 17,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
702929, 1, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
863090, 4, RESOLVED, WORKSFORME, 3, 3, 4,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
721782, 56, RESOLVED, WORKSFORME, 12, 6, 9,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
757576, 1, RESOLVED, WORKSFORME, 4, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
830460, 56, RESOLVED, WORKSFORME, 5, 4, 3,UNCONFIRMED > RESOLVED > UNCONFIRMED > RESOLVED, --- > INCOMPLETE > --- > INVALID > WORKSFORME, , 
749607, 101, RESOLVED, WORKSFORME, 1, 2, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
810370, 93, RESOLVED, WORKSFORME, 8, 4, 6,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
708910, 5, RESOLVED, WORKSFORME, 6, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
704109, 7, VERIFIED, WORKSFORME, 4, 4, 8,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
687717, 385, VERIFIED, WORKSFORME, 23, 10, 13,NEW > ASSIGNED > RESOLVED > VERIFIED, --- > FIXED > WORKSFORME, , 
837363, 0, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
716162, 5, RESOLVED, WORKSFORME, 2, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
751534, 2, RESOLVED, WORKSFORME, 1, 2, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
710498, 2, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
739578, 219, RESOLVED, WORKSFORME, 1, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
790884, 216, REOPENED, (null), 6, 5, 10,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
705151, 7, RESOLVED, WORKSFORME, 2, 3, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
775374, 123, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
879357, 43, RESOLVED, WORKSFORME, 11, 6, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
843025, 3, RESOLVED, WORKSFORME, 3, 3, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
752972, 77, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > FIXED > WORKSFORME, , 
818077, 62, RESOLVED, WORKSFORME, 3, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
794232, 12, REOPENED, (null), 3, 3, 3,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
778728, 0, RESOLVED, WORKSFORME, 4, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
892092, 28, RESOLVED, WORKSFORME, 6, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
727236, 35, VERIFIED, FIXED, 18, 9, 14,NEW > RESOLVED > REOPENED > ASSIGNED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
765213, 89, VERIFIED, WORKSFORME, 3, 4, 7,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
849658, 32, RESOLVED, WORKSFORME, 20, 7, 12,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
744924, 249, VERIFIED, WORKSFORME, 7, 6, 8,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
799945, 61, RESOLVED, WORKSFORME, 2, 3, 10,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
706842, 0, RESOLVED, WORKSFORME, 2, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
781296, 11, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
901928, 2, RESOLVED, FIXED, 5, 4, 4,NEW > RESOLVED > REOPENED > NEW > RESOLVED, --- > WORKSFORME > --- > FIXED, , 
767215, 389, RESOLVED, WORKSFORME, 207, 7, 4,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
854855, 21, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
755818, 155, RESOLVED, WORKSFORME, 7, 4, 4,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
747777, 4, RESOLVED, WORKSFORME, 2, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
737450, 64, RESOLVED, WORKSFORME, 4, 4, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
783422, 10, RESOLVED, WORKSFORME, 1, 1, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
769239, 126, RESOLVED, WORKSFORME, 2, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
863497, 3, RESOLVED, WORKSFORME, 1, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
757657, 6, REOPENED, (null), 7, 4, 4,UNCONFIRMED > NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, , 
830477, 65, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
749662, 4, RESOLVED, WORKSFORME, 4, 2, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
810589, 93, RESOLVED, WORKSFORME, 7, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
738645, 247, RESOLVED, WORKSFORME, 257, 10, 12,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
786739, 14, VERIFIED, WORKSFORME, 7, 4, 4,UNCONFIRMED > RESOLVED > VERIFIED, --- > WORKSFORME, , 
688423, 356, VERIFIED, WORKSFORME, 12, 6, 10,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
872423, 16, RESOLVED, WORKSFORME, 13, 4, 9,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
751604, 11, RESOLVED, WORKSFORME, 3, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
775989, 3, RESOLVED, WORKSFORME, 3, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
880359, 12, RESOLVED, WORKSFORME, 7, 2, 5,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
762899, 48, RESOLVED, WORKSFORME, 7, 3, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
843487, 0, RESOLVED, WORKSFORME, 2, 2, 0,UNCONFIRMED > NEW > RESOLVED, --- > INVALID > WORKSFORME, UNCONFIRMED (---) > NEW (INVALID) > RESOLVED (WORKSFORME) , 
753211, 51, RESOLVED, WORKSFORME, 8, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
818088, 106, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
742439, 64, RESOLVED, WORKSFORME, 7, 2, 3,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
734372, 31, RESOLVED, WORKSFORME, 4, 4, 9,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
778915, 27, RESOLVED, WORKSFORME, 8, 5, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
893551, 4, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
727241, 4, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
765403, 118, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
849851, 16, RESOLVED, WORKSFORME, 1, 1, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
820480, 181, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
799979, 134, RESOLVED, WORKSFORME, 1, 2, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
781298, 11, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
902566, 6, RESOLVED, WORKSFORME, 2, 3, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
767262, 17, REOPENED, (null), 9, 4, 4,UNCONFIRMED > RESOLVED > REOPENED, --- > WORKSFORME > ---, UNCONFIRMED (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
854856, 88, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
721045, 5, RESOLVED, WORKSFORME, 3, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
755971, 324, VERIFIED, FIXED, 80, 13, 16,UNCONFIRMED > NEW > RESOLVED > REOPENED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
756200, 49, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
747795, 11, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
806923, 21, RESOLVED, WORKSFORME, 11, 3, 8,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
737479, 226, RESOLVED, WORKSFORME, 5, 3, 2,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
729289, 454, RESOLVED, WORKSFORME, 2, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
769240, 148, RESOLVED, WORKSFORME, 2, 2, 9,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
721872, 0, RESOLVED, WORKSFORME, 1, 1, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
757724, 1, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
832054, 6, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
749740, 19, RESOLVED, WORKSFORME, 2, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
810710, 0, RESOLVED, WORKSFORME, 3, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
709249, 130, RESOLVED, WORKSFORME, 0, 1, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
738660, 54, RESOLVED, WORKSFORME, 1, 1, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
786837, 0, RESOLVED, WORKSFORME, 1, 1, 0,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
704120, 21, RESOLVED, WORKSFORME, 9, 5, 6,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
771916, 1, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
872956, 6, RESOLVED, WORKSFORME, 5, 3, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
759389, 142, RESOLVED, WORKSFORME, 4, 4, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
837608, 33, RESOLVED, WORKSFORME, 3, 2, 2,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
710575, 2, RESOLVED, FIXED, 7, 4, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
739877, 1, RESOLVED, WORKSFORME, 1, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
733085, 12, RESOLVED, WORKSFORME, 4, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
880686, 1, RESOLVED, WORKSFORME, 6, 3, 3,UNCONFIRMED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
763036, 202, VERIFIED, FIXED, 12, 6, 11,NEW > RESOLVED > REOPENED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
844398, 108, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
718415, 7, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
753359, 2, RESOLVED, WORKSFORME, 7, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
742696, 0, RESOLVED, WORKSFORME, 1, 1, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
794492, 42, RESOLVED, WORKSFORME, 2, 3, 2,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
779289, 270, RESOLVED, WORKSFORME, 1, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
893553, 4, RESOLVED, WORKSFORME, 4, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
765617, 1, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
720059, 20, RESOLVED, WORKSFORME, 4, 2, 0,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
754524, 1, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
706938, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
781334, 314, RESOLVED, WORKSFORME, 14, 8, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
903592, 3, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
855019, 51, RESOLVED, WORKSFORME, 14, 3, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
721232, 4, RESOLVED, WORKSFORME, 1, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
721267, 32, RESOLVED, WORKSFORME, 7, 5, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
756338, 0, RESOLVED, WORKSFORME, 5, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
747797, 15, RESOLVED, WORKSFORME, 4, 3, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
737529, 2, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
783560, 81, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
729862, 12, RESOLVED, WORKSFORME, 3, 4, 9,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
769369, 168, RESOLVED, WORKSFORME, 16, 6, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
864140, 1, RESOLVED, WORKSFORME, 5, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
757735, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
832355, 143, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
811103, 4, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
709342, 6, VERIFIED, WORKSFORME, 2, 2, 1,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
738684, 174, VERIFIED, WORKSFORME, 4, 4, 10,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
786973, 18, VERIFIED, WORKSFORME, 4, 3, 8,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
731217, 48, RESOLVED, WORKSFORME, 9, 4, 6,UNCONFIRMED > NEW > RESOLVED > REOPENED > NEW > RESOLVED, --- > DUPLICATE > --- > WORKSFORME, , 
772278, 46, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
872985, 67, VERIFIED, WORKSFORME, 5, 4, 9,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
723605, 4, RESOLVED, WORKSFORME, 5, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
760110, 0, RESOLVED, WORKSFORME, 2, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
751646, 20, RESOLVED, WORKSFORME, 20, 4, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
815524, 20, RESOLVED, WORKSFORME, 3, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
740554, 66, RESOLVED, WORKSFORME, 4, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
791703, 29, VERIFIED, WORKSFORME, 8, 4, 15,NEW > RESOLVED > REOPENED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > WORKSFORME, , 
776288, 37, REOPENED, (null), 10, 5, 6,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
880990, 15, RESOLVED, WORKSFORME, 3, 2, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
763107, 16, NEW, (null), 4, 3, 2,UNCONFIRMED > RESOLVED > UNCONFIRMED > NEW, --- > WORKSFORME > ---, , 
845184, 1, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
718647, 79, RESOLVED, WORKSFORME, 13, 5, 4,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
753368, 433, RESOLVED, WORKSFORME, 0, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
818175, 188, RESOLVED, WORKSFORME, 9, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
794581, 20, VERIFIED, WORKSFORME, 5, 4, 4,NEW > ASSIGNED > RESOLVED > VERIFIED, --- > FIXED > WORKSFORME, , 
705699, 10, RESOLVED, WORKSFORME, 4, 3, 2,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
779440, 43, RESOLVED, WORKSFORME, 5, 4, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
893558, 3, REOPENED, (null), 16, 3, 2,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
766059, 103, RESOLVED, WORKSFORME, 34, 8, 16,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
850071, 44, VERIFIED, WORKSFORME, 4, 5, 6,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
754684, 123, VERIFIED, WORKSFORME, 13, 6, 6,UNCONFIRMED > NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
800348, 5, VERIFIED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED > VERIFIED, --- > WORKSFORME, , 
706941, 4, RESOLVED, WORKSFORME, 4, 2, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
701819, 3, RESOLVED, WORKSFORME, 3, 4, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
905546, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
728364, 53, RESOLVED, WORKSFORME, 6, 3, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
855356, 16, RESOLVED, WORKSFORME, 4, 3, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
