BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
855441, 83, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
823535, 172, RESOLVED, WORKSFORME, 3, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
748192, 50, RESOLVED, WORKSFORME, 10, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
807090, 74, RESOLVED, WORKSFORME, 6, 3, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > DUPLICATE > --- > WORKSFORME, NEW (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) , 
737591, 23, RESOLVED, WORKSFORME, 2, 2, 3,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
783608, 307, RESOLVED, WORKSFORME, 9, 5, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
769449, 208, REOPENED, (null), 4, 2, 1,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
864376, 1, RESOLVED, WORKSFORME, 3, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
832621, 22, RESOLVED, WORKSFORME, 4, 3, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
750087, 17, RESOLVED, WORKSFORME, 2, 2, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
811231, 2, RESOLVED, WORKSFORME, 5, 2, 7,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
709453, 1, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
787497, 10, VERIFIED, WORKSFORME, 3, 3, 5,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
704152, 7, RESOLVED, WORKSFORME, 2, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
731903, 446, RESOLVED, WORKSFORME, 6, 4, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
772405, 239, RESOLVED, WORKSFORME, 10, 4, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
873739, 0, RESOLVED, WORKSFORME, 3, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
723777, 21, RESOLVED, WORKSFORME, 5, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
838283, 47, RESOLVED, WORKSFORME, 10, 5, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
751650, 467, REOPENED, (null), 30, 8, 12,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > FIXED > --- > WORKSFORME > ---, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
815672, 9, RESOLVED, WORKSFORME, 1, 2, 1,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
740565, 34, RESOLVED, WORKSFORME, 8, 5, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
726029, 17, RESOLVED, WORKSFORME, 8, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
845624, 15, RESOLVED, WORKSFORME, 4, 3, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
718770, 0, RESOLVED, WORKSFORME, 4, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
753394, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
818235, 188, RESOLVED, WORKSFORME, 1, 1, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
742799, 7, RESOLVED, WORKSFORME, 8, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
795432, 27, RESOLVED, WORKSFORME, 5, 5, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
734896, 3, RESOLVED, WORKSFORME, 6, 4, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
895094, 20, RESOLVED, WORKSFORME, 7, 2, 1,ASSIGNED > RESOLVED, --- > WORKSFORME, ASSIGNED (---) > RESOLVED (WORKSFORME) , 
727609, 0, RESOLVED, WORKSFORME, 5, 3, 3,NEW > RESOLVED > REOPENED > RESOLVED, --- > DUPLICATE > --- > WORKSFORME, NEW (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) , 
766060, 41, RESOLVED, WORKSFORME, 17, 5, 5,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
850599, 27, RESOLVED, WORKSFORME, 3, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
754972, 97, RESOLVED, WORKSFORME, 1, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
745667, 51, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
801333, 120, RESOLVED, WORKSFORME, 8, 4, 4,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
781520, 96, RESOLVED, WORKSFORME, 1, 1, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
767543, 48, RESOLVED, WORKSFORME, 15, 6, 7,NEW > ASSIGNED > RESOLVED > REOPENED > RESOLVED, --- > WONTFIX > --- > WORKSFORME, , 
767809, 94, VERIFIED, FIXED, 15, 6, 6,NEW > RESOLVED > REOPENED > ASSIGNED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
857265, 0, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
823558, 229, RESOLVED, WORKSFORME, 5, 5, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
748393, 0, RESOLVED, WORKSFORME, 6, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
807204, 48, RESOLVED, WORKSFORME, 4, 3, 5,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
737609, 30, RESOLVED, WORKSFORME, 19, 13, 14,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
769625, 27, VERIFIED, WORKSFORME, 5, 3, 7,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
864917, 0, RESOLVED, WORKSFORME, 2, 2, 0,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
757856, 139, VERIFIED, WORKSFORME, 3, 3, 6,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
832776, 20, RESOLVED, WORKSFORME, 9, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
811308, 127, RESOLVED, WORKSFORME, 4, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
739046, 24, RESOLVED, WORKSFORME, 6, 4, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
732069, 358, RESOLVED, WORKSFORME, 31, 9, 10,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
772426, 138, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
873748, 45, RESOLVED, WORKSFORME, 11, 3, 4,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
723927, 32, VERIFIED, WORKSFORME, 4, 3, 2,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
760813, 58, RESOLVED, WORKSFORME, 12, 9, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
751757, 1, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
816060, 0, RESOLVED, WORKSFORME, 7, 2, 2,UNCONFIRMED > RESOLVED, --- > FIXED > WORKSFORME, , 
710694, 125, RESOLVED, WORKSFORME, 4, 3, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
740588, 48, RESOLVED, WORKSFORME, 5, 4, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
792396, 264, RESOLVED, WORKSFORME, 22, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
733178, 18, VERIFIED, WORKSFORME, 4, 3, 2,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
845632, 139, RESOLVED, WORKSFORME, 41, 4, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > DUPLICATE > --- > WORKSFORME, NEW (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) , 
753408, 16, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
795438, 273, RESOLVED, FIXED, 15, 7, 8,NEW > ASSIGNED > RESOLVED > VERIFIED > REOPENED > RESOLVED, --- > WORKSFORME > FIXED > --- > FIXED, , 
779521, 79, RESOLVED, WORKSFORME, 7, 5, 4,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
895145, 5, RESOLVED, WORKSFORME, 2, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
727701, 0, RESOLVED, WORKSFORME, 1, 2, 1,ASSIGNED > RESOLVED, --- > WORKSFORME, ASSIGNED (---) > RESOLVED (WORKSFORME) , 
766445, 158, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
850659, 75, RESOLVED, WORKSFORME, 11, 3, 4,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
754992, 197, RESOLVED, WORKSFORME, 9, 5, 5,NEW > RESOLVED > REOPENED > NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > NEW (FIXED) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
745816, 127, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
801636, 118, RESOLVED, WORKSFORME, 3, 3, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
707041, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
781533, 8, RESOLVED, WORKSFORME, 9, 2, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
728693, 9, RESOLVED, WORKSFORME, 3, 4, 6,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
768409, 152, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
857480, 51, RESOLVED, WORKSFORME, 8, 3, 9,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
748609, 44, RESOLVED, FIXED, 28, 6, 2,NEW > ASSIGNED > RESOLVED > REOPENED > RESOLVED > REOPENED > ASSIGNED > RESOLVED, --- > FIXED > --- > WORKSFORME > --- > FIXED, , 
807299, 168, VERIFIED, FIXED, 51, 13, 16,NEW > ASSIGNED > RESOLVED > REOPENED > ASSIGNED > RESOLVED > REOPENED > RESOLVED > VERIFIED, --- > FIXED > --- > WORKSFORME > --- > FIXED, , 
737711, 2, RESOLVED, WORKSFORME, 5, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
784427, 4, VERIFIED, WORKSFORME, 3, 2, 3,NEW > RESOLVED > VERIFIED, --- > WONTFIX > WORKSFORME, NEW (---) > RESOLVED (WONTFIX) > VERIFIED (WORKSFORME) , 
865872, 19, RESOLVED, WORKSFORME, 7, 5, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
758080, 105, RESOLVED, WORKSFORME, 5, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
832953, 108, RESOLVED, WORKSFORME, 7, 6, 6,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
750199, 455, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
811707, 1, RESOLVED, WORKSFORME, 1, 2, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
788988, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
704411, 1, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
772551, 20, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
873958, 42, RESOLVED, WORKSFORME, 3, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
839440, 4, RESOLVED, WORKSFORME, 3, 2, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
716909, 2, RESOLVED, WORKSFORME, 3, 3, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
816989, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
792407, 217, RESOLVED, WORKSFORME, 9, 7, 6,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
733313, 14, RESOLVED, WORKSFORME, 3, 3, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
777319, 131, RESOLVED, WORKSFORME, 8, 5, 6,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
886304, 24, RESOLVED, WORKSFORME, 4, 2, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
845813, 53, RESOLVED, WORKSFORME, 8, 3, 2,UNCONFIRMED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
753409, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
743247, 32, VERIFIED, FIXED, 52, 21, 17,NEW > RESOLVED > REOPENED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
795498, 48, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
779582, 46, VERIFIED, WORKSFORME, 18, 8, 10,NEW > RESOLVED > REOPENED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > WORKSFORME, , 
895743, 0, RESOLVED, WORKSFORME, 3, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
850728, 50, RESOLVED, WORKSFORME, 3, 2, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
754995, 84, REOPENED, (null), 7, 4, 4,NEW > RESOLVED > VERIFIED > REOPENED, --- > WORKSFORME > ---, , 
745833, 149, VERIFIED, WORKSFORME, 5, 4, 5,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
801645, 19, RESOLVED, WORKSFORME, 7, 5, 6,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
707210, 4, RESOLVED, WORKSFORME, 1, 2, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
781618, 20, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
857547, 99, REOPENED, (null), 3, 3, 7,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
756869, 2, RESOLVED, WORKSFORME, 4, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
825187, 13, RESOLVED, WORKSFORME, 3, 2, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
713876, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
748699, 56, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
807775, 106, RESOLVED, WORKSFORME, 1, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
708560, 40, VERIFIED, FIXED, 5, 4, 5,UNCONFIRMED > RESOLVED > UNCONFIRMED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
737801, 59, RESOLVED, WORKSFORME, 20, 9, 10,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
730188, 4, RESOLVED, WORKSFORME, 4, 4, 3,UNCONFIRMED > RESOLVED > VERIFIED > RESOLVED, --- > WORKSFORME > FIXED > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) > VERIFIED (FIXED) > RESOLVED (WORKSFORME) , 
769834, 19, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
866385, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
758190, 283, VERIFIED, FIXED, 19, 9, 12,NEW > RESOLVED > REOPENED > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
833121, 58, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
812129, 1, RESOLVED, WORKSFORME, 6, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
739195, 51, VERIFIED, WORKSFORME, 14, 9, 14,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
789443, 248, RESOLVED, WORKSFORME, 1, 2, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
732272, 6, RESOLVED, WORKSFORME, 6, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
772926, 319, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
874871, 13, RESOLVED, WORKSFORME, 5, 3, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
761036, 361, RESOLVED, WORKSFORME, 6, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
839620, 108, RESOLVED, WORKSFORME, 5, 3, 2,UNCONFIRMED > RESOLVED > UNCONFIRMED > RESOLVED, --- > DUPLICATE > --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (DUPLICATE) > UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
751902, 31, RESOLVED, WORKSFORME, 4, 4, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
792694, 321, RESOLVED, WORKSFORME, 2, 3, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
705307, 6, RESOLVED, WORKSFORME, 3, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
733327, 237, RESOLVED, WORKSFORME, 4, 4, 9,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
777453, 27, RESOLVED, WORKSFORME, 5, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
888243, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
763553, 32, RESOLVED, WORKSFORME, 2, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
718981, 2, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
753467, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
818994, 228, REOPENED, (null), 37, 10, 15,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
743397, 233, RESOLVED, WORKSFORME, 15, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
796950, 25, RESOLVED, WORKSFORME, 2, 2, 4,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
735138, 226, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
779859, 7, RESOLVED, WORKSFORME, 3, 4, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
897073, 6, NEW, (null), 8, 5, 5,NEW > RESOLVED > REOPENED > NEW, --- > FIXED > WORKSFORME > ---, NEW (---) > RESOLVED (FIXED) > REOPENED (WORKSFORME) > NEW (---) , 
727839, 6, VERIFIED, WORKSFORME, 5, 5, 9,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
850940, 6, RESOLVED, WORKSFORME, 4, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
755096, 1, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
820829, 0, RESOLVED, WORKSFORME, 1, 2, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
802099, 62, RESOLVED, WORKSFORME, 4, 2, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
781794, 3, RESOLVED, WORKSFORME, 1, 2, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
756915, 1, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
825422, 66, RESOLVED, WORKSFORME, 5, 5, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
807900, 6, RESOLVED, WORKSFORME, 8, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
737872, 22, RESOLVED, WORKSFORME, 4, 3, 3,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
730238, 6, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
769874, 30, RESOLVED, WORKSFORME, 9, 3, 6,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
866419, 23, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED > UNCONFIRMED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) > UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
758231, 196, RESOLVED, WORKSFORME, 10, 7, 11,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
833615, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
750239, 464, RESOLVED, WORKSFORME, 8, 5, 7,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
812277, 32, RESOLVED, WORKSFORME, 4, 5, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
739289, 28, RESOLVED, WORKSFORME, 8, 4, 10,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
790055, 0, VERIFIED, WORKSFORME, 6, 4, 3,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
704439, 20, VERIFIED, WORKSFORME, 8, 4, 9,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
773242, 315, RESOLVED, WORKSFORME, 5, 4, 8,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
874874, 36, RESOLVED, WORKSFORME, 10, 5, 10,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
