BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
1874, 181, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1728, 1880, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4146, 146, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5783, 1474, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5934, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6514, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6751, 1, RESOLVED, FIXED, 11, 3, 2,NEW > RESOLVED > REOPENED > NEW > RESOLVED, --- > WORKSFORME > --- > FIXED, , 
6953, 22, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7241, 1348, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7298, 1340, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
7669, 77, RESOLVED, FIXED, 13, 3, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
6456, 122, RESOLVED, WORKSFORME, 2, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5558, 1493, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8297, 1244, RESOLVED, WORKSFORME, 5, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6744, 172, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
6589, 1407, RESOLVED, WORKSFORME, 9, 4, 0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
8841, 0, VERIFIED, WORKSFORME, 6, 4, 0,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
8842, 1199, RESOLVED, FIXED, 4, 3, 1,NEW > RESOLVED > REOPENED > ASSIGNED > RESOLVED, --- > WORKSFORME > --- > FIXED, , 
8962, 1187, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9458, 1141, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9923, 1, RESOLVED, WORKSFORME, 6, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8367, 157, RESOLVED, WORKSFORME, 10, 6, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
8996, 717, RESOLVED, FIXED, 11, 8, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > WORKSFORME > --- > FIXED, , 
12629, 0, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12970, 1151, RESOLVED, FIXED, 10, 5, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > WONTFIX > --- > FIXED, , 
5333, 704, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13825, 752, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13553, 226, RESOLVED, WORKSFORME, 3, 4, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15005, 9, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
13542, 778, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10302, 1062, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12381, 264, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
14961, 655, RESOLVED, WORKSFORME, 5, 6, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15855, 586, RESOLVED, WORKSFORME, 1, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
16148, 23, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
16301, 49, RESOLVED, WORKSFORME, 1, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
17229, 1, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
17533, 706, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > INVALID > WORKSFORME, , 
17843, 3, RESOLVED, FIXED, 5, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
18551, 9, RESOLVED, WORKSFORME, 4, 3, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
4193, 1241, RESOLVED, WORKSFORME, 11, 6, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
19475, 1182, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
18860, 1257, RESOLVED, WORKSFORME, 18, 9, 9,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
18038, 123, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15691, 600, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
20693, 589, RESOLVED, WORKSFORME, 4, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
20950, 922, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11207, 791, RESOLVED, WORKSFORME, 4, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15840, 452, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
21619, 64, RESOLVED, WORKSFORME, 4, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
18784, 716, RESOLVED, FIXED, 10, 4, 5,NEW > RESOLVED, --- > FIXED > WORKSFORME > FIXED, , 
21533, 434, RESOLVED, WORKSFORME, 3, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
21465, 535, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
20451, 362, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
24986, 704, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
25253, 0, RESOLVED, WORKSFORME, 6, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10155, 1289, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
26833, 6, CLOSED, FIXED, 1, 2, 2,NEW > ASSIGNED > RESOLVED > VERIFIED > CLOSED, --- > FIXED > WORKSFORME > FIXED, , 
27607, 419, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
27978, 573, REOPENED, (null), 5, 6, 6,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
28451, 375, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
28500, 370, RESOLVED, WORKSFORME, 2, 2, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
23902, 306, RESOLVED, WORKSFORME, 5, 4, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
28679, 354, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
23605, 381, RESOLVED, WORKSFORME, 5, 5, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
23730, 1011, REOPENED, (null), 7, 4, 5,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WORKSFORME > --- > FIXED > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) , 
25746, 527, RESOLVED, WORKSFORME, 5, 3, 1,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
30457, 27, RESOLVED, WORKSFORME, 2, 2, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
20475, 1067, RESOLVED, WORKSFORME, 4, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
24710, 781, RESOLVED, WORKSFORME, 17, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
34245, 85, RESOLVED, FIXED, 7, 5, 6,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
35711, 46, VERIFIED, WORKSFORME, 2, 2, 1,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
33275, 158, RESOLVED, WORKSFORME, 20, 8, 7,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
14213, 1559, RESOLVED, WORKSFORME, 15, 7, 7,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
39298, 106, RESOLVED, WORKSFORME, 8, 4, 4,UNCONFIRMED > NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
38577, 197, RESOLVED, WORKSFORME, 6, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
42256, 108, RESOLVED, WORKSFORME, 3, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
42408, 103, RESOLVED, WORKSFORME, 5, 5, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
44208, 79, RESOLVED, WORKSFORME, 6, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
25985, 884, RESOLVED, WORKSFORME, 1, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
41453, 226, RESOLVED, WORKSFORME, 14, 3, 4,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
39268, 304, RESOLVED, WORKSFORME, 25, 7, 8,NEW > RESOLVED > REOPENED > RESOLVED, --- > DUPLICATE > --- > WORKSFORME, NEW (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) , 
51, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WONTFIX > --- > WORKSFORME, NEW (---) > RESOLVED (WONTFIX) > REOPENED (---) > RESOLVED (WORKSFORME) , 
35, 311, RESOLVED, WORKSFORME, 3, 2, 2,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
84, 5, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
196, 5, RESOLVED, FIXED, 3, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
203, 2090, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
326, 0, RESOLVED, WORKSFORME, 1, 1, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
350, 0, RESOLVED, WORKSFORME, 1, 1, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
347, 1, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
432, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
21, 281, CLOSED, WORKSFORME, 3, 4, 1,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
39, 35, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
544, 2062, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
561, 2060, RESOLVED, FIXED, 7, 6, 1,NEW > RESOLVED > REOPENED > ASSIGNED > RESOLVED, --- > WORKSFORME > --- > FIXED, , 
620, 0, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
794, 2025, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
833, 2016, RESOLVED, FIXED, 6, 3, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
853, 2012, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
743, 2034, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
964, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1003, 1987, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1056, 1982, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1081, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1087, 1979, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1237, 1961, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1252, 162, RESOLVED, WORKSFORME, 4, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1251, 1959, RESOLVED, WORKSFORME, 5, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
1275, 374, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1327, 151, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1373, 2, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
354, 143, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
641, 2048, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1541, 1915, RESOLVED, WORKSFORME, 4, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1879, 1858, RESOLVED, WORKSFORME, 7, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
1452, 1927, CLOSED, WORKSFORME, 4, 2, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
1973, 1846, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
821, 382, RESOLVED, WORKSFORME, 8, 5, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2249, 1815, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2195, 164, RESOLVED, FIXED, 11, 5, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
1453, 1927, RESOLVED, WORKSFORME, 8, 5, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
2380, 3, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
779, 2027, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1399, 1936, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
789, 2026, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2611, 415, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
2770, 1771, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1166, 1969, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2846, 1971, RESOLVED, WORKSFORME, 12, 7, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
636, 2050, RESOLVED, WORKSFORME, 6, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1682, 2622, RESOLVED, WORKSFORME, 3, 4, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
2883, 1763, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2982, 1753, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3103, 1738, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3171, 1732, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
3242, 1725, RESOLVED, WORKSFORME, 2, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3248, 0, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3148, 1734, CLOSED, WORKSFORME, 2, 2, 1,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
1529, 1915, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1514, 1918, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3360, 1713, RESOLVED, WORKSFORME, 6, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3542, 0, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3620, 1682, RESOLVED, WORKSFORME, 5, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2960, 1754, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3719, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3772, 1, RESOLVED, WORKSFORME, 3, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3767, 1667, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
3468, 43, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
660, 430, RESOLVED, FIXED, 5, 2, 1,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
2049, 1838, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3811, 1661, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2526, 1784, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3873, 0, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2954, 103, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3895, 2165, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
662, 2045, RESOLVED, WORKSFORME, 11, 7, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4014, 0, RESOLVED, FIXED, 3, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
4062, 2032, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2322, 1805, RESOLVED, WORKSFORME, 6, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2724, 2098, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2425, 166, RESOLVED, WORKSFORME, 6, 4, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4151, 1, CLOSED, WORKSFORME, 7, 3, 0,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
3805, 1661, RESOLVED, FIXED, 27, 11, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
4245, 1616, RESOLVED, WORKSFORME, 3, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4238, 1617, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2543, 1783, RESOLVED, WORKSFORME, 3, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
