BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
18436, 1256, RESOLVED, FIXED, 6, 6, 7,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME > FIXED, , 
19028, 1242, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
41511, 1, RESOLVED, WORKSFORME, 4, 4, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
38275, 174, RESOLVED, WORKSFORME, 1, 2, 4,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
41794, 79, RESOLVED, WORKSFORME, 7, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11454, 2038, REOPENED, (null), 16, 9, 6,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
3574, 2678, RESOLVED, WORKSFORME, 6, 5, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
24611, 913, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11157, 1977, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
16005, 1588, RESOLVED, WORKSFORME, 3, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
33365, 476, REOPENED, (null), 6, 4, 6,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
12450, 1901, RESOLVED, WORKSFORME, 4, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11687, 1994, RESOLVED, WORKSFORME, 7, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
36626, 332, RESOLVED, WORKSFORME, 2, 2, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
47078, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
24116, 1021, RESOLVED, WORKSFORME, 5, 5, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
18359, 1474, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
18534, 1459, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
18628, 1450, RESOLVED, WORKSFORME, 3, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
47552, 27, RESOLVED, WORKSFORME, 2, 2, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
48825, 0, RESOLVED, WORKSFORME, 2, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
47777, 33, RESOLVED, FIXED, 10, 5, 8,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
11957, 2036, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
45194, 117, RESOLVED, FIXED, 8, 3, 7,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME > FIXED, UNCONFIRMED (---) > NEW (WORKSFORME) > RESOLVED (FIXED) , 
51201, 1, RESOLVED, WORKSFORME, 2, 3, 1,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
2840, 1767, CLOSED, WORKSFORME, 5, 2, 1,NEW > RESOLVED > REOPENED > NEW > ASSIGNED > RESOLVED > CLOSED, --- > WORKSFORME > --- > WORKSFORME, , 
1955, 1857, RESOLVED, WORKSFORME, 6, 5, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4482, 10, RESOLVED, FIXED, 5, 4, 2,NEW > RESOLVED > REOPENED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME > --- > FIXED, , 
5773, 1475, RESOLVED, WORKSFORME, 0, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4767, 124, RESOLVED, WORKSFORME, 4, 3, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9530, 2262, RESOLVED, WONTFIX, 45, 15, 18,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WONTFIX, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) , 
10222, 13, RESOLVED, WORKSFORME, 4, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12104, 1549, RESOLVED, WORKSFORME, 9, 6, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
5813, 975, RESOLVED, WORKSFORME, 7, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12682, 876, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
23962, 379, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4043, 2339, RESOLVED, WORKSFORME, 2, 3, 3,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
34425, 162, RESOLVED, WORKSFORME, 1, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2976, 2619, RESOLVED, WORKSFORME, 2, 3, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
34679, 185, RESOLVED, WORKSFORME, 7, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
21191, 1198, RESOLVED, WORKSFORME, 3, 4, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
24642, 918, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
26292, 844, REOPENED, (null), 7, 5, 6,NEW > RESOLVED > REOPENED, --- > WORKSFORME > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) , 
21325, 1385, RESOLVED, WORKSFORME, 4, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4428, 1899, RESOLVED, WONTFIX, 15, 5, 0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > --- > WONTFIX > --- > WONTFIX > --- > WONTFIX > --- > WONTFIX, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WONTFIX) > REOPENED (---) > RESOLVED (WONTFIX) > REOPENED (---) > RESOLVED (WONTFIX) > REOPENED (---) > RESOLVED (WONTFIX) , 
24743, 215, RESOLVED, WONTFIX, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME > WONTFIX, , 
31901, 465, REOPENED, (null), 14, 8, 9,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED, --- > WORKSFORME > --- > WONTFIX > ---, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) > REOPENED (---) , 
34, 250, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
1745, 2180, RESOLVED, WONTFIX, 5, 5, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WONTFIX, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) , 
2443, 2094, RESOLVED, WONTFIX, 15, 8, 7,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME > --- > FIXED > --- > WONTFIX, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WONTFIX) , 
11948, 1217, RESOLVED, WONTFIX, 7, 3, 2,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WONTFIX, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) , 
16743, 812, CLOSED, WONTFIX, 4, 2, 2,NEW > RESOLVED > CLOSED, --- > WORKSFORME > WONTFIX, NEW (---) > RESOLVED (WORKSFORME) > CLOSED (WONTFIX) , 
31879, 2, RESOLVED, WORKSFORME, 1, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
5776, 2425, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > LATER > WORKSFORME, , 
35731, 322, RESOLVED, WORKSFORME, 6, 6, 6,UNCONFIRMED > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > INVALID > WORKSFORME, , 
26105, 863, RESOLVED, WORKSFORME, 9, 6, 6,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
3703, 1674, RESOLVED, WORKSFORME, 10, 4, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
4025, 1638, RESOLVED, WORKSFORME, 5, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12307, 258, RESOLVED, FIXED, 5, 2, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
28219, 388, RESOLVED, WORKSFORME, 4, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
7601, 1817, RESOLVED, WORKSFORME, 10, 7, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9475, 1703, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > LATER > WORKSFORME, , 
32275, 640, RESOLVED, WORKSFORME, 4, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
521, 2064, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2801, 1, CLOSED, WORKSFORME, 1, 1, 1,NEW > RESOLVED > CLOSED, --- > WORKSFORME, , 
5022, 341, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
2972, 1753, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10156, 1074, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10212, 1252, RESOLVED, WONTFIX, 19, 6, 3,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > INVALID > --- > WORKSFORME > --- > WONTFIX, , 
9714, 491, RESOLVED, WORKSFORME, 5, 5, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
17796, 785, RESOLVED, WORKSFORME, 4, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
17871, 20, RESOLVED, WONTFIX, 11, 5, 5,NEW > RESOLVED > REOPENED > NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED > --- > WONTFIX, , 
17925, 1, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) , 
17975, 1566, RESOLVED, WONTFIX, 11, 5, 6,NEW > ASSIGNED > NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WONTFIX, , 
11710, 1106, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
27140, 3, RESOLVED, WONTFIX, 13, 4, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WONTFIX, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) , 
359, 2444, RESOLVED, WORKSFORME, 0, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
15166, 1768, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9515, 2085, RESOLVED, FIXED, 6, 6, 4,NEW > RESOLVED > REOPENED > RESOLVED, --- > LATER > --- > LATER > WORKSFORME > FIXED, , 
37322, 1, RESOLVED, WORKSFORME, 2, 1, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
47356, 5, RESOLVED, WORKSFORME, 7, 5, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
31894, 0, RESOLVED, WORKSFORME, 3, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
31005, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
31169, 202, RESOLVED, FIXED, 6, 2, 5,NEW > RESOLVED, --- > WORKSFORME > FIXED, , 
31186, 78, RESOLVED, WORKSFORME, 4, 4, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
33684, 5, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
34891, 4, RESOLVED, WORKSFORME, 5, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
37951, 1, RESOLVED, WORKSFORME, 4, 2, 0,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
38400, 1, RESOLVED, WORKSFORME, 5, 4, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
39252, 0, RESOLVED, WORKSFORME, 1, 2, 0,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
37289, 79, RESOLVED, WORKSFORME, 4, 2, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
39003, 97, RESOLVED, WORKSFORME, 10, 4, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
37466, 155, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
41353, 33, RESOLVED, WORKSFORME, 5, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
38250, 276, RESOLVED, WORKSFORME, 6, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
43594, 138, RESOLVED, FIXED, 19, 7, 8,NEW > RESOLVED, --- > WORKSFORME > FIXED, , 
38612, 164, RESOLVED, WORKSFORME, 14, 5, 5,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
29055, 760, RESOLVED, FIXED, 7, 3, 5,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
29026, 6, RESOLVED, FIXED, 5, 2, 1,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > FIXED, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) , 
29108, 0, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
29631, 0, RESOLVED, WONTFIX, 4, 2, 0,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WONTFIX, NEW (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WONTFIX) , 
29787, 1, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
30179, 0, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WONTFIX > WORKSFORME, , 
30196, 7, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > INVALID > WORKSFORME, , 
30252, 2, RESOLVED, WORKSFORME, 6, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
30316, 0, RESOLVED, WORKSFORME, 1, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
30321, 6, RESOLVED, WORKSFORME, 7, 6, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
30361, 0, RESOLVED, WORKSFORME, 1, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
30370, 1, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
30475, 0, RESOLVED, WORKSFORME, 2, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
30856, 1, RESOLVED, WORKSFORME, 2, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
31370, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
32235, 1, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
32296, 0, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
32307, 1, RESOLVED, WORKSFORME, 4, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
33522, 0, RESOLVED, WORKSFORME, 1, 1, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
33550, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
33698, 0, RESOLVED, WORKSFORME, 2, 1, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
33743, 0, RESOLVED, WORKSFORME, 3, 4, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
33729, 92, VERIFIED, WORKSFORME, 3, 3, 4,NEW > RESOLVED > VERIFIED, --- > WORKSFORME, , 
33767, 7, RESOLVED, WORKSFORME, 12, 4, 4,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > WORKSFORME > --- > WONTFIX > --- > WORKSFORME > WONTFIX > --- > WORKSFORME, , 
35575, 0, RESOLVED, WORKSFORME, 7, 3, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
35580, 0, RESOLVED, WORKSFORME, 4, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
35909, 0, RESOLVED, WORKSFORME, 2, 2, 2,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
29098, 332, RESOLVED, WORKSFORME, 1, 1, 1,NEW > RESOLVED, --- > LATER > WORKSFORME, , 
36163, 0, RESOLVED, WORKSFORME, 1, 2, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
36433, 0, RESOLVED, WORKSFORME, 2, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
36853, 4, RESOLVED, WORKSFORME, 1, 1, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
37136, 110, RESOLVED, WORKSFORME, 2, 3, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
37955, 0, RESOLVED, WORKSFORME, 4, 2, 0,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
38142, 1, RESOLVED, WORKSFORME, 4, 4, 5,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
38651, 0, RESOLVED, WORKSFORME, 5, 3, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
38765, 0, RESOLVED, WORKSFORME, 2, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
38835, 0, RESOLVED, WORKSFORME, 4, 3, 2,NEW > RESOLVED, --- > INVALID > WORKSFORME, , 
39229, 0, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
39228, 0, RESOLVED, WORKSFORME, 2, 2, 3,NEW > RESOLVED, --- > FIXED > WORKSFORME, , 
39464, 0, RESOLVED, WORKSFORME, 1, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
39320, 8, RESOLVED, WORKSFORME, 3, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
39657, 0, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
40113, 0, RESOLVED, WORKSFORME, 2, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
38519, 62, RESOLVED, WORKSFORME, 1, 2, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
40641, 204, RESOLVED, FIXED, 28, 11, 11,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED > REOPENED > RESOLVED, --- > DUPLICATE > --- > WORKSFORME > --- > WORKSFORME > --- > FIXED > --- > FIXED, NEW (---) > RESOLVED (DUPLICATE) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (WORKSFORME) > REOPENED (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (FIXED) , 
41059, 3, RESOLVED, WORKSFORME, 3, 3, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
38035, 114, RESOLVED, WORKSFORME, 2, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
41469, 1, RESOLVED, WORKSFORME, 4, 3, 3,NEW > UNCONFIRMED > RESOLVED, --- > WORKSFORME, , 
41309, 9, RESOLVED, WORKSFORME, 5, 3, 2,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
42437, 0, RESOLVED, WORKSFORME, 2, 2, 0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
42366, 150, RESOLVED, WORKSFORME, 7, 3, 6,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
40081, 90, RESOLVED, WORKSFORME, 1, 1, 0,NEW > RESOLVED, --- > FIXED > WORKSFORME, , 
41933, 33, VERIFIED, WORKSFORME, 4, 3, 5,UNCONFIRMED > RESOLVED > VERIFIED, --- > WORKSFORME, , 
39391, 122, RESOLVED, WORKSFORME, 2, 2, 3,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
38937, 151, RESOLVED, WORKSFORME, 4, 3, 2,UNCONFIRMED > NEW > RESOLVED, --- > WORKSFORME, , 
38212, 181, RESOLVED, WORKSFORME, 3, 4, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
40802, 91, RESOLVED, WORKSFORME, 3, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
39069, 161, RESOLVED, WORKSFORME, 2, 3, 4,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
44605, 0, RESOLVED, WORKSFORME, 2, 2, 2,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
39192, 180, RESOLVED, WORKSFORME, 5, 2, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
37388, 243, RESOLVED, WORKSFORME, 3, 2, 3,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
46070, 0, RESOLVED, WORKSFORME, 8, 2, 5,UNCONFIRMED > RESOLVED, --- > WORKSFORME > FIXED > WORKSFORME, , 
46755, 0, RESOLVED, WORKSFORME, 1, 1, 3,NEW > RESOLVED, --- > FIXED > WORKSFORME, , 
46957, 0, RESOLVED, WORKSFORME, 1, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
46960, 0, RESOLVED, WORKSFORME, 1, 2, 1,UNCONFIRMED > RESOLVED, --- > WORKSFORME, UNCONFIRMED (---) > RESOLVED (WORKSFORME) , 
48692, 0, RESOLVED, WORKSFORME, 3, 3, 1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
