BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
2130, 1831, RESOLVED, FIXED, 3, 2, 1,
2825, 1767, RESOLVED, FIXED, 8, 5, 0,
3280, 1722, RESOLVED, FIXED, 1, 2, 0,
3696, 1636, RESOLVED, FIXED, 14, 5, 6,
4398, 1924, RESOLVED, FIXED, 2, 2, 0,
5270, 0, RESOLVED, FIXED, 3, 2, 1,
6775, 0, RESOLVED, FIXED, 3, 2, 0,
13082, 815, RESOLVED, FIXED, 9, 3, 3,
16604, 50, RESOLVED, FIXED, 25, 8, 6,
26085, 509, RESOLVED, WONTFIX, 15, 6, 4,
28864, 2, RESOLVED, FIXED, 1, 1, 1,
29232, 338, REOPENED, (null), 5, 3, 4,
29490, 72, RESOLVED, FIXED, 1, 1, 1,
29801, 39, RESOLVED, FIXED, 8, 4, 2,
29854, 124, RESOLVED, FIXED, 9, 5, 6,
30236, 7, RESOLVED, FIXED, 7, 5, 7,
30398, 8, RESOLVED, FIXED, 5, 3, 4,
31137, 143, RESOLVED, FIXED, 13, 5, 4,
31412, 196, RESOLVED, FIXED, 8, 6, 6,
32013, 514, REOPENED, (null), 15, 10, 18,
32297, 236, REOPENED, (null), 4, 3, 3,
32616, 5, RESOLVED, FIXED, 5, 4, 5,
32711, 107, RESOLVED, FIXED, 3, 2, 2,
32744, 581, REOPENED, (null), 3, 4, 2,
32951, 299, RESOLVED, FIXED, 4, 2, 4,
33167, 139, RESOLVED, FIXED, 7, 6, 5,
33434, 0, RESOLVED, FIXED, 5, 4, 2,
33646, 20, RESOLVED, FIXED, 7, 4, 4,
33992, 96, RESOLVED, FIXED, 3, 4, 3,
34057, 10, RESOLVED, FIXED, 4, 2, 2,
34234, 86, RESOLVED, FIXED, 1, 2, 0,
35517, 17, RESOLVED, FIXED, 3, 4, 5,
35640, 254, RESOLVED, FIXED, 10, 4, 6,
36053, 297, RESOLVED, FIXED, 5, 5, 6,
36073, 89, RESOLVED, FIXED, 1, 1, 1,
37587, 77, RESOLVED, FIXED, 7, 4, 6,
38622, 78, RESOLVED, FIXED, 23, 7, 11,
39981, 53, RESOLVED, FIXED, 10, 3, 7,
40306, 0, RESOLVED, FIXED, 9, 4, 7,
40759, 235, RESOLVED, FIXED, 37, 11, 9,
41793, 167, RESOLVED, FIXED, 4, 5, 7,
42649, 139, RESOLVED, FIXED, 6, 4, 2,
43766, 196, PATCH_TO_REVIEW, (null), 4, 4, 4,
44776, 68, RESOLVED, FIXED, 12, 4, 4,
46627, 118, RESOLVED, FIXED, 3, 2, 5,
51928, 23, REOPENED, (null), 20, 5, 6,
52852, 0, RESOLVED, FIXED, 2, 2, 1,
2614, 1780, RESOLVED, FIXED, 6, 3, 1,
3017, 99, RESOLVED, FIXED, 2, 2, 1,
4686, 6, RESOLVED, FIXED, 1, 2, 1,
14662, 178, RESOLVED, FIXED, 2, 3, 1,
34503, 74, RESOLVED, FIXED, 6, 6, 6,
34849, 62, VERIFIED, FIXED, 6, 3, 3,
46406, 0, NEW, (null), 0, 1, 1,
48650, 65, RESOLVED, FIXED, 3, 3, 3,
296, 2080, RESOLVED, FIXED, 5, 3, 1,
551, 2061, RESOLVED, FIXED, 3, 2, 0,
1977, 1845, RESOLVED, FIXED, 4, 4, 0,
2201, 1822, CLOSED, FIXED, 2, 2, 0,
27170, 50, RESOLVED, FIXED, 1, 2, 3,
28039, 44, RESOLVED, FIXED, 1, 2, 2,
29492, 1, RESOLVED, FIXED, 7, 5, 6,
29528, 210, RESOLVED, FIXED, 4, 2, 4,
30041, 59, RESOLVED, FIXED, 3, 1, 2,
36003, 1, NEW, (null), 0, 1, 0,
46142, 38, RESOLVED, FIXED, 4, 5, 5,
46802, 118, NEW, (null), 1, 2, 2,
47489, 94, RESOLVED, FIXED, 7, 4, 3,
1498, 0, RESOLVED, FIXED, 2, 2, 0,
1544, 25, RESOLVED, FIXED, 9, 4, 1,
1984, 1845, RESOLVED, FIXED, 10, 4, 0,
2005, 1843, CLOSED, FIXED, 2, 2, 0,
2203, 363, RESOLVED, FIXED, 13, 7, 1,
2810, 0, RESOLVED, FIXED, 2, 2, 0,
6854, 3, RESOLVED, FIXED, 2, 2, 0,
6919, 0, RESOLVED, FIXED, 4, 3, 0,
8272, 0, RESOLVED, FIXED, 2, 2, 0,
8755, 0, RESOLVED, FIXED, 2, 2, 0,
11947, 19, RESOLVED, FIXED, 3, 2, 1,
29573, 78, RESOLVED, FIXED, 1, 2, 4,
30973, 0, RESOLVED, FIXED, 1, 2, 2,
32770, 601, NEW, (null), 19, 9, 10,
34987, 6, RESOLVED, FIXED, 4, 3, 6,
37402, 28, RESOLVED, FIXED, 6, 5, 5,
44754, 74, RESOLVED, FIXED, 4, 3, 6,
46579, 105, REOPENED, (null), 32, 13, 16,
48956, 41, NEW, (null), 11, 7, 15,
28840, 292, RESOLVED, FIXED, 47, 15, 25,
28945, 12, RESOLVED, FIXED, 7, 4, 4,
29467, 562, RESOLVED, FIXED, 15, 7, 6,
30684, 231, RESOLVED, FIXED, 1, 1, 3,
31755, 525, REOPENED, (null), 30, 10, 12,
41267, 1, RESOLVED, FIXED, 7, 4, 3,
41450, 209, RESOLVED, FIXED, 2, 2, 3,
42532, 118, NEW, (null), 8, 4, 4,
42607, 141, RESOLVED, FIXED, 20, 9, 8,
43498, 114, RESOLVED, FIXED, 3, 1, 2,
43574, 110, RESOLVED, FIXED, 2, 1, 3,
45330, 21, RESOLVED, FIXED, 2, 2, 4,
46496, 123, PATCH_TO_REVIEW, (null), 5, 2, 7,
46848, 30, RESOLVED, FIXED, 6, 4, 4,
47202, 23, RESOLVED, FIXED, 10, 5, 6,
47395, 97, NEW, (null), 1, 2, 3,
48858, 36, NEW, (null), 5, 4, 5,
51982, 21, NEW, (null), 2, 2, 3,
50135, 8, NEW, (null), 1, 1, 3,
50785, 7, RESOLVED, FIXED, 2, 2, 3,
47035, 52, RESOLVED, FIXED, 4, 5, 5,
29558, 135, RESOLVED, FIXED, 8, 6, 9,
34373, 79, RESOLVED, FIXED, 11, 4, 4,
42095, 183, NEW, (null), 2, 2, 0,
44862, 70, RESOLVED, FIXED, 2, 2, 2,
30916, 213, NEW, (null), 3, 2, 1,
1202, 1966, RESOLVED, FIXED, 12, 6, 5,
2676, 1777, RESOLVED, FIXED, 16, 5, 3,
5149, 285, RESOLVED, FIXED, 21, 11, 2,
6074, 0, RESOLVED, FIXED, 1, 2, 2,
9244, 58, RESOLVED, FIXED, 5, 2, 2,
18892, 601, RESOLVED, FIXED, 5, 5, 4,
31445, 8, RESOLVED, FIXED, 12, 4, 1,
32926, 571, NEW, (null), 3, 2, 4,
34431, 76, RESOLVED, FIXED, 1, 2, 1,
44915, 0, NEW, (null), 1, 1, 6,
47438, 32, NEW, (null), 0, 1, 0,
47837, 0, NEW, (null), 0, 1, 2,
51862, 0, RESOLVED, FIXED, 1, 2, 3,
34039, 512, NEW, (null), 3, 4, 4,
46493, 58, RESOLVED, FIXED, 7, 4, 2,
40, 2100, RESOLVED, FIXED, 3, 2, 2,
480, 2069, RESOLVED, FIXED, 3, 2, 0,
1512, 277, RESOLVED, FIXED, 12, 4, 2,
3170, 1732, RESOLVED, FIXED, 3, 2, 0,
4295, 2259, RESOLVED, FIXED, 42, 8, 5,
10316, 19, RESOLVED, FIXED, 3, 3, 1,
14773, 674, RESOLVED, FIXED, 4, 5, 3,
17105, 11, RESOLVED, FIXED, 4, 2, 1,
32948, 59, RESOLVED, FIXED, 6, 5, 4,
35315, 34, RESOLVED, FIXED, 11, 3, 4,
35447, 305, RESOLVED, FIXED, 3, 3, 4,
38351, 33, RESOLVED, FIXED, 9, 5, 9,
42229, 28, NEW, (null), 3, 1, 1,
45405, 55, RESOLVED, FIXED, 6, 4, 5,
46443, 79, NEW, (null), 6, 2, 2,
50119, 2, RESOLVED, FIXED, 2, 2, 2,
51543, 27, NEW, (null), 2, 2, 1,
49019, 54, RESOLVED, FIXED, 10, 5, 6,
51224, 12, PATCH_TO_REVIEW, (null), 3, 4, 4,
28887, 1, RESOLVED, FIXED, 5, 3, 2,
31728, 129, RESOLVED, FIXED, 3, 3, 4,
34495, 227, RESOLVED, FIXED, 12, 7, 8,
927, 2358, RESOLVED, FIXED, 17, 11, 3,
42616, 81, RESOLVED, FIXED, 8, 4, 6,
25375, 267, RESOLVED, FIXED, 4, 3, 4,
27528, 36, RESOLVED, FIXED, 18, 7, 9,
28626, 365, RESOLVED, FIXED, 28, 10, 10,
29608, 145, RESOLVED, FIXED, 4, 3, 5,
34538, 72, RESOLVED, FIXED, 9, 3, 4,
34853, 213, ASSIGNED, (null), 3, 4, 6,
37812, 388, NEW, (null), 8, 7, 9,
46401, 98, RESOLVED, FIXED, 37, 14, 16,
46836, 132, REOPENED, (null), 15, 9, 8,
47277, 3, NEW, (null), 4, 4, 7,
47844, 76, NEW, (null), 5, 5, 5,
49722, 54, NEW, (null), 3, 3, 4,
5524, 0, RESOLVED, FIXED, 5, 3, 0,
19882, 15, RESOLVED, FIXED, 11, 5, 4,
29761, 287, RESOLVED, FIXED, 3, 3, 3,
31697, 580, REOPENED, (null), 25, 8, 11,
33322, 439, RESOLVED, FIXED, 6, 5, 3,
37518, 266, NEW, (null), 1, 2, 8,
50018, 54, NEW, (null), 3, 3, 5,
3555, 0, RESOLVED, FIXED, 5, 2, 0,
12064, 136, RESOLVED, FIXED, 2, 3, 3,
23490, 868, RESOLVED, FIXED, 15, 10, 12,
28354, 67, RESOLVED, FIXED, 5, 4, 4,
32030, 618, REOPENED, (null), 5, 4, 3,
34450, 76, RESOLVED, FIXED, 26, 11, 9,
34901, 11, RESOLVED, FIXED, 2, 3, 3,
37343, 0, VERIFIED, FIXED, 8, 5, 4,
38109, 274, NEW, (null), 7, 4, 8,
44988, 67, RESOLVED, FIXED, 3, 2, 5,
45056, 128, RESOLVED, WONTFIX, 9, 8, 13,
46305, 34, RESOLVED, FIXED, 3, 1, 6,
47652, 2, RESOLVED, FIXED, 12, 5, 8,
48687, 2, NEW, (null), 1, 2, 1,
1152, 23, RESOLVED, FIXED, 1, 2, 0,
2755, 1772, RESOLVED, FIXED, 9, 4, 4,
3056, 1743, RESOLVED, FIXED, 4, 4, 0,
6627, 0, RESOLVED, FIXED, 1, 2, 1,
6946, 7, RESOLVED, FIXED, 19, 8, 1,
11343, 31, RESOLVED, FIXED, 4, 4, 3,
11487, 1214, RESOLVED, FIXED, 10, 3, 2,
19827, 0, RESOLVED, FIXED, 1, 2, 0,
28277, 385, RESOLVED, FIXED, 22, 6, 6,
31197, 9, RESOLVED, FIXED, 35, 20, 25,
32827, 98, RESOLVED, FIXED, 6, 5, 4,
33762, 107, VERIFIED, FIXED, 2, 3, 3,
34659, 93, RESOLVED, FIXED, 12, 8, 9,
34736, 66, RESOLVED, FIXED, 4, 2, 2,
35317, 3, RESOLVED, FIXED, 7, 3, 6,
39398, 107, RESOLVED, FIXED, 3, 3, 2,
39822, 101, RESOLVED, FIXED, 2, 3, 3,
43506, 207, PATCH_TO_REVIEW, (null), 4, 4, 1,
43509, 207, PATCH_TO_REVIEW, (null), 2, 2, 0,
46719, 38, RESOLVED, FIXED, 5, 4, 5,
47950, 6, RESOLVED, FIXED, 7, 3, 5,
734, 2036, RESOLVED, FIXED, 9, 6, 4,
3526, 1697, RESOLVED, FIXED, 12, 4, 2,
30656, 125, RESOLVED, FIXED, 6, 3, 3,
31737, 200, RESOLVED, FIXED, 4, 4, 3,
44307, 174, NEW, (null), 1, 2, 5,
4679, 0, RESOLVED, FIXED, 6, 3, 2,
6634, 1403, RESOLVED, FIXED, 2, 3, 1,
27700, 419, RESOLVED, FIXED, 16, 8, 6,
30909, 55, RESOLVED, FIXED, 9, 5, 8,
31403, 22, RESOLVED, FIXED, 19, 9, 8,
31795, 398, REOPENED, (null), 5, 4, 4,
35893, 104, RESOLVED, FIXED, 10, 6, 4,
45064, 159, PATCH_TO_REVIEW, (null), 2, 2, 1,
1805, 1868, RESOLVED, FIXED, 2, 2, 0,
11613, 949, RESOLVED, FIXED, 4, 3, 4,
11801, 929, RESOLVED, FIXED, 4, 4, 2,
44718, 177, PATCH_TO_REVIEW, (null), 5, 4, 7,
46333, 127, ASSIGNED, (null), 17, 5, 6,
5363, 1124, RESOLVED, FIXED, 3, 3, 2,
5753, 96, RESOLVED, FIXED, 8, 3, 0,
28343, 382, RESOLVED, FIXED, 4, 5, 3,
29342, 314, RESOLVED, FIXED, 1, 2, 4,
30601, 552, NEW, (null), 1, 2, 3,
34466, 75, RESOLVED, FIXED, 7, 4, 3,
52697, 4, PATCH_TO_REVIEW, (null), 2, 2, 1,
27655, 104, RESOLVED, FIXED, 14, 6, 7,
32032, 174, RESOLVED, FIXED, 5, 3, 2,
34972, 8, RESOLVED, FIXED, 4, 4, 3,
44563, 0, NEW, (null), 0, 1, 1,
28702, 0, RESOLVED, FIXED, 2, 3, 5,
25855, 523, RESOLVED, FIXED, 5, 3, 2,
39673, 1, RESOLVED, FIXED, 2, 2, 5,
28788, 138, RESOLVED, FIXED, 2, 2, 2,
5228, 0, RESOLVED, FIXED, 2, 2, 1,
597, 2054, RESOLVED, FIXED, 6, 2, 0,
4598, 1641, RESOLVED, FIXED, 15, 8, 6,
27532, 75, RESOLVED, FIXED, 5, 2, 4,
28208, 389, RESOLVED, FIXED, 5, 4, 3,
8547, 0, RESOLVED, FIXED, 1, 2, 0,
27229, 72, RESOLVED, FIXED, 4, 3, 3,
41484, 275, NEW, (null), 36, 17, 15,
50660, 0, NEW, (null), 4, 3, 2,
34781, 36, RESOLVED, FIXED, 4, 4, 7,
48861, 58, RESOLVED, FIXED, 3, 4, 4,
41989, 2, RESOLVED, FIXED, 3, 3, 4,
49717, 42, NEW, (null), 4, 4, 5,
40668, 0, RESOLVED, FIXED, 4, 3, 1,
28936, 769, RESOLVED, FIXED, 14, 7, 5,
35601, 17, RESOLVED, FIXED, 8, 5, 3,
174, 11, RESOLVED, FIXED, 1, 2, 1,
5097, 5, RESOLVED, FIXED, 3, 2, 1,
41931, 138, RESOLVED, FIXED, 6, 3, 6,
8814, 1472, RESOLVED, FIXED, 9, 8, 6,
16272, 823, RESOLVED, FIXED, 4, 4, 3,
9855, 0, RESOLVED, FIXED, 1, 2, 1,
27237, 3, RESOLVED, FIXED, 1, 2, 1,
12321, 1, RESOLVED, FIXED, 2, 3, 3,
16581, 2, RESOLVED, FIXED, 4, 3, 3,
31542, 193, RESOLVED, FIXED, 4, 3, 5,
26941, 686, RESOLVED, FIXED, 4, 4, 2,
4646, 2134, RESOLVED, FIXED, 1, 2, 0,
7236, 0, RESOLVED, FIXED, 2, 2, 1,
8749, 0, RESOLVED, FIXED, 2, 2, 0,
19447, 158, RESOLVED, FIXED, 30, 10, 10,
19574, 14, RESOLVED, FIXED, 5, 4, 2,
20880, 18, RESOLVED, FIXED, 1, 1, 0,
24939, 228, RESOLVED, FIXED, 7, 4, 3,
41114, 187, RESOLVED, FIXED, 4, 4, 4,
14944, 657, RESOLVED, FIXED, 11, 4, 3,
16411, 371, RESOLVED, FIXED, 4, 3, 2,
24824, 7, RESOLVED, FIXED, 15, 10, 17,
26250, 70, RESOLVED, FIXED, 9, 6, 5,
1630, 4, RESOLVED, FIXED, 1, 2, 0,
2885, 1763, RESOLVED, FIXED, 8, 4, 2,
3473, 2217, RESOLVED, FIXED, 6, 4, 2,
3915, 281, RESOLVED, FIXED, 1, 2, 0,
4089, 0, RESOLVED, FIXED, 1, 2, 0,
18751, 70, RESOLVED, FIXED, 3, 3, 1,
27099, 2, RESOLVED, FIXED, 4, 5, 3,
27353, 1, RESOLVED, FIXED, 7, 4, 2,
27834, 1, CLOSED, FIXED, 4, 4, 4,
40632, 60, RESOLVED, FIXED, 21, 8, 8,
389, 2077, RESOLVED, FIXED, 1, 2, 1,
957, 1993, RESOLVED, FIXED, 4, 2, 0,
1986, 1844, RESOLVED, FIXED, 3, 2, 0,
3720, 1672, RESOLVED, FIXED, 2, 1, 0,
4082, 1631, RESOLVED, FIXED, 1, 1, 0,
16256, 1367, RESOLVED, FIXED, 11, 4, 3,
21998, 482, CLOSED, FIXED, 2, 2, 1,
22617, 780, RESOLVED, FIXED, 1, 2, 1,
24764, 9, RESOLVED, FIXED, 4, 4, 3,
25969, 50, RESOLVED, FIXED, 4, 4, 2,
34280, 89, RESOLVED, FIXED, 30, 5, 4,
36518, 16, RESOLVED, FIXED, 2, 1, 1,
1851, 1862, RESOLVED, FIXED, 1, 2, 0,
1950, 1848, RESOLVED, FIXED, 3, 2, 1,
16940, 20, RESOLVED, FIXED, 20, 7, 5,
28164, 391, RESOLVED, WONTFIX, 3, 3, 3,
40448, 16, RESOLVED, FIXED, 16, 5, 9,
27016, 277, RESOLVED, FIXED, 5, 4, 2,
12056, 8, RESOLVED, FIXED, 18, 5, 2,
17897, 781, RESOLVED, FIXED, 1, 2, 1,
26827, 17, CLOSED, FIXED, 6, 4, 2,
4461, 1593, RESOLVED, FIXED, 2, 2, 1,
16589, 955, RESOLVED, FIXED, 3, 3, 2,
27046, 441, RESOLVED, FIXED, 2, 3, 2,
27052, 42, RESOLVED, FIXED, 1, 2, 1,
20175, 1142, RESOLVED, FIXED, 4, 3, 2,
36276, 189, RESOLVED, FIXED, 6, 5, 7,
403, 2076, RESOLVED, FIXED, 1, 2, 0,
2087, 0, RESOLVED, FIXED, 1, 2, 1,
10719, 1023, RESOLVED, FIXED, 6, 4, 3,
80, 33, RESOLVED, FIXED, 5, 6, 5,
6655, 0, RESOLVED, FIXED, 4, 3, 1,
27877, 764, RESOLVED, FIXED, 9, 6, 5,
12753, 843, RESOLVED, FIXED, 6, 2, 3,
15812, 8, RESOLVED, FIXED, 11, 6, 6,
2124, 1831, RESOLVED, FIXED, 5, 2, 0,
4071, 1632, RESOLVED, FIXED, 6, 3, 1,
12988, 823, RESOLVED, FIXED, 2, 3, 1,
17722, 24, RESOLVED, FIXED, 5, 4, 2,
14243, 0, RESOLVED, FIXED, 2, 3, 5,
15420, 484, RESOLVED, FIXED, 4, 2, 4,
24564, 2, RESOLVED, FIXED, 9, 5, 7,
17209, 23, CLOSED, FIXED, 4, 2, 1,
7096, 2281, RESOLVED, FIXED, 1, 1, 1,
9383, 74, RESOLVED, FIXED, 6, 3, 1,
11905, 1731, RESOLVED, FIXED, 14, 7, 8,
12273, 1698, RESOLVED, FIXED, 2, 2, 1,
12322, 1693, RESOLVED, FIXED, 1, 2, 1,
15390, 0, RESOLVED, FIXED, 4, 3, 3,
18579, 0, RESOLVED, FIXED, 4, 3, 2,
20275, 66, RESOLVED, FIXED, 21, 4, 4,
22371, 68, RESOLVED, FIXED, 4, 3, 3,
22767, 880, RESOLVED, FIXED, 9, 6, 5,
27667, 182, RESOLVED, FIXED, 13, 5, 3,
24438, 0, RESOLVED, FIXED, 0, 1, 0,
3210, 1, RESOLVED, FIXED, 6, 4, 3,
18487, 225, RESOLVED, FIXED, 2, 2, 1,
19329, 677, RESOLVED, FIXED, 6, 2, 0,
4167, 1, RESOLVED, FIXED, 3, 2, 1,
7728, 1295, RESOLVED, FIXED, 3, 4, 1,
13522, 779, RESOLVED, FIXED, 7, 5, 4,
15460, 618, RESOLVED, FIXED, 18, 5, 2,
23371, 0, RESOLVED, FIXED, 1, 1, 0,
27533, 422, RESOLVED, FIXED, 3, 4, 4,
6682, 1, RESOLVED, FIXED, 0, 1, 0,
7555, 1310, RESOLVED, FIXED, 5, 3, 1,
11933, 916, RESOLVED, FIXED, 6, 5, 2,
14047, 736, RESOLVED, FIXED, 1, 2, 0,
17449, 1270, RESOLVED, FIXED, 1, 2, 1,
17907, 0, RESOLVED, FIXED, 1, 2, 1,
21030, 1032, RESOLVED, FIXED, 3, 3, 2,
26199, 497, RESOLVED, FIXED, 9, 3, 4,
28167, 501, RESOLVED, FIXED, 6, 3, 3,
28237, 4, RESOLVED, FIXED, 2, 1, 1,
3265, 1723, RESOLVED, FIXED, 2, 2, 3,
20773, 0, RESOLVED, FIXED, 2, 2, 2,
27094, 435, RESOLVED, FIXED, 1, 2, 2,
27560, 421, RESOLVED, FIXED, 2, 3, 1,
29795, 2, RESOLVED, FIXED, 4, 2, 4,
23115, 59, RESOLVED, FIXED, 8, 5, 3,
13649, 767, RESOLVED, FIXED, 3, 3, 2,
15340, 0, RESOLVED, FIXED, 1, 2, 0,
20371, 0, RESOLVED, FIXED, 2, 2, 0,
183, 2092, CLOSED, FIXED, 3, 2, 1,
20720, 231, RESOLVED, FIXED, 13, 4, 8,
23753, 0, RESOLVED, FIXED, 4, 3, 1,
27093, 435, RESOLVED, FIXED, 2, 3, 3,
27543, 163, RESOLVED, FIXED, 7, 6, 6,
27889, 210, RESOLVED, FIXED, 13, 5, 5,
28618, 3, RESOLVED, FIXED, 3, 3, 4,
772, 2029, RESOLVED, FIXED, 13, 6, 2,
25179, 7, RESOLVED, FIXED, 3, 3, 2,
25474, 1, RESOLVED, FIXED, 3, 3, 2,
26130, 13, RESOLVED, FIXED, 5, 2, 2,
26507, 0, RESOLVED, FIXED, 4, 2, 2,
26931, 14, RESOLVED, FIXED, 6, 2, 3,
27396, 426, RESOLVED, FIXED, 3, 3, 3,
27492, 0, RESOLVED, FIXED, 3, 3, 2,
37331, 50, RESOLVED, FIXED, 11, 3, 4,
27822, 410, RESOLVED, FIXED, 2, 3, 3,
26940, 14, RESOLVED, FIXED, 2, 2, 0,
31804, 0, RESOLVED, FIXED, 5, 3, 3,
12954, 5, RESOLVED, FIXED, 2, 3, 2,
23554, 863, RESOLVED, FIXED, 16, 6, 8,
1204, 1965, RESOLVED, FIXED, 2, 3, 0,
8676, 0, RESOLVED, FIXED, 2, 2, 1,
10083, 1, RESOLVED, FIXED, 1, 2, 0,
21986, 483, RESOLVED, FIXED, 1, 2, 3,
16661, 515, RESOLVED, FIXED, 3, 3, 2,
19108, 0, RESOLVED, FIXED, 1, 1, 0,
20811, 929, RESOLVED, FIXED, 11, 6, 5,
22970, 747, RESOLVED, FIXED, 11, 5, 5,
35890, 347, NEW, (null), 8, 4, 5,
14178, 726, RESOLVED, FIXED, 17, 3, 3,
16211, 560, RESOLVED, FIXED, 8, 2, 2,
19586, 312, RESOLVED, FIXED, 6, 4, 3,
21369, 0, RESOLVED, FIXED, 3, 4, 3,
26434, 1, RESOLVED, FIXED, 5, 3, 4,
28639, 185, RESOLVED, FIXED, 15, 6, 8,
18988, 6, RESOLVED, FIXED, 9, 4, 4,
10112, 0, RESOLVED, FIXED, 2, 2, 2,
11218, 1522, RESOLVED, FIXED, 4, 4, 3,
11534, 0, RESOLVED, FIXED, 4, 2, 1,
13482, 783, RESOLVED, FIXED, 4, 3, 0,
13511, 780, RESOLVED, FIXED, 1, 2, 1,
13587, 773, RESOLVED, FIXED, 7, 3, 3,
14405, 710, RESOLVED, FIXED, 5, 2, 2,
14443, 708, RESOLVED, FIXED, 8, 6, 4,
14678, 0, RESOLVED, FIXED, 3, 3, 2,
15527, 0, RESOLVED, FIXED, 3, 3, 3,
15787, 1, RESOLVED, FIXED, 2, 3, 4,
16074, 432, RESOLVED, FIXED, 1, 2, 3,
16076, 1, RESOLVED, FIXED, 2, 2, 3,
16115, 0, RESOLVED, FIXED, 3, 2, 3,
16158, 0, RESOLVED, FIXED, 1, 2, 3,
16594, 2, RESOLVED, FIXED, 4, 4, 4,
16626, 0, RESOLVED, FIXED, 3, 4, 4,
17267, 0, RESOLVED, FIXED, 5, 3, 2,
18099, 2, RESOLVED, FIXED, 1, 2, 3,
18965, 702, RESOLVED, FIXED, 1, 2, 4,
19323, 0, RESOLVED, FIXED, 1, 2, 4,
20700, 494, RESOLVED, FIXED, 10, 5, 9,
24565, 275, RESOLVED, FIXED, 0, 1, 4,
24782, 963, NEW, (null), 18, 10, 14,
26558, 35, RESOLVED, FIXED, 1, 2, 4,
26559, 35, RESOLVED, FIXED, 1, 2, 4,
27670, 17, RESOLVED, FIXED, 6, 2, 6,
27722, 9, RESOLVED, FIXED, 5, 3, 5,
27897, 0, RESOLVED, FIXED, 1, 2, 4,
35563, 24, RESOLVED, FIXED, 5, 2, 5,
46548, 65, NEW, (null), 4, 3, 6,
391, 2077, RESOLVED, FIXED, 1, 2, 1,
1239, 1961, RESOLVED, FIXED, 14, 10, 3,
1278, 4, RESOLVED, FIXED, 2, 3, 0,
5073, 2, CLOSED, FIXED, 31, 24, 1,
13412, 788, RESOLVED, FIXED, 3, 3, 2,
13413, 0, RESOLVED, FIXED, 0, 1, 0,
15689, 600, RESOLVED, FIXED, 2, 2, 2,
28828, 543, RESOLVED, FIXED, 5, 3, 3,
45650, 12, RESOLVED, FIXED, 4, 2, 2,
6732, 6, RESOLVED, FIXED, 1, 1, 1,
8716, 150, RESOLVED, FIXED, 5, 6, 2,
8940, 1190, RESOLVED, FIXED, 2, 2, 1,
10007, 1088, RESOLVED, FIXED, 1, 2, 1,
11331, 1786, RESOLVED, FIXED, 18, 3, 3,
11597, 950, RESOLVED, FIXED, 1, 2, 1,
12325, 1693, RESOLVED, FIXED, 7, 3, 2,
12735, 844, RESOLVED, FIXED, 1, 2, 1,
13136, 1623, RESOLVED, FIXED, 1, 2, 1,
13532, 1591, RESOLVED, FIXED, 6, 3, 2,
13679, 1577, RESOLVED, FIXED, 2, 2, 1,
14138, 1054, RESOLVED, FIXED, 3, 3, 2,
14338, 1527, RESOLVED, FIXED, 1, 2, 1,
14708, 1493, RESOLVED, FIXED, 1, 2, 1,
15281, 1442, RESOLVED, FIXED, 3, 4, 3,
15772, 1404, RESOLVED, FIXED, 2, 2, 1,
17227, 1283, RESOLVED, FIXED, 1, 2, 1,
17751, 620, RESOLVED, FIXED, 12, 5, 6,
19127, 1153, RESOLVED, FIXED, 4, 2, 1,
19726, 1116, RESOLVED, FIXED, 1, 2, 1,
20256, 63, RESOLVED, FIXED, 3, 1, 0,
20634, 0, RESOLVED, FIXED, 3, 4, 4,
21080, 0, RESOLVED, FIXED, 4, 3, 2,
21386, 1006, RESOLVED, FIXED, 9, 6, 4,
29529, 311, RESOLVED, FIXED, 10, 3, 1,
30787, 380, REOPENED, (null), 4, 5, 6,
30987, 387, REOPENED, (null), 10, 5, 5,
37172, 205, RESOLVED, FIXED, 3, 3, 2,
38925, 295, NEW, (null), 7, 5, 6,
39635, 3, RESOLVED, FIXED, 9, 4, 9,
42430, 148, RESOLVED, FIXED, 13, 6, 10,
43458, 3, NEW, (null), 0, 1, 0,
44136, 93, RESOLVED, FIXED, 12, 3, 6,
46492, 1, NEW, (null), 0, 1, 0,
25452, 0, RESOLVED, FIXED, 0, 1, 0,
26746, 409, REOPENED, (null), 2, 3, 4,
38887, 172, RESOLVED, FIXED, 3, 3, 3,
14901, 1747, RESOLVED, FIXED, 72, 27, 38,
23155, 3, RESOLVED, FIXED, 2, 2, 2,
26647, 414, REOPENED, (null), 6, 4, 6,
27884, 828, NEW, (null), 10, 7, 6,
42457, 187, NEW, (null), 1, 1, 2,
16123, 74, RESOLVED, FIXED, 2, 3, 2,
29160, 321, NEW, (null), 3, 3, 2,
30235, 472, REOPENED, (null), 1, 2, 1,
45750, 133, NEW, (null), 3, 3, 7,
1217, 1964, RESOLVED, FIXED, 3, 3, 1,
1767, 1874, RESOLVED, FIXED, 1, 2, 0,
1992, 2142, RESOLVED, FIXED, 3, 4, 0,
2056, 1838, RESOLVED, FIXED, 1, 2, 0,
2560, 1782, RESOLVED, FIXED, 3, 3, 0,
2850, 1766, RESOLVED, FIXED, 6, 3, 0,
8263, 136, RESOLVED, FIXED, 7, 5, 0,
10131, 0, RESOLVED, FIXED, 1, 2, 0,
12719, 0, RESOLVED, FIXED, 3, 2, 0,
