BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory ,
9596,99, RESOLVED, WORKSFORME,5,5,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9681,967, RESOLVED, WORKSFORME,1,2,0,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
9682,174, RESOLVED, WORKSFORME,3,2,0,NEW > RESOLVED > REOPENED > RESOLVED, --- > LATER > --- > WORKSFORME, NEW (---) > RESOLVED (LATER) > REOPENED (---) > RESOLVED (WORKSFORME) , 
9710,75, RESOLVED, WORKSFORME,2,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
9718,42, RESOLVED, WORKSFORME,1,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9743,2, RESOLVED, WORKSFORME,2,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9750,2, RESOLVED, WORKSFORME,3,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
9752,977, RESOLVED, WORKSFORME,4,2,0,NEW > ASSIGNED > RESOLVED > REOPENED > NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > LATER > --- > WORKSFORME, , 
9762,371, RESOLVED, WONTFIX,6,3,0,NEW > RESOLVED > REOPENED > RESOLVED > REOPENED > NEW > RESOLVED, --- > FIXED > --- > WORKSFORME > --- > WONTFIX, , 
9764,75, RESOLVED, WORKSFORME,1,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
9782,190, RESOLVED, WORKSFORME,1,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
9821,770, RESOLVED, WORKSFORME,3,3,0,NEW > RESOLVED > REOPENED > NEW > ASSIGNED > RESOLVED, --- > LATER > --- > WORKSFORME, , 
9907,34, RESOLVED, WORKSFORME,5,2,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10043,354, RESOLVED, WORKSFORME,1,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10103,103, RESOLVED, WORKSFORME,4,4,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10310,9, RESOLVED, WORKSFORME,1,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10478,355, RESOLVED, WORKSFORME,2,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
10508,196, RESOLVED, WORKSFORME,2,2,1,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
10552,64, RESOLVED, WORKSFORME,1,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10713,351, RESOLVED, WORKSFORME,1,2,0,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
10744,882, RESOLVED, WORKSFORME,1,2,0,NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
10777,86, RESOLVED, WORKSFORME,3,4,1,NEW > ASSIGNED > NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
10789,1587, RESOLVED, WORKSFORME,2,3,2,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
10863,2, RESOLVED, WORKSFORME,9,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10897,35, RESOLVED, WORKSFORME,3,4,1,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
10930,67, RESOLVED, WORKSFORME,2,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
10989,13, RESOLVED, WORKSFORME,4,2,1,NEW > RESOLVED > REOPENED > RESOLVED, --- > INVALID > --- > WORKSFORME, NEW (---) > RESOLVED (INVALID) > REOPENED (---) > RESOLVED (WORKSFORME) , 
11261,411, RESOLVED, WORKSFORME,1,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
11413,740, RESOLVED, WORKSFORME,3,3,0,NEW > ASSIGNED > RESOLVED > REOPENED > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > LATER > --- > WORKSFORME, , 
11542,4, RESOLVED, WORKSFORME,2,2,0,NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
11589,2, RESOLVED, WORKSFORME,2,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11750,0, RESOLVED, WORKSFORME,3,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11751,954, RESOLVED, WORKSFORME,5,2,1,NEW > ASSIGNED > NEW > ASSIGNED > NEW > ASSIGNED > RESOLVED, --- > WORKSFORME, , 
11891,14, RESOLVED, WORKSFORME,2,2,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
11990,53, RESOLVED, WORKSFORME,3,3,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12031,173, RESOLVED, WORKSFORME,3,3,0,NEW > RESOLVED > REOPENED > RESOLVED, --- > LATER > --- > WORKSFORME, NEW (---) > RESOLVED (LATER) > REOPENED (---) > RESOLVED (WORKSFORME) , 
12070,998, RESOLVED, WORKSFORME,6,2,2,NEW > ASSIGNED > NEW > RESOLVED > REOPENED > ASSIGNED > RESOLVED, --- > FIXED > --- > WORKSFORME, , 
12076,0, RESOLVED, WORKSFORME,1,1,0,NEW > RESOLVED, --- > WORKSFORME, NEW (---) > RESOLVED (WORKSFORME) , 
12094,52, VERIFIED, FIXED,16,5,2,NEW > RESOLVED > REOPENED > NEW > ASSIGNED > NEW > RESOLVED > VERIFIED, --- > WORKSFORME > --- > FIXED, , 
12136,3345, RESOLVED, WORKSFORME,3,3,1,NEW > ASSIGNED > RESOLVED, --- > LATER > WONTFIX > WORKSFORME, , 
12139,236, RESOLVED, WORKSFORME,3,3,0,NEW > RESOLVED > REOPENED > RESOLVED, --- > FIXED > --- > WORKSFORME, NEW (---) > RESOLVED (FIXED) > REOPENED (---) > RESOLVED (WORKSFORME) , 
12242,48, RESOLVED, WORKSFORME,2,3,0,NEW > ASSIGNED > NEW > RESOLVED, --- > WORKSFORME, , 
