FFAndroidWFM,FFAndroidNWFM,IndustryWFM,IndustryNWFM,WikiWFM,WikiNWFM,EclipseWFM,EclipseNWFM,FirefoxWFM,FirefoxNWFM,MoodleWFM,MoodleNWFM
,,,1,,,,9,5,4,,0
,,,2,,,,18,11,7,,4
,,,1,,,,8,4,4,,2
,,,2,,,,9,4,5,,7
,,,1,,,,2,1,4,,7
,,,2,,,,2,3,2,,4
,,,2,,,,19,4,3,,5
,,,2,,,,13,3,2,,4
,,,5,,,,4,5,7,,11
,,,2,,,,3,2,2,,5
,,,2,,,,8,3,4,,12
,,,2,,,,7,5,2,,5
,,,2,,,,1,4,3,,10
,,,2,,,,4,3,3,,3
,,,4,,,,7,9,3,,3
,,,2,,,,1,3,2,,4
,,,1,,,,8,2,2,,1
,,,3,,,,5,1,2,,1
,,,2,,,,14,5,3,,1
,,,2,,,,32,2,3,,16
,,,2,,,,4,14,2,,6
,,,2,,,,15,1,7,,14
,,,1,,,,4,14,3,,7
,,,2,,,,5,4,5,,5
,,,2,,,,6,2,0,,14
,,,2,,,,4,2,5,,7
,,,3,,,,6,4,9,,11
,,,1,,,,2,3,1,,7
,,,2,,,,3,3,180,,5
,,,2,,,,3,39,4,,5
,,,1,,,,8,15,10,,4
,,,2,,,,3,3,5,,8
,,,2,,,,2,12,3,,15
,,,2,,,,4,4,5,,2
,,,2,,,,3,1,1,,5
,,,0,,,,13,4,3,,0
,,,2,,,,5,6,1,,1
,,,2,,,,5,3,3,,8
,,,0,,,,5,6,3,,5
,,,2,,,,3,3,1,,1
,,,0,,,,9,8,1,,23
,,,2,,,,6,3,2,,15
,,,2,,,,8,1,4,,9
,,,2,,,,4,5,6,,1
,,,2,,,,15,7,4,,10
,,,2,,,,0,7,1,,8
,,,2,,,,17,6,1,,5
,,,2,,,,4,2,3,,11
,,,1,,,,13,5,2,,23
,,,3,,,,0,3,2,,2
,,,5,,,,8,2,8,,13
,,,2,,,,1,2,8,,6
,,,2,,,,4,5,7,,5
,,,2,,,,2,3,13,,3
,,,2,,,,5,4,2,,11
,,,2,,,,16,3,6,,7
,,,3,,,,3,2,1,,9
,,,0,,,,11,2,11,,5
,,,5,,,,7,14,3,,3
,,,1,,,,4,10,4,,4
,,,2,,,,9,1,4,,0
,,,1,,,,9,3,4,,3
,,,1,,,,20,3,2,,0
,,,1,,,,3,14,4,,1
,,,2,,,,5,3,2,,4
,,,1,,,,5,4,1,,4
,,,1,,,,3,8,3,,7
,,,2,,,,0,4,1,,15
,,,3,,,,2,4,5,,5
,,,1,,,,0,8,1,,7
,,,2,,,,8,3,5,,3
,,,2,,,,6,2,3,,2
,,,2,,,,4,7,3,,2
,,,4,,,,2,2,0,,26
,,,0,,,,3,3,1,,13
,,,0,,,,4,3,3,,8
,,,1,,,,12,8,4,,7
,,,0,,,,8,14,4,,13
,,,2,,,,5,96,5,,5
,,,2,,,,1,6,1,,1
,,,0,,,,7,5,1,,2
,,,2,,,,5,6,6,,30
,,,1,,,,5,2,0,,8
,,,1,,,,7,2,3,,2
,,,2,,,,5,7,1,,11
,,,1,,,,8,4,7,,1
,,,0,,,,3,1,1,,7
,,,0,,,,5,2,5,,6
,,,0,,,,3,2,11,,8
,,,0,,,,3,3,3,,17
,,,1,,,,6,3,12,,7
,,,1,,,,3,2,2,,0
,,,2,,,,8,2,2,,2
,,,0,,,,1,3,1,,5
,,,0,,,,3,2,25,,6
,,,2,,,,0,3,5,,0
,,,0,,,,8,10,3,,8
,,,2,,,,3,1,3,,0
,,,2,,,,2,2,3,,0
,,,2,,,,48,10,4,,6
,,,1,,,,19,4,0,,11
,,,3,,,,3,1,2,,20
,,,2,,,,3,6,2,,12
,,,2,,,,3,8,1,,8
,,,4,,,,3,7,14,,6
,,,1,,,,14,1,5,,28
,,,1,,,,7,1,12,,0
,,,1,,,,13,3,3,,7
,,,2,,,,5,1,4,,5
,,,2,,,,2,7,6,,12
,,,5,,,,3,6,4,,3
,,,1,,,,4,4,3,,26
,,,1,,,,8,5,2,,2
,,,2,,,,4,1,3,,2
,,,2,,,,9,7,3,,0
,,,1,,,,4,6,2,,10
,,,1,,,,19,12,6,,9
,,,1,,,,3,4,136,,24
,,,1,,,,2,3,4,,8
,,,1,,,,3,8,3,,6
,,,1,,,,0,3,30,,6
,,,1,,,,4,1,2,,5
,,,3,,,,25,37,2,,4
,,,1,,,,10,4,1,,2
,,,2,,,,6,4,2,,20
,,,2,,,,3,27,5,,1
,,,2,,,,4,1,8,,15
,,,2,,,,5,2,7,,8
,,,2,,,,14,3,2,,16
,,,2,,,,10,11,2,,4
,,,1,,,,2,4,2,,18
,,,3,,,,5,2,6,,6
,,,1,,,,2,3,1,,10
,,,3,,,,3,1,1,,12
,,,3,,,,8,2,1,,2
,,,1,,,,3,16,4,,4
,,,2,,,,6,9,4,,12
,,,2,,,,3,9,6,,11
,,,1,,,,19,7,3,,7
,,,2,,,,1,4,1,,7
,,,0,,,,3,1,2,,5
,,,0,,,,1,4,1,,9
,,,1,,,,5,2,14,,11
,,,2,,,,7,5,7,,9
,,,1,,,,5,6,4,,10
,,,2,,,,3,3,2,,6
,,,3,,,,4,13,3,,33
,,,1,,,,5,1,1,,8
,,,2,,,,5,7,4,,9
,,,1,,,,6,2,2,,1
,,,1,,,,12,5,1,,7
,,,1,,,,9,25,1,,7
,,,1,,,,4,3,3,,10
,,,0,,,,2,6,1,,4
,,,1,,,,2,10,3,,12
,,,2,,,,2,2,2,,1
,,,6,,,,5,2,0,,1
,,,1,,,,2,1,4,,24
,,,1,,,,3,2,4,,4
,,,1,,,,2,5,39,,28
,,,1,,,,3,6,3,,5
,,,1,,,,8,12,2,,6
,,,1,,,,4,5,1,,4
,,,2,,,,0,4,61,,21
,,,1,,,,4,35,24,,2
,,,1,,,,3,5,2,,7
,,,1,,,,8,6,1,,7
,,,1,,,,4,1,2,,21
,,,1,,,,2,2,2,,5
,,,3,,,,2,4,4,,5
,,,2,,,,2,4,4,,6
,,,4,,,,16,4,3,,2
,,,1,,,,3,6,0,,6
,,,1,,,,3,10,1,,13
,,,2,,,,5,4,1,,11
,,,0,,,,0,4,4,,2
,,,2,,,,5,2,3,,13
,,,1,,,,3,8,0,,9
,,,2,,,,2,3,2,,9
,,,2,,,,3,4,2,,2
,,,0,,,,14,3,3,,15
,,,1,,,,0,0,0,,11
,,,2,,,,5,0,1,,17
,,,1,,,,2,4,4,,6
,,,2,,,,9,7,6,,1
,,,1,,,,2,10,0,,13
,,,1,,,,2,6,2,,41
,,,2,,,,4,3,2,,22
,,,2,,,,4,2,7,,0
,,,2,,,,5,7,5,,1
,,,2,,,,1,1,3,,16
,,,2,,,,2,9,2,,7
,,,1,,,,20,1,3,,3
,,,1,,,,18,7,4,,5
,,,2,,,,8,3,5,,4
,,,1,,,,6,3,2,,19
,,,2,,,,5,9,1,,9
,,,1,,,,5,2,2,,5
,,,4,,,,7,3,2,,11
,,,2,,,,4,2,2,,4
,,,2,,,,2,5,6,,1
,,,0,,,,3,4,3,,2
,,,1,,,,6,6,4,,11
,,,6,,,,5,2,3,,7
,,,4,,,,6,3,6,,3
,,,2,,,,3,2,2,,24
,,,2,,,,6,3,2,,21
,,,1,,,,7,10,4,,8
,,,2,,,,4,2,4,,6
,,,2,,,,8,2,0,,5
,,,2,,,,3,1,3,,3
,,,1,,,,3,4,3,,39
,,,4,,,,0,4,1,,6
,,,1,,,,0,3,3,,13
,,,2,,,,2,4,3,,27
,,,1,,,,11,2,2,,0
,,,1,,,,6,4,2,,12
,,,1,,,,25,7,5,,13
,,,1,,,,2,7,1,,5
,,,2,,,,4,3,1,,4
,,,2,,,,3,3,4,,7
,,,2,,,,15,5,5,,1
,,,2,,,,0,3,3,,2
,,,2,,,,5,3,2,,2
,,,2,,,,7,6,2,,21
,,,2,,,,8,8,1,,10
,,,2,,,,4,9,6,,5
,,,1,,,,2,19,6,,2
,,,2,,,,0,3,2,,7
,,,2,,,,3,6,1,,8
,,,0,,,,5,7,3,,3
,,,2,,,,2,1,53,,3
,,,1,,,,0,4,1,,6
,,,2,,,,2,3,8,,10
,,,4,,,,1,4,3,,18
,,,2,,,,20,1,2,,3
,,,2,,,,9,9,7,,8
,,,2,,,,17,6,10,,4
,,,2,,,,6,3,3,,6
,,,2,,,,13,4,9,,21
,,,2,,,,3,16,3,,10
,,,2,,,,7,12,2,,3
,,,2,,,,8,7,4,,3
,,,2,,,,2,2,1,,8
,,,1,,,,3,3,1,,9
,,,4,,,,4,3,3,,6
,,,2,,,,3,3,5,,5
,,,3,,,,19,70,1,,18
,,,2,,,,1,8,4,,18
,,,1,,,,8,6,1,,3
,,,2,,,,31,4,3,,2
,,,2,,,,17,3,3,,6
,,,2,,,,11,2,7,,1
,,,2,,,,5,2,1,,6
,,,2,,,,2,1,5,,6
,,,2,,,,2,5,2,,0
,,,2,,,,4,6,2,,13
,,,0,,,,3,2,1,,4
,,,3,,,,3,5,2,,2
,,,0,,,,3,4,1,,11
,,,2,,,,3,3,6,,9
,,,2,,,,3,4,16,,10
,,,0,,,,3,3,21,,7
,,,0,,,,2,5,7,,6
,,,2,,,,0,3,2,,5
,,,2,,,,3,4,4,,17
,,,1,,,,7,2,16,,20
,,,2,,,,2,3,4,,5
,,,1,,,,11,4,3,,4
,,,1,,,,3,7,23,,19
,,,3,,,,8,5,4,,1
,,,5,,,,0,5,1,,14
,,,2,,,,0,5,4,,5
,,,2,,,,6,1,6,,3
,,,2,,,,7,4,1,,13
,,,2,,,,10,4,4,,3
,,,2,,,,11,3,10,,5
,,,2,,,,3,3,2,,4
,,,2,,,,1,7,5,,3
,,,4,,,,6,4,11,,2
,,,2,,,,1,4,23,,17
,,,1,,,,2,2,2,,4
,,,2,,,,0,12,16,,10
,,,2,,,,0,5,6,,4
,,,1,,,,2,20,6,,5
,,,2,,,,6,4,25,,19
,,,0,,,,9,21,2,,3
,,,0,,,,0,3,6,,15
,,,0,,,,4,7,4,,19
,,,0,,,,4,3,2,,4
,,,0,,,,2,1,2,,7
,,,0,,,,10,2,12,,10
,,,0,,,,1,3,2,,9
,,,0,,,,2,5,21,,1
,,,0,,,,5,4,17,,2
,,,0,,,,7,5,26,,23
,,,3,,,,6,3,8,,24
,,,0,,,,0,5,2,,16
,,,2,,,,8,1,16,,4
,,,1,,,,7,5,20,,6
,,,2,,,,8,2,9,,21
,,,1,,,,4,3,12,,9
,,,1,,,,0,8,8,,10
,,,2,,,,2,11,48,,10
,,,1,,,,6,2,19,,2
,,,0,,,,3,3,4,,13
,,,1,,,,2,3,34,,15
,,,1,,,,4,10,8,,1
,,,2,,,,8,6,3,,3
,,,2,,,,4,4,13,,6
,,,0,,,,1,6,7,,9
,,,2,,,,3,17,5,,11
,,,1,,,,0,3,25,,11
,,,2,,,,0,1,5,,2
,,,1,,,,6,3,18,,2
,,,2,,,,0,2,22,,7
,,,1,,,,59,8,5,,19
,,,2,,,,6,19,1,,8
,,,2,,,,0,1,3,,9
,,,2,,,,2,3,3,,20
,,,2,,,,2,3,2,,4
,,,2,,,,3,9,19,,1
,,,1,,,,11,4,2,,1
,,,1,,,,5,4,7,,10
,,,1,,,,2,3,2,,7
,,,1,,,,1,2,5,,6
,,,1,,,,6,2,0,,9
,,,1,,,,3,23,3,,18
,,,1,,,,3,11,2,,1
,,,2,,,,1,1,3,,27
,,,1,,,,5,1,2,,1
,,,0,,,,6,4,4,,6
,,,1,,,,9,13,2,,3
,,,1,,,,17,3,8,,4
,,,2,,,,0,14,5,,6
,,,0,,,,12,2,4,,6
,,,2,,,,4,3,11,,9
,,,2,,,,7,1,3,,3
,,,2,,,,3,5,2,,5
,,,1,,,,2,3,6,,9
,,,1,,,,6,3,4,,27
,,,1,,,,1,1,8,,15
,,,2,,,,0,7,3,,3
,,,3,,,,0,7,25,,4
,,,4,,,,0,6,4,,8
,,,0,,,,0,1,4,,11
,,,2,,,,5,2,4,,5
,,,2,,,,5,2,7,,4
,,,2,,,,3,41,6,,3
,,,2,,,,15,3,14,,1
,,,2,,,,12,2,1,,7
,,,3,,,,2,4,5,,14
,,,1,,,,1,5,4,,3
,,,2,,,,3,4,5,,7
,,,2,,,,2,1,9,,1
,,,1,,,,4,2,4,,1
,,,2,,,,7,10,30,,6
,,,2,,,,4,2,66,,12
,,,2,,,,1,2,6,,10
,,,1,,,,3,8,7,,4
,,,2,,,,4,10,4,,8
,,,1,,,,4,38,31,,3
,,,2,,,,2,4,9,,15
,,,1,,,,1,8,9,,9
,,,4,,,,4,3,6,,3
,,,2,,,,21,1,43,,3
,,,3,,,,1,1,7,,4
,,,2,,,,1,5,4,,4
,,,1,,,,2,4,2,,9
,,,2,,,,3,1,5,,3
,,,1,,,,2,11,2,,3
,,,0,,,,1,5,11,,6
,,,2,,,,1,2,3,,4
,,,3,,,,18,5,4,,3
,,,1,,,,3,22,4,,4
,,,2,,,,0,7,38,,4
,,,1,,,,7,2,6,,3
,,,4,,,,0,5,4,,3
,,,1,,,,5,4,2,,3
,,,3,,,,0,3,5,,2
,,,0,,,,4,8,4,,11
,,,2,,,,2,12,3,,1
,,,1,,,,3,6,2,,2
,,,1,,,,2,1,18,,1
,,,2,,,,12,4,11,,7
,,,2,,,,5,3,1,,6
,,,1,,,,3,7,7,,13
,,,2,,,,1,7,2,,5
,,,1,,,,2,1,5,,9
,,,2,,,,0,7,6,,9
,,,2,,,,5,3,2,,8
,,,1,,,,2,2,5,,13
,,,2,,,,0,7,1,,6
,,,0,,,,0,4,3,,9
,,,2,,,,1,3,12,,6
,,,1,,,,4,3,9,,7
,,,1,,,,9,3,9,,18
,,,1,,,,5,6,2,,9
,,,1,,,,10,0,12,,1
,,,1,,,,3,1,5,,2
,,,5,,,,16,4,2,,6
,,,1,,,,15,3,6,,0
,,,2,,,,2,6,14,,1
,,,1,,,,28,2,4,,8
,,,1,,,,7,4,6,,20
,,,1,,,,5,12,4,,8
,,,3,,,,0,2,12,,9
,,,2,,,,7,10,2,,13
,,,2,,,,5,1,7,,5
,,,1,,,,4,11,2,,4
,,,1,,,,10,1,4,,0
,,,4,,,,8,3,1,,10
,,,1,,,,2,3,11,,13
,,,2,,,,9,1,22,,8
,,,1,,,,0,20,2,,1
,,,5,,,,0,6,6,,2
,,,2,,,,3,2,4,,15
,,,1,,,,3,5,4,,42
,,,1,,,,1,12,2,,23
,,,4,,,,3,1,8,,5
,,,1,,,,0,3,8,,9
,,,1,,,,0,2,14,,12
,,,2,,,,2,8,3,,6
,,,2,,,,6,7,2,,2
,,,1,,,,1,12,6,,1
,,,1,,,,5,5,3,,8
,,,2,,,,2,5,1,,5
,,,1,,,,1,3,2,,17
,,,2,,,,17,2,2,,39
,,,2,,,,2,1,2,,7
,,,2,,,,0,3,7,,8
,,,2,,,,1,3,4,,2
,,,2,,,,5,3,13,,1
,,,2,,,,4,24,2,,7
,,,2,,,,7,3,2,,5
,,,2,,,,2,3,3,,16
,,,2,,,,1,3,10,,8
,,,2,,,,28,5,3,,11
,,,2,,,,10,1,6,,91
,,,2,,,,8,1,7,,3
,,,1,,,,2,5,21,,14
,,,1,,,,0,1,2,,1
,,,1,,,,5,3,10,,9
,,,1,,,,1,3,6,,28
,,,1,,,,8,0,3,,14
,,,0,,,,2,0,5,,4
,,,0,,,,0,25,2,,4
,,,2,,,,1,52,1,,16
,,,5,,,,4,2,2,,0
,,,4,,,,5,1,27,,6
,,,1,,,,1,97,16,,20
,,,0,,,,3,5,3,,1
,,,2,,,,1,12,6,,3
,,,2,,,,1,36,3,,7
,,,2,,,,2,1,9,,10
,,,2,,,,4,135,10,,16
,,,0,,,,4,1,2,,1
,,,1,,,,2,32,10,,24
,,,2,,,,2,4,3,,9
,,,1,,,,0,3,61,,6
,,,0,,,,3,2,2,,20
,,,0,,,,14,4,2,,1
,,,4,,,,1,1,2,,1
,,,3,,,,3,4,2,,1
,,,2,,,,0,24,7,,6
,,,5,,,,1,12,1,,14
,,,2,,,,1,6,9,,2
,,,0,,,,1,9,3,,4
,,,2,,,,16,4,2,,18
,,,2,,,,7,15,11,,13
,,,2,,,,4,3,0,,10
,,,1,,,,8,2,2,,4
,,,1,,,,1,4,3,,3
,,,1,,,,3,4,2,,4
,,,7,,,,3,9,5,,15
,,,2,,,,4,6,5,,11
,,,4,,,,0,2,10,,0
,,,2,,,,5,4,9,,1
,,,2,,,,1,8,5,,8
,,,2,,,,1,69,2,,2
,,,3,,,,7,1,3,,1
,,,2,,,,9,3,13,,7
,,,2,,,,1,8,16,,8
,,,1,,,,4,1,3,,2
,,,3,,,,15,5,24,,2
,,,3,,,,9,11,6,,0
,,,2,,,,5,2,3,,5
,,,3,,,,8,5,3,,6
,,,0,,,,1,2,2,,1
,,,3,,,,2,1,6,,3
,,,3,,,,11,4,5,,1
,,,0,,,,19,4,2,,14
,,,0,,,,3,6,7,,27
,,,2,,,,11,1,2,,9
,,,0,,,,0,4,12,,12
,,,0,,,,8,1,7,,3
,,,2,,,,12,5,3,,4
,,,1,,,,1,3,7,,6
,,,1,,,,9,2,8,,14
,,,1,,,,7,6,2,,32
,,,2,,,,3,9,14,,10
,,,1,,,,5,9,3,,15
,,,2,,,,3,3,49,,9
,,,1,,,,0,3,3,,29
,,,1,,,,3,14,2,,15
,,,1,,,,2,10,3,,13
,,,1,,,,0,4,5,,5
,,,2,,,,20,4,67,,10
,,,2,,,,4,12,3,,12
,,,3,,,,5,9,15,,14
,,,1,,,,1,4,4,,13
,,,1,,,,5,6,5,,57
,,,1,,,,2,4,9,,5
,,,2,,,,1,6,2,,7
,,,4,,,,0,14,3,,9
,,,0,,,,7,4,3,,14
,,,0,,,,1,7,6,,11
,,,2,,,,3,4,8,,2
,,,1,,,,1,3,8,,5
,,,1,,,,2,3,17,,27
,,,1,,,,2,4,1,,5
,,,2,,,,11,4,7,,1
,,,2,,,,3,6,25,,10
,,,1,,,,1,3,3,,5
,,,2,,,,1,8,2,,7
,,,2,,,,4,4,5,,7
,,,1,,,,0,5,27,,7
,,,2,,,,2,5,3,,2
,,,2,,,,1,2,18,,4
,,,5,,,,1,50,4,,3
,,,2,,,,1,6,12,,5
,,,2,,,,2,7,4,,1
,,,2,,,,0,10,2,,1
,,,1,,,,2,67,2,,13
,,,1,,,,2,1,4,,6
,,,1,,,,2,7,4,,3
,,,2,,,,5,28,6,,2
,,,1,,,,1,9,2,,12
,,,2,,,,4,3,92,,12
,,,2,,,,3,3,2,,2
,,,2,,,,4,11,10,,8
,,,3,,,,5,7,2,,3
,,,1,,,,2,14,4,,2
,,,2,,,,2,5,3,,9
,,,2,,,,2,18,4,,2
,,,1,,,,2,6,3,,19
,,,1,,,,2,3,1,,5
,,,3,,,,2,2,3,,1
,,,5,,,,1,8,3,,21
,,,2,,,,2,1,35,,9
,,,2,,,,2,5,9,,7
,,,2,,,,2,7,3,,9
,,,2,,,,2,8,83,,10
,,,2,,,,2,7,11,,3
,,,2,,,,1,6,4,,11
,,,2,,,,2,4,3,,2
,,,2,,,,2,10,6,,10
,,,2,,,,2,4,2,,7
,,,2,,,,1,3,8,,39
,,,2,,,,1,8,9,,18
,,,2,,,,2,4,4,,11
,,,1,,,,2,8,1,,12
,,,2,,,,2,1,3,,9
,,,3,,,,2,21,4,,1
,,,2,,,,2,6,3,,2
,,,1,,,,2,4,17,,9
,,,2,,,,2,7,4,,3
,,,3,,,,2,7,35,,38
,,,2,,,,2,6,2,,12
,,,3,,,,2,5,7,,18
,,,2,,,,5,5,3,,6
,,,1,,,,1,2,6,,14
,,,3,,,,2,8,6,,3
,,,2,,,,3,4,3,,11
,,,1,,,,3,5,10,,4
,,,1,,,,2,4,3,,2
,,,3,,,,2,5,6,,16
,,,4,,,,1,1,1,,17
,,,3,,,,1,2,24,,102
,,,3,,,,2,3,24,,3
,,,4,,,,1,6,3,,10
,,,2,,,,2,4,5,,10
,,,4,,,,1,8,9,,2
,,,3,,,,3,14,13,,2
,,,2,,,,1,5,2,,2
,,,2,,,,2,6,15,,2
,,,2,,,,2,2,18,,12
,,,2,,,,4,3,2,,4
,,,2,,,,2,5,2,,13
,,,3,,,,5,5,3,,26
,,,2,,,,2,7,1,,9
,,,2,,,,2,47,3,,17
,,,1,,,,9,5,6,,18
,,,1,,,,2,2,7,,4
,,,2,,,,2,9,0,,0
,,,1,,,,2,1,4,,17
,,,1,,,,4,2,0,,12
,,,1,,,,1,22,2,,4
,,,1,,,,4,6,7,,0
,,,2,,,,2,4,2,,0
,,,1,,,,1,5,3,,6
,,,2,,,,1,7,0,,9
,,,1,,,,1,4,3,,8
,,,3,,,,1,1,10,,1
,,,2,,,,1,4,1,,10
,,,1,,,,1,2,1,,7
,,,1,,,,3,2,5,,5
,,,2,,,,2,6,8,,0
,,,2,,,,2,5,14,,16
,,,3,,,,1,5,4,,22
,,,2,,,,3,3,8,,1
,,,2,,,,1,0,5,,4
,,,2,,,,1,3,2,,26
,,,2,,,,1,1,29,,5
,,,4,,,,1,1,11,,11
,,,1,,,,1,4,19,,13
,,,2,,,,1,11,1,,4
,,,1,,,,2,3,3,,2
,,,0,,,,2,2,3,,8
,,,1,,,,6,1,6,,10
,,,2,,,,1,6,2,,13
,,,2,,,,2,10,4,,10
,,,2,,,,2,3,13,,6
,,,1,,,,1,17,4,,10
,,,2,,,,8,10,9,,3
,,,2,,,,3,2,5,,8
,,,3,,,,8,2,3,,5
,,,2,,,,1,6,3,,7
,,,2,,,,2,2,3,,9
,,,1,,,,16,1,17,,9
,,,2,,,,4,9,2,,1
,,,2,,,,3,14,7,,6
,,,2,,,,1,9,2,,7
,,,2,,,,2,2,0,,1
,,,3,,,,3,2,2,,0
,,,2,,,,9,6,9,,14
,,,3,,,,1,7,7,,7
,,,2,,,,3,7,3,,6
,,,3,,,,1,2,6,,8
,,,1,,,,5,14,6,,44
,,,2,,,,1,7,73,,8
,,,2,,,,1,3,7,,18
,,,2,,,,4,4,3,,8
,,,4,,,,1,4,3,,12
,,,2,,,,1,2,6,,7
,,,1,,,,7,4,2,,10
,,,2,,,,6,5,3,,2
,,,4,,,,2,3,3,,8
,,,2,,,,2,4,6,,4
,,,2,,,,4,4,1,,10
,,,4,,,,1,5,2,,9
,,,5,,,,6,4,4,,1
,,,2,,,,1,4,10,,15
,,,2,,,,7,6,3,,3
,,,0,,,,2,4,1,,5
,,,2,,,,1,7,3,,14
,,,1,,,,2,3,0,,9
,,,3,,,,2,4,7,,2
,,,3,,,,1,13,6,,9
,,,2,,,,1,3,6,,7
,,,2,,,,1,1,9,,6
,,,2,,,,2,7,2,,3
,,,2,,,,2,3,4,,43
,,,0,,,,2,8,7,,3
,,,2,,,,2,1,12,,8
,,,0,,,,3,10,8,,12
,,,1,,,,1,6,4,,9
,,,1,,,,1,10,1,,3
,,,1,,,,2,4,6,,9
,,,1,,,,1,6,6,,5
,,,0,,,,9,7,9,,7
,,,1,,,,6,9,29,,10
,,,3,,,,4,11,4,,6
,,,5,,,,5,7,2,,4
,,,0,,,,2,1,4,,5
,,,1,,,,2,2,0,,1
,,,0,,,,2,8,9,,4
,,,1,,,,1,4,1,,20
,,,2,,,,5,7,5,,5
,,,2,,,,5,7,11,,11
,,,2,,,,1,2,12,,2
,,,2,,,,1,15,2,,19
,,,2,,,,3,51,23,,5
,,,1,,,,1,5,2,,2
,,,2,,,,4,2,1,,14
,,,1,,,,2,1,2,,6
,,,1,,,,1,2,4,,5
,,,3,,,,3,2,0,,1
,,,1,,,,29,5,4,,5
,,,1,,,,3,8,3,,6
,,,0,,,,1,3,4,,1
,,,1,,,,1,1,14,,7
,,,2,,,,3,11,7,,1
,,,2,,,,1,8,5,,1
,,,1,,,,1,2,25,,1
,,,2,,,,1,3,6,,12
,,,1,,,,3,5,3,,11
,,,2,,,,2,5,30,,1
,,,2,,,,1,3,21,,12
,,,2,,,,1,2,4,,7
,,,2,,,,4,2,7,,4
,,,2,,,,3,3,5,,9
,,,2,,,,4,6,0,,7
,,,1,,,,1,7,3,,0
,,,4,,,,1,1,2,,3
,,,2,,,,1,3,2,,1
,,,2,,,,16,6,3,,4
,,,2,,,,1,1,1,,5
,,,1,,,,12,2,3,,5
,,,1,,,,3,6,3,,16
,,,1,,,,2,2,3,,9
,,,0,,,,3,2,1,,5
,,,1,,,,1,6,11,,5
,,,1,,,,2,6,5,,8
,,,2,,,,2,9,8,,11
,,,1,,,,2,2,4,,3
,,,2,,,,2,3,40,,31
,,,4,,,,1,6,2,,10
,,,1,,,,2,6,3,,8
,,,0,,,,1,5,3,,1
,,,1,,,,2,2,4,,3
,,,1,,,,1,4,2,,9
,,,1,,,,2,5,2,,4
,,,3,,,,1,5,7,,32
,,,0,,,,4,2,2,,1
,,,2,,,,1,5,30,,5
,,,1,,,,1,2,2,,9
,,,3,,,,1,1,17,,6
,,,3,,,,2,7,3,,6
,,,3,,,,1,14,1,,9
,,,3,,,,1,6,5,,4
,,,1,,,,1,16,4,,5
,,,5,,,,1,4,2,,2
,,,2,,,,6,2,4,,6
,,,1,,,,1,7,2,,28
,,,1,,,,5,3,3,,10
,,,2,,,,5,2,14,,2
,,,2,,,,6,7,3,,7
,,,1,,,,1,4,2,,26
,,,2,,,,2,2,14,,20
,,,1,,,,5,2,2,,9
,,,1,,,,3,10,22,,2
,,,2,,,,8,3,0,,2
,,,1,,,,1,2,7,,19
,,,2,,,,2,1,9,,5
,,,0,,,,2,4,3,,40
,,,2,,,,2,4,5,,1
,,,0,,,,3,3,8,,7
,,,0,,,,7,4,2,,4
,,,2,,,,1,8,9,,40
,,,3,,,,7,6,5,,20
,,,3,,,,7,4,19,,5
,,,2,,,,6,4,3,,4
,,,2,,,,1,3,9,,16
,,,2,,,,1,1,4,,17
,,,2,,,,3,3,6,,7
,,,2,,,,4,3,10,,1
,,,2,,,,1,1,1,,2
,,,0,,,,6,4,2,,2
,,,0,,,,4,2,12,,1
,,,2,,,,3,3,9,,7
,,,2,,,,3,5,0,,10
,,,2,,,,1,2,7,,3
,,,2,,,,3,7,5,,5
,,,1,,,,2,4,16,,4
,,,1,,,,1,4,2,,4
,,,2,,,,5,4,2,,14
,,,2,,,,7,10,6,,38
,,,2,,,,2,4,2,,31
,,,5,,,,1,3,5,,12
,,,2,,,,2,7,5,,0
,,,1,,,,2,5,2,,2
,,,3,,,,1,6,1,,7
,,,1,,,,2,8,2,,6
,,,0,,,,3,6,11,,32
,,,2,,,,2,3,1,,9
,,,6,,,,14,5,2,,31
,,,3,,,,1,3,1,,11
,,,6,,,,2,6,2,,9
,,,2,,,,11,2,2,,14
,,,1,,,,1,7,2,,22
,,,2,,,,2,7,7,,6
,,,2,,,,3,2,8,,5
,,,3,,,,1,1,32,,17
,,,1,,,,3,2,3,,16
,,,3,,,,1,3,7,,11
,,,7,,,,4,4,2,,6
,,,2,,,,5,8,6,,22
,,,1,,,,12,2,9,,2
,,,2,,,,4,7,5,,10
,,,2,,,,4,6,2,,3
,,,1,,,,4,4,9,,17
,,,0,,,,7,3,2,,4
,,,2,,,,1,3,3,,5
,,,3,,,,7,4,3,,22
,,,1,,,,1,14,1,,6
,,,1,,,,5,3,12,,5
,,,1,,,,1,11,1,,9
,,,0,,,,2,8,15,,8
,,,1,,,,1,5,17,,5
,,,3,,,,2,6,8,,4
,,,1,,,,6,4,3,,10
,,,2,,,,11,33,6,,6
,,,2,,,,4,2,3,,26
,,,2,,,,8,1,2,,6
,,,0,,,,18,4,3,,3
,,,2,,,,1,25,2,,2
,,,2,,,,2,7,38,,115
,,,1,,,,1,1,4,,0
,,,4,,,,1,2,5,,1
,,,1,,,,3,7,3,,2
,,,1,,,,3,12,21,,3
,,,3,,,,4,3,20,,3
,,,1,,,,1,8,2,,5
,,,1,,,,2,3,8,,4
,,,1,,,,1,8,6,,2
,,,0,,,,5,5,2,,2
