FFAndroidWFM,FFAndroidNWFM,IndustryWFM,IndustryNWFM,WikiWFM,WikiNWFM,EclipseWFM,EclipseNWFM,FirefoxWFM,FirefoxNWFM,MoodleWFM,MoodleNWFM
,,,34,,,,1,12,247,,2
,,,13,,,,4,0,385,,454
,,,3,,,,10,0,236,,0
,,,3,,,,10,36,362,,454
,,,4,,,,10,1,310,,0
,,,6,,,,17,851,3252,,0
,,,16,,,,7,9,1177,,0
,,,3,,,,15,0,146,,0
,,,3,,,,10,8,348,,0
,,,11,,,,22,432,2365,,0
,,,3,,,,20,489,59,,550
,,,4,,,,0,54,274,,388
,,,10,,,,0,476,135,,5
,,,3,,,,5,611,869,,1
,,,11,,,,2,832,302,,3
,,,2,,,,5,401,175,,0
,,,2,,,,19,1083,136,,453
,,,2,,,,6,115,330,,0
,,,2,,,,2,50,4,,984
,,,0,,,,0,0,0,,916
,,,0,,,,2,0,238,,950
,,,0,,,,2,92,1494,,767
,,,14,,,,1,237,266,,0
,,,43,,,,2,10,129,,0
,,,8,,,,9,410,874,,173
,,,18,,,,22,148,12,,452
,,,0,,,,4,64,297,,0
,,,1,,,,2,0,199,,1
,,,1,,,,4,29,77,,881
,,,7,,,,0,577,34,,0
,,,0,,,,4,398,0,,451
,,,0,,,,1941,28,118,,4
,,,0,,,,10,374,400,,218
,,,2,,,,20,0,292,,0
,,,0,,,,3,332,157,,0
,,,0,,,,108,325,7,,3
,,,2,,,,87,260,194,,4
,,,17,,,,7,9,339,,0
,,,30,,,,0,7,11,,0
,,,0,,,,377,79,254,,863
,,,35,,,,2,0,391,,194
,,,0,,,,7,0,286,,40
,,,0,,,,8,301,151,,2
,,,0,,,,8,0,449,,101
,,,0,,,,16,0,947,,202
,,,7,,,,4,338,0,,2
,,,0,,,,2,993,106,,4
,,,0,,,,5,111,336,,3
,,,0,,,,571,368,138,,384
,,,7,,,,15,577,2102,,2
,,,2,,,,98,190,247,,450
,,,1,,,,6,338,17,,1
,,,2,,,,3,0,147,,3
,,,7,,,,4,355,437,,3
,,,2,,,,6,467,0,,3
,,,1,,,,1933,355,310,,52
,,,2,,,,6,93,180,,0
,,,3,,,,0,214,333,,0
,,,3,,,,0,1268,213,,357
,,,1,,,,2,741,16,,55
,,,0,,,,3,30,331,,0
,,,0,,,,2,61,242,,1
,,,0,,,,2,0,374,,0
,,,0,,,,23,114,134,,316
,,,0,,,,1,860,6,,2
,,,0,,,,15,505,301,,940
,,,0,,,,1928,0,283,,0
,,,0,,,,2,0,330,,944
,,,0,,,,0,1688,203,,910
,,,0,,,,0,679,20,,1
,,,0,,,,0,26,345,,0
,,,0,,,,6,5,129,,209
,,,0,,,,1,25,297,,445
,,,0,,,,722,28,0,,909
,,,0,,,,1,0,459,,700
,,,17,,,,0,0,42,,0
,,,1,,,,564,40,325,,1
,,,1,,,,413,101,199,,0
,,,17,,,,0,0,1065,,924
,,,0,,,,722,54,360,,462
,,,0,,,,0,626,117,,0
,,,17,,,,1927,1197,292,,1
,,,0,,,,0,0,692,,34
,,,0,,,,0,716,615,,0
,,,2,,,,0,645,293,,0
,,,0,,,,0,493,194,,1
,,,0,,,,338,209,126,,572
,,,0,,,,5,303,0,,255
,,,50,,,,3,0,227,,0
,,,0,,,,1,360,115,,873
,,,17,,,,21,0,2587,,13
,,,1,,,,8,224,254,,0
,,,14,,,,16,0,110,,73
,,,17,,,,20,1,390,,0
,,,14,,,,0,8,285,,0
,,,0,,,,7,1255,151,,873
,,,13,,,,1920,42,448,,2
,,,16,,,,69,1,587,,0
,,,2,,,,1920,393,314,,443
,,,17,,,,5,203,0,,0
,,,2,,,,7,2040,1174,,2
,,,16,,,,8,175,44,,0
,,,14,,,,1915,153,336,,412
,,,34,,,,8,338,218,,849
,,,3,,,,16,1446,214,,0
,,,1,,,,5,840,349,,0
,,,17,,,,8,187,247,,411
,,,50,,,,5,256,2143,,0
,,,17,,,,6,241,13,,0
,,,57,,,,7,196,460,,603
,,,14,,,,5,155,179,,3
,,,35,,,,3,1021,0,,904
,,,50,,,,0,2,19,,8
,,,50,,,,7,0,906,,35
,,,16,,,,7,125,523,,819
,,,16,,,,55,0,424,,0
,,,16,,,,0,259,301,,0
,,,16,,,,609,0,174,,439
,,,16,,,,1906,405,463,,0
,,,34,,,,1905,350,513,,81
,,,17,,,,2,51,329,,439
,,,17,,,,1102,438,203,,5
,,,16,,,,2,0,26,,749
,,,17,,,,1902,26,345,,104
,,,13,,,,1902,0,0,,0
,,,0,,,,729,0,366,,0
,,,0,,,,89,0,264,,0
,,,4,,,,1,350,297,,1
,,,3,,,,312,0,169,,868
,,,1,,,,0,237,325,,1
,,,1,,,,694,17,199,,932
,,,2,,,,0,63,296,,438
,,,1,,,,134,378,230,,980
,,,0,,,,1899,22,117,,438
,,,19,,,,1899,87,779,,519
,,,20,,,,0,8,194,,0
,,,16,,,,384,7,0,,259
,,,20,,,,52,313,6,,14
,,,19,,,,91,240,226,,72
,,,1,,,,1895,0,4,,3
,,,1,,,,1894,36,0,,0
,,,19,,,,307,602,253,,451
,,,19,,,,1893,249,110,,0
,,,0,,,,1893,37,302,,0
,,,1,,,,172,1213,284,,1
,,,0,,,,32,781,1000,,2
,,,19,,,,139,14,2280,,2
,,,0,,,,1,380,0,,156
,,,1,,,,0,75,0,,820
,,,0,,,,6,3303,1,,72
,,,0,,,,76,320,217,,2
,,,0,,,,13,125,349,,198
,,,0,,,,18,0,454,,0
,,,23,,,,26,0,1350,,0
,,,1,,,,112,263,435,,1
,,,23,,,,13,7,178,,432
,,,0,,,,26,59,0,,8
,,,19,,,,107,511,333,,529
,,,0,,,,55,1411,211,,47
,,,19,,,,1,0,3238,,0
,,,0,,,,1,137,0,,175
,,,19,,,,1,0,347,,6
,,,29,,,,1,9,241,,299
,,,0,,,,1,692,240,,425
,,,19,,,,0,7,182,,722
,,,2,,,,150,379,372,,517
,,,73,,,,9,0,478,,517
,,,73,,,,3,753,133,,34
,,,0,,,,24,1226,3110,,4
,,,64,,,,4,0,21,,72
,,,19,,,,17,701,463,,295
,,,19,,,,35,2828,479,,3
,,,62,,,,286,0,2,,3
,,,3,,,,26,308,0,,3
,,,0,,,,300,125,235,,171
,,,1,,,,11,0,366,,3
,,,0,,,,16,0,128,,10
,,,33,,,,2,1022,297,,551
,,,12,,,,26,15,986,,100
,,,4,,,,0,497,108,,71
,,,0,,,,47,132,327,,56
,,,62,,,,11,30,197,,8
,,,2,,,,24,580,143,,275
,,,19,,,,7,25,0,,0
,,,3,,,,3,1,342,,389
,,,19,,,,3,614,230,,197
,,,0,,,,240,340,2,,47
,,,19,,,,9,1242,359,,0
,,,0,,,,9,648,260,,40
,,,19,,,,8,1194,19,,775
,,,5,,,,183,1,291,,717
,,,5,,,,50,0,2277,,7
,,,2,,,,29,839,45,,7
,,,19,,,,1830,1,8,,0
,,,19,,,,2476,277,318,,46
,,,4,,,,0,27,131,,398
,,,19,,,,0,792,1,,6
,,,2,,,,6,24,337,,39
,,,0,,,,56,65,4,,670
,,,2,,,,5,0,242,,670
,,,0,,,,4,13,354,,3
,,,0,,,,3,0,252,,677
,,,72,,,,160,15,438,,704
,,,19,,,,148,193,390,,454
,,,2,,,,5,43,284,,6
,,,19,,,,6,503,4,,6
,,,19,,,,4,3,313,,77
,,,19,,,,4,620,678,,517
,,,8,,,,0,0,743,,5
,,,0,,,,6,173,337,,73
,,,2,,,,6,161,280,,109
,,,3,,,,1,262,349,,394
,,,22,,,,6,325,378,,25
,,,3,,,,6,866,0,,3
,,,0,,,,56,840,384,,667
,,,3,,,,0,501,278,,681
,,,64,,,,0,240,146,,500
,,,3,,,,6,1,434,,387
,,,0,,,,0,16,2,,1
,,,3,,,,0,45,178,,2
,,,2,,,,2,0,332,,778
,,,1,,,,2,5,2021,,23
,,,0,,,,1810,2732,887,,114
,,,2,,,,0,42,324,,1
,,,0,,,,5,1110,347,,8
,,,2,,,,1809,0,0,,699
,,,2,,,,7,0,371,,1
,,,0,,,,42,5,272,,113
,,,55,,,,4,42,32,,2
,,,1,,,,4,0,1,,0
,,,5,,,,4,51,174,,48
,,,72,,,,42,360,463,,440
,,,0,,,,41,813,153,,703
,,,76,,,,4,55,329,,664
,,,22,,,,424,18,203,,574
,,,131,,,,0,434,0,,663
,,,0,,,,0,304,345,,500
,,,0,,,,0,585,386,,731
,,,0,,,,175,1269,0,,61
,,,1,,,,2,31,366,,3
,,,1,,,,0,498,127,,598
,,,0,,,,2,99,416,,90
,,,1,,,,2,102,296,,535
,,,0,,,,2,1058,165,,3
,,,0,,,,2,77,324,,2
,,,1,,,,78,1,197,,8
,,,0,,,,1,355,821,,3
,,,1,,,,1803,0,4,,3
,,,1,,,,83,7,342,,2
,,,0,,,,232,242,229,,137
,,,2,,,,1,0,0,,2
,,,0,,,,47,233,117,,2
,,,2,,,,50,1170,398,,23
,,,0,,,,0,138,291,,1
,,,20,,,,36,93,2962,,18
,,,2,,,,5,2,0,,3
,,,2,,,,213,0,317,,0
,,,2,,,,0,3113,193,,23
,,,2,,,,77,0,337,,58
,,,0,,,,37,323,224,,2
,,,0,,,,15,205,3,,22
,,,0,,,,36,35,353,,2
,,,0,,,,24,267,2615,,10
,,,1,,,,107,61,109,,134
,,,0,,,,16,16,390,,0
,,,0,,,,5,87,284,,307
,,,1,,,,28,68,1000,,29
,,,0,,,,4,156,445,,699
,,,2,,,,5,109,973,,1
,,,0,,,,108,327,0,,1
,,,2,,,,2,0,560,,1
,,,0,,,,56,289,335,,77
,,,0,,,,35,35,217,,299
,,,2,,,,6,25,2451,,15
,,,0,,,,264,0,349,,0
,,,2,,,,4,0,246,,725
,,,0,,,,1907,4,0,,286
,,,0,,,,200,92,383,,137
,,,1,,,,14,698,278,,0
,,,1,,,,29,2778,433,,14
,,,0,,,,1782,858,802,,8
,,,0,,,,1781,294,308,,19
,,,0,,,,4,352,413,,4
,,,0,,,,4,103,332,,3
,,,0,,,,56,1253,210,,7
,,,0,,,,34,1070,347,,3
,,,0,,,,32,40,176,,7
,,,1,,,,89,85,346,,1
,,,0,,,,710,2,240,,266
,,,0,,,,2,20,1956,,0
,,,0,,,,1681,1583,370,,4
,,,0,,,,0,20,272,,115
,,,0,,,,0,0,133,,687
,,,0,,,,0,9,423,,0
,,,0,,,,2,31,6,,0
,,,0,,,,7,167,693,,4
,,,0,,,,0,729,4,,652
,,,0,,,,0,955,690,,45
,,,0,,,,0,14,674,,3
,,,0,,,,131,13,366,,15
,,,0,,,,0,1705,263,,2
,,,0,,,,7,1448,127,,0
,,,0,,,,6,274,416,,0
,,,0,,,,0,301,296,,262
,,,1,,,,104,9,458,,112
,,,0,,,,6,380,0,,688
,,,0,,,,0,904,346,,63
,,,0,,,,4,35,913,,70
,,,0,,,,4,0,358,,12
,,,0,,,,196,126,259,,5
,,,1,,,,4,0,117,,498
,,,0,,,,0,1427,290,,252
,,,0,,,,2,19,154,,24
,,,0,,,,3,224,623,,2
,,,0,,,,1768,933,317,,9
,,,0,,,,0,7,192,,232
,,,0,,,,6,492,1,,2
,,,0,,,,0,572,0,,2
,,,0,,,,24,0,337,,26
,,,19,,,,0,381,11,,13
,,,0,,,,5,17,1131,,8
,,,0,,,,0,0,252,,8
,,,0,,,,4,159,283,,1
,,,0,,,,1767,2,444,,1
,,,0,,,,0,0,183,,1
,,,0,,,,12,115,335,,8
,,,0,,,,208,1400,216,,687
,,,0,,,,129,956,417,,60
,,,0,,,,0,14,869,,1
,,,0,,,,21,0,0,,27
,,,0,,,,0,738,383,,1
,,,0,,,,10,0,894,,1
,,,0,,,,0,546,307,,139
,,,0,,,,1,63,177,,1
,,,13,,,,16,0,22,,0
,,,0,,,,5,5,332,,18
,,,19,,,,5,420,80,,0
,,,0,,,,5,1480,0,,25
,,,0,,,,3106,0,240,,2
,,,0,,,,5,2,1888,,370
,,,0,,,,0,117,272,,0
,,,0,,,,1760,0,133,,703
,,,0,,,,6,265,433,,382
,,,0,,,,95,20,462,,11
,,,0,,,,4,432,1446,,1
,,,0,,,,124,0,329,,5
,,,1,,,,3,446,202,,5
,,,1,,,,2,867,240,,512
,,,0,,,,5,55,73,,4
,,,1,,,,2,378,343,,4
,,,1,,,,16,307,366,,4
,,,0,,,,17,6,263,,4
,,,1,,,,2,27,3102,,707
,,,1,,,,33,37,317,,3
,,,4,,,,156,571,162,,21
,,,0,,,,1753,345,5,,3
,,,1,,,,12,14,4,,8
,,,1,,,,0,1829,0,,261
,,,15,,,,7,457,229,,8
,,,4,,,,28,809,572,,528
,,,0,,,,1,437,358,,679
,,,0,,,,3,855,259,,8
,,,0,,,,4,1218,2519,,3
,,,0,,,,88,1273,290,,3
,,,1,,,,6,125,0,,29
,,,0,,,,6,30,317,,6
,,,0,,,,0,3164,191,,84
,,,0,,,,5,686,682,,13
,,,0,,,,4,116,412,,28
,,,0,,,,12,314,192,,154
,,,1,,,,12,496,1308,,19
,,,1,,,,5,32,251,,105
,,,1,,,,13,120,149,,6
,,,0,,,,13,275,15,,1
,,,14,,,,148,623,312,,50
,,,19,,,,0,3,1429,,6
,,,20,,,,129,204,335,,19
,,,1,,,,1737,116,338,,19
,,,1,,,,9,326,1050,,637
,,,15,,,,890,1,2191,,3
,,,14,,,,1,352,16,,50
,,,15,,,,2,593,246,,49
,,,0,,,,1,0,382,,685
,,,15,,,,0,268,277,,5
,,,8,,,,0,347,1174,,11
,,,1,,,,460,1222,432,,47
,,,1,,,,0,499,93,,74
,,,15,,,,7,709,412,,676
,,,7,,,,4,2949,67,,102
,,,0,,,,0,858,9,,4
,,,0,,,,75,2,371,,569
,,,3,,,,10,4,346,,151
,,,3,,,,48,802,6,,220
,,,3,,,,2,573,370,,707
,,,0,,,,4,24,132,,119
,,,0,,,,4,12,422,,699
,,,0,,,,91,463,3112,,685
,,,0,,,,66,1054,202,,164
,,,0,,,,2,2,1263,,126
,,,0,,,,6,869,343,,528
,,,0,,,,2,27,236,,702
,,,0,,,,5,33,262,,31
,,,0,,,,7,10,126,,0
,,,0,,,,0,1624,296,,7
,,,0,,,,28,777,271,,7
,,,0,,,,0,152,197,,36
,,,0,,,,0,483,0,,30
,,,0,,,,0,1,229,,6
,,,0,,,,0,1834,396,,0
,,,0,,,,3027,0,289,,560
,,,0,,,,0,521,25,,106
,,,0,,,,0,304,0,,5
,,,0,,,,0,0,191,,188
,,,0,,,,7,279,747,,426
,,,0,,,,98,1027,422,,581
,,,6,,,,0,18,2089,,20
,,,3,,,,28,436,222,,63
,,,0,,,,1719,130,191,,19
,,,0,,,,37,59,207,,4
,,,1,,,,125,753,283,,34
,,,1,,,,72,29,149,,195
,,,0,,,,1,273,0,,0
,,,14,,,,130,695,312,,681
,,,8,,,,153,10,530,,689
,,,0,,,,144,281,844,,0
,,,1,,,,13,178,216,,5
,,,20,,,,1711,157,2,,3
,,,19,,,,7,261,349,,237
,,,0,,,,7,674,382,,32
,,,1,,,,58,0,145,,8
,,,14,,,,5,840,432,,7
,,,7,,,,35,0,1,,38
,,,7,,,,3,464,1,,23
,,,19,,,,3,1,513,,708
,,,0,,,,4,2280,332,,0
,,,15,,,,13,6,210,,6
,,,0,,,,1692,4,346,,37
,,,15,,,,115,0,239,,630
,,,20,,,,0,11,369,,671
,,,26,,,,141,0,270,,41
,,,0,,,,2,152,421,,675
,,,0,,,,6,16,299,,5
,,,0,,,,5,192,462,,22
,,,19,,,,4,1020,328,,21
,,,1,,,,1688,441,177,,10
,,,14,,,,23,1471,456,,5
,,,14,,,,6,0,343,,7
,,,0,,,,5,11,365,,364
,,,0,,,,5,184,262,,674
,,,18,,,,5,26,125,,5
,,,14,,,,5,3,295,,68
,,,18,,,,5,431,312,,123
,,,0,,,,5,220,458,,76
,,,20,,,,4,1084,440,,740
,,,1,,,,2,791,323,,705
,,,18,,,,0,46,8,,705
,,,0,,,,9,19,228,,89
,,,1,,,,3,34,358,,26
,,,0,,,,1,276,259,,684
,,,18,,,,0,612,115,,3
,,,0,,,,1,86,798,,3
,,,0,,,,0,0,289,,34
,,,1,,,,6,4,2871,,672
,,,8,,,,1,14,6,,723
,,,0,,,,13,153,1,,357
,,,0,,,,1,0,1614,,18
,,,1,,,,1,3,351,,86
,,,3,,,,0,141,149,,625
,,,0,,,,26,1692,441,,665
,,,18,,,,54,771,0,,22
,,,1,,,,1,2130,181,,723
,,,1,,,,1022,333,0,,16
,,,0,,,,1,0,742,,462
,,,0,,,,3,3106,334,,16
,,,1,,,,12,841,36,,0
,,,0,,,,7,419,246,,210
,,,14,,,,658,347,1,,1
,,,0,,,,13,55,381,,30
,,,0,,,,1676,834,277,,679
,,,1,,,,11,259,143,,84
,,,18,,,,10,125,307,,725
,,,0,,,,5,500,199,,0
,,,0,,,,2,474,332,,379
,,,20,,,,14,0,331,,7
,,,0,,,,2,259,209,,34
,,,0,,,,16,1345,85,,659
,,,0,,,,5,0,3004,,699
,,,0,,,,1669,22,269,,745
,,,0,,,,0,3,132,,6
,,,1,,,,118,6,298,,6
,,,0,,,,4,1710,280,,6
,,,20,,,,131,723,328,,55
,,,0,,,,2,170,201,,6
,,,0,,,,3,393,342,,546
,,,0,,,,1,0,233,,726
,,,0,,,,0,3207,5,,6
,,,1,,,,8,411,1840,,14
,,,0,,,,3,285,124,,188
,,,0,,,,54,847,295,,691
,,,0,,,,0,398,476,,391
,,,0,,,,0,999,35,,5
,,,0,,,,2,63,357,,32
,,,0,,,,6,0,8,,683
,,,0,,,,5,422,1181,,417
,,,13,,,,1,0,59,,2
,,,0,,,,4,254,80,,678
,,,18,,,,4,39,316,,93
,,,3,,,,5,408,338,,664
,,,0,,,,3,0,222,,115
,,,0,,,,0,9,1,,8
,,,15,,,,95,3,0,,28
,,,0,,,,3,5,1611,,65
,,,0,,,,4,952,282,,118
,,,0,,,,73,29,440,,9
,,,0,,,,0,866,19,,617
,,,0,,,,0,393,181,,0
,,,0,,,,9,774,3059,,9
,,,0,,,,2,270,685,,616
,,,18,,,,1656,497,334,,70
,,,3,,,,982,92,215,,477
,,,0,,,,839,756,284,,8
,,,0,,,,42,921,348,,6
,,,5,,,,1,0,899,,8
,,,6,,,,0,432,143,,7
,,,9,,,,67,0,432,,7
,,,12,,,,18,0,304,,13
,,,9,,,,0,260,177,,7
,,,0,,,,91,2,18,,13
,,,5,,,,5,0,0,,7
,,,5,,,,18,20,1752,,75
,,,5,,,,0,199,281,,112
,,,5,,,,0,82,239,,419
,,,5,,,,6,49,417,,6
,,,0,,,,4,154,269,,6
,,,0,,,,104,298,571,,659
,,,0,,,,4,10,298,,587
,,,0,,,,3,339,328,,5
,,,0,,,,41,568,201,,680
,,,3,,,,330,5,3006,,252
,,,6,,,,55,737,0,,10
,,,5,,,,1649,2265,343,,53
,,,0,,,,2,1476,2398,,9
,,,0,,,,35,0,363,,9
,,,9,,,,25,13,122,,9
,,,13,,,,25,409,414,,9
,,,0,,,,2,0,294,,9
,,,2,,,,18,10,977,,644
,,,0,,,,31,0,71,,660
,,,5,,,,33,701,322,,610
,,,6,,,,8,499,0,,451
,,,69,,,,6,457,0,,43
,,,18,,,,14,37,1745,,487
,,,9,,,,14,0,257,,17
,,,9,,,,14,347,114,,656
,,,9,,,,5,867,153,,49
,,,9,,,,12,269,14,,17
,,,0,,,,4,1689,2900,,28
,,,14,,,,0,36,189,,16
,,,0,,,,828,0,732,,568
,,,5,,,,1636,339,70,,3
,,,0,,,,1,0,404,,655
,,,0,,,,47,52,4,,654
,,,5,,,,0,870,251,,642
,,,2,,,,12,181,12,,204
,,,2,,,,68,406,387,,644
,,,2,,,,77,305,282,,101
,,,0,,,,335,124,149,,77
,,,6,,,,4,667,440,,0
,,,9,,,,10,23,311,,6
,,,0,,,,7,462,494,,14
,,,0,,,,6,278,215,,132
,,,9,,,,25,163,1305,,636
,,,12,,,,5,354,403,,607
,,,2,,,,1626,0,16,,643
,,,2,,,,4,6,380,,266
,,,0,,,,4,141,2208,,5
,,,2,,,,1,0,20,,631
,,,0,,,,1623,771,304,,12
,,,2,,,,20,37,176,,2
,,,9,,,,28,169,751,,208
,,,6,,,,8,0,280,,11
,,,12,,,,8,3241,331,,2
,,,0,,,,0,157,209,,2
,,,18,,,,7,249,230,,11
,,,0,,,,0,39,0,,15
,,,18,,,,2759,265,239,,64
,,,12,,,,27,371,1686,,290
,,,12,,,,2,14,369,,219
,,,0,,,,2,0,268,,639
,,,0,,,,36,4,131,,262
,,,14,,,,1,42,420,,5
,,,0,,,,5,2660,0,,10
,,,12,,,,5,0,150,,37
,,,19,,,,1613,154,327,,12
,,,17,,,,462,1292,200,,10
,,,0,,,,1613,296,3,,71
,,,9,,,,22,1,343,,428
,,,6,,,,1613,3375,94,,12
,,,6,,,,25,404,362,,554
,,,0,,,,18,3233,261,,5
,,,0,,,,1613,3284,122,,211
,,,10,,,,4,1176,294,,0
,,,10,,,,22,2995,456,,670
,,,11,,,,5,4055,0,,9
,,,30,,,,4,594,196,,9
,,,9,,,,0,4,9,,659
,,,0,,,,53,4,340,,9
,,,2,,,,18,60,357,,9
,,,2,,,,8,119,256,,9
,,,18,,,,96,147,113,,0
,,,9,,,,46,2,394,,0
,,,2,,,,4,131,24,,0
,,,18,,,,318,217,315,,20
,,,9,,,,1608,0,103,,8
,,,2,,,,27,312,220,,209
,,,19,,,,5,127,288,,7
,,,0,,,,5,3,351,,7
,,,2,,,,0,135,251,,7
,,,5,,,,5,1358,5,,724
,,,0,,,,1605,375,387,,7
,,,5,,,,903,20,148,,187
,,,2,,,,3,459,440,,27
,,,0,,,,2,162,12,,604
,,,2,,,,4,333,1210,,18
,,,2,,,,7,194,0,,6
,,,2,,,,0,920,31,,6
,,,17,,,,1600,2617,334,,6
,,,2,,,,63,2,1036,,30
,,,2,,,,1598,363,0,,184
,,,17,,,,0,406,245,,681
,,,0,,,,54,155,2310,,77
,,,9,,,,6,6,276,,672
,,,2,,,,0,746,166,,142
,,,9,,,,0,492,12,,122
,,,15,,,,4,1157,303,,91
,,,2,,,,5,386,1,,24
,,,11,,,,6,273,331,,84
,,,5,,,,37,767,249,,94
,,,11,,,,2,1,0,,7
,,,12,,,,1,10,0,,596
,,,17,,,,56,69,369,,7
,,,17,,,,3,92,267,,659
,,,2,,,,25,419,419,,14
,,,60,,,,0,7,170,,687
,,,2,,,,0,17,461,,35
,,,2,,,,3,29,327,,28
,,,32,,,,2,1,343,,48
,,,2,,,,2,2,233,,198
,,,9,,,,6,696,1,,84
,,,9,,,,225,66,362,,43
,,,16,,,,2,94,121,,161
,,,1,,,,2,553,294,,640
,,,1,,,,5,1550,456,,659
,,,1,,,,9,1,95,,147
,,,57,,,,27,370,196,,5
,,,8,,,,12,9,340,,21
,,,1,,,,1585,111,0,,5
,,,1,,,,10,1680,256,,21
,,,1,,,,19,0,0,,475
,,,1,,,,17,97,394,,91
,,,1,,,,15,68,287,,426
,,,75,,,,5,528,451,,119
,,,7,,,,1579,1173,137,,307
,,,7,,,,19,39,315,,639
,,,3,,,,0,9,187,,570
,,,10,,,,4,77,2803,,42
,,,3,,,,764,953,0,,26
,,,4,,,,4,1404,337,,349
,,,3,,,,4,7,220,,0
,,,7,,,,4,0,288,,20
,,,7,,,,14,871,0,,5
,,,3,,,,3,227,0,,111
,,,0,,,,3,273,387,,32
,,,3,,,,0,6,281,,4
,,,0,,,,2,224,148,,4
,,,0,,,,1,0,440,,319
,,,0,,,,2,109,152,,201
,,,0,,,,1572,123,1156,,431
,,,4,,,,7,943,279,,2
,,,4,,,,20,1095,52,,659
,,,0,,,,8,16,245,,78
,,,3,,,,7,1,379,,185
,,,3,,,,23,189,256,,65
,,,3,,,,5,548,0,,9
,,,7,,,,14,50,18,,86
,,,0,,,,367,31,175,,287
,,,3,,,,43,159,15,,233
,,,7,,,,1572,125,587,,16
,,,0,,,,1572,897,0,,115
,,,7,,,,22,0,239,,653
,,,0,,,,8,165,283,,82
,,,0,,,,5,862,368,,21
,,,0,,,,1572,0,267,,28
,,,7,,,,7,74,2680,,351
,,,7,,,,1571,78,2,,522
,,,7,,,,1571,232,298,,113
,,,4,,,,3,1880,170,,63
,,,3,,,,3,0,461,,6
,,,2,,,,6,0,0,,182
,,,0,,,,3,669,327,,27
,,,2,,,,0,0,200,,500
,,,2,,,,274,1,44,,67
,,,7,,,,7,108,343,,525
,,,7,,,,21,118,48,,20
,,,25,,,,1565,43,362,,586
,,,4,,,,1,267,261,,34
,,,3,,,,36,287,121,,710
,,,10,,,,2,131,411,,632
,,,0,,,,267,33,159,,4
,,,0,,,,1564,360,456,,39
,,,0,,,,1,51,321,,631
,,,0,,,,8,40,0,,178
,,,0,,,,1588,396,340,,52
,,,0,,,,5,2,1379,,640
,,,0,,,,9,469,112,,10
,,,3,,,,6,3,393,,434
,,,2,,,,2,780,287,,108
,,,0,,,,0,126,152,,6
,,,0,,,,5,6,450,,86
,,,3,,,,2346,1,187,,646
,,,239,,,,21,370,4,,176
,,,34,,,,4,0,336,,8
,,,34,,,,12,619,418,,602
,,,6,,,,12,3,0,,627
,,,9,,,,6,861,350,,233
,,,34,,,,11,0,249,,615
,,,0,,,,12,137,408,,240
,,,0,,,,8,15,281,,0
,,,1,,,,8,1,148,,119
,,,1,,,,18,713,652,,300
,,,1,,,,6,1094,310,,20
,,,1,,,,7,1002,181,,322
,,,1,,,,3,176,1,,396
,,,1,,,,346,463,333,,175
,,,1,,,,19,0,38,,183
,,,1,,,,6,89,348,,419
,,,0,,,,6,0,378,,709
,,,0,,,,1551,536,275,,87
,,,0,,,,6,293,679,,4
,,,1,,,,6,9,261,,6
,,,0,,,,0,7,1082,,125
,,,0,,,,0,0,1,,27
,,,0,,,,14,1,180,,388
,,,0,,,,7,46,130,,5
,,,6,,,,110,2,2459,,0
,,,0,,,,13,1149,344,,24
,,,0,,,,10,868,169,,0
,,,4,,,,1548,179,261,,487
,,,0,,,,226,2,0,,634
,,,0,,,,1548,17,1032,,199
,,,0,,,,1548,3,21,,612
,,,0,,,,3,568,586,,610
,,,0,,,,10,47,347,,15
,,,0,,,,0,878,175,,45
,,,0,,,,1544,388,417,,452
,,,0,,,,7,208,384,,24
,,,0,,,,7,369,147,,639
,,,0,,,,4,333,332,,65
,,,1,,,,7,12,212,,2
,,,1,,,,3,0,3239,,293
,,,0,,,,0,3,347,,620
,,,0,,,,6,1,274,,7
,,,0,,,,4,2299,1156,,62
,,,0,,,,2,37,0,,0
,,,0,,,,1538,916,293,,7
,,,0,,,,519,409,155,,177
,,,0,,,,2,7,309,,42
,,,5,,,,71,0,1,,54
,,,7,,,,1538,0,83,,573
,,,4,,,,1538,145,217,,0
,,,4,,,,1,374,308,,0
,,,1,,,,1538,52,534,,0
,,,1,,,,136,276,300,,0
,,,0,,,,136,496,259,,0
,,,0,,,,136,905,2041,,481
,,,0,,,,2180,109,874,,678
,,,7,,,,269,0,300,,630
,,,0,,,,2904,0,462,,0
,,,4,,,,1537,1227,35,,5
,,,0,,,,728,35,163,,0
,,,1,,,,1,559,229,,245
,,,4,,,,1,0,223,,194
,,,0,,,,162,438,5,,11
,,,1,,,,1,0,108,,159
,,,3,,,,12,764,178,,20
,,,0,,,,619,33,422,,4
,,,0,,,,42,429,458,,32
,,,0,,,,0,133,197,,9
,,,1,,,,38,0,342,,0
,,,4,,,,2177,297,1250,,57
,,,0,,,,331,76,306,,82
,,,229,,,,1532,0,329,,633
,,,1,,,,4,202,365,,8
,,,32,,,,1531,0,0,,8
,,,3,,,,292,516,352,,366
,,,4,,,,235,0,103,,0
,,,4,,,,33,781,246,,602
,,,3,,,,1349,1467,1,,609
,,,3,,,,247,354,0,,677
,,,1,,,,181,188,465,,177
,,,3,,,,87,118,201,,600
,,,0,,,,1509,13,415,,451
,,,0,,,,488,182,3326,,37
,,,6,,,,15,0,316,,0
