FFAndroidWFM,FFAndroidNWFM,IndustryWFM,IndustryNWFM,WikiWFM,WikiNWFM,EclipseWFM,EclipseNWFM,FirefoxWFM,FirefoxNWFM,MoodleWFM,MoodleNWFM
,,,,,,,21,,1155,,
,,,,,,,12,,1502,,
,,,,,,,0,,5,,
,,,,,,,0,,700,,
,,,,,,,0,,22,,
,,,,,,,0,,596,,
,,,,,,,0,,7,,
,,,,,,,0,,594,,
,,,,,,,481,,63,,
,,,,,,,755,,517,,
,,,,,,,2566,,2,,
,,,,,,,694,,0,,
,,,,,,,336,,566,,
,,,,,,,2010,,0,,
,,,,,,,1055,,6,,
,,,,,,,2070,,12,,
,,,,,,,1121,,13,,
,,,,,,,1147,,0,,
,,,,,,,407,,10,,
,,,,,,,3068,,0,,
,,,,,,,245,,576,,
,,,,,,,919,,119,,
,,,,,,,572,,33,,
,,,,,,,184,,372,,
,,,,,,,1474,,688,,
,,,,,,,170,,56,,
,,,,,,,154,,404,,
,,,,,,,1474,,0,,
,,,,,,,1210,,49,,
,,,,,,,1140,,244,,
,,,,,,,1380,,0,,
,,,,,,,126,,850,,
,,,,,,,385,,32,,
,,,,,,,1980,,165,,
,,,,,,,113,,195,,
,,,,,,,112,,6,,
,,,,,,,1540,,1,,
,,,,,,,3984,,35,,
,,,,,,,110,,492,,
,,,,,,,91,,44,,
,,,,,,,2155,,12,,
,,,,,,,104,,8,,
,,,,,,,228,,659,,
,,,,,,,100,,56,,
,,,,,,,100,,0,,
,,,,,,,1479,,2440,,
,,,,,,,2137,,4,,
,,,,,,,483,,921,,
,,,,,,,490,,800,,
,,,,,,,1693,,18,,
,,,,,,,91,,198,,
,,,,,,,90,,1194,,
,,,,,,,2061,,69,,
,,,,,,,1076,,27,,
,,,,,,,1422,,109,,
,,,,,,,2125,,1554,,
,,,,,,,480,,2,,
,,,,,,,1823,,15,,
,,,,,,,223,,699,,
,,,,,,,1157,,84,,
,,,,,,,224,,14,,
,,,,,,,83,,574,,
,,,,,,,68,,20,,
,,,,,,,101,,88,,
,,,,,,,68,,1979,,
,,,,,,,68,,0,,
,,,,,,,216,,77,,
,,,,,,,438,,30,,
,,,,,,,3969,,47,,
,,,,,,,2627,,0,,
,,,,,,,1583,,1507,,
,,,,,,,203,,3,,
,,,,,,,622,,1,,
,,,,,,,53,,97,,
,,,,,,,2089,,553,,
,,,,,,,636,,44,,
,,,,,,,784,,9,,
,,,,,,,195,,494,,
,,,,,,,3186,,15,,
,,,,,,,36,,4,,
,,,,,,,36,,1003,,
,,,,,,,2253,,2,,
,,,,,,,1216,,375,,
,,,,,,,1042,,524,,
,,,,,,,425,,1502,,
,,,,,,,1128,,3,,
,,,,,,,238,,590,,
,,,,,,,19,,22,,
,,,,,,,397,,1740,,
,,,,,,,665,,38,,
,,,,,,,22,,806,,
,,,,,,,1,,56,,
,,,,,,,2745,,125,,
,,,,,,,21,,964,,
,,,,,,,14,,20,,
,,,,,,,50,,799,,
,,,,,,,70,,912,,
,,,,,,,2185,,38,,
,,,,,,,20,,434,,
,,,,,,,0,,4,,
,,,,,,,1544,,1470,,
,,,,,,,1262,,51,,
,,,,,,,14,,6,,
,,,,,,,11,,0,,
,,,,,,,28,,2,,
,,,,,,,6,,2476,,
,,,,,,,125,,741,,
,,,,,,,2,,5,,
,,,,,,,1089,,0,,
,,,,,,,3,,953,,
,,,,,,,355,,246,,
,,,,,,,376,,6,,
,,,,,,,2027,,14,,
,,,,,,,7,,123,,
,,,,,,,1,,63,,
,,,,,,,322,,0,,
,,,,,,,762,,262,,
,,,,,,,2,,138,,
,,,,,,,1,,487,,
,,,,,,,102,,27,,
,,,,,,,1708,,38,,
,,,,,,,60,,0,,
,,,,,,,8,,23,,
,,,,,,,603,,915,,
,,,,,,,100,,89,,
,,,,,,,324,,0,,
,,,,,,,538,,792,,
,,,,,,,95,,4,,
,,,,,,,70,,297,,
,,,,,,,2,,107,,
,,,,,,,0,,0,,
,,,,,,,22,,1433,,
,,,,,,,1681,,287,,
,,,,,,,20,,136,,
,,,,,,,3,,1553,,
,,,,,,,103,,74,,
,,,,,,,73,,6,,
,,,,,,,478,,28,,
,,,,,,,73,,584,,
,,,,,,,71,,0,,
,,,,,,,2,,43,,
,,,,,,,2519,,46,,
,,,,,,,3546,,819,,
,,,,,,,12,,4,,
,,,,,,,2260,,2012,,
,,,,,,,257,,0,,
,,,,,,,74,,76,,
,,,,,,,250,,1095,,
,,,,,,,60,,67,,
,,,,,,,81,,73,,
,,,,,,,7,,0,,
,,,,,,,6,,1507,,
,,,,,,,0,,61,,
,,,,,,,0,,6,,
,,,,,,,923,,20,,
,,,,,,,80,,49,,
,,,,,,,27,,846,,
,,,,,,,76,,2,,
,,,,,,,40,,364,,
,,,,,,,279,,0,,
,,,,,,,86,,4,,
,,,,,,,44,,2,,
,,,,,,,57,,1329,,
,,,,,,,70,,333,,
,,,,,,,48,,1502,,
,,,,,,,68,,63,,
,,,,,,,37,,49,,
,,,,,,,43,,1507,,
,,,,,,,36,,7,,
,,,,,,,3,,586,,
,,,,,,,17,,0,,
,,,,,,,35,,481,,
,,,,,,,0,,0,,
,,,,,,,30,,802,,
,,,,,,,29,,41,,
,,,,,,,0,,56,,
,,,,,,,28,,1850,,
,,,,,,,7,,9,,
,,,,,,,26,,28,,
,,,,,,,0,,3,,
,,,,,,,22,,0,,
,,,,,,,22,,1121,,
,,,,,,,1,,421,,
,,,,,,,0,,403,,
,,,,,,,0,,12,,
,,,,,,,45,,142,,
,,,,,,,0,,67,,
,,,,,,,455,,55,,
,,,,,,,17,,37,,
,,,,,,,911,,732,,
,,,,,,,16,,0,,
,,,,,,,1704,,0,,
,,,,,,,16,,4059,,
,,,,,,,3070,,909,,
,,,,,,,12,,9,,
,,,,,,,513,,64,,
,,,,,,,13,,705,,
,,,,,,,11,,8,,
,,,,,,,0,,1229,,
,,,,,,,0,,214,,
,,,,,,,2,,538,,
,,,,,,,23,,2154,,
,,,,,,,9,,47,,
,,,,,,,2,,86,,
,,,,,,,5,,218,,
,,,,,,,12,,6,,
,,,,,,,13,,20,,
,,,,,,,7,,47,,
,,,,,,,7,,38,,
,,,,,,,257,,1747,,
,,,,,,,0,,2,,
,,,,,,,1336,,1167,,
,,,,,,,423,,1192,,
,,,,,,,17,,17,,
,,,,,,,134,,1,,
,,,,,,,171,,108,,
,,,,,,,0,,14,,
,,,,,,,13,,0,,
,,,,,,,9,,415,,
,,,,,,,1723,,74,,
,,,,,,,197,,18,,
,,,,,,,8,,16,,
,,,,,,,8,,714,,
,,,,,,,1344,,85,,
,,,,,,,3393,,131,,
,,,,,,,6,,1905,,
,,,,,,,194,,74,,
,,,,,,,166,,74,,
,,,,,,,314,,1,,
,,,,,,,1427,,48,,
,,,,,,,1550,,25,,
,,,,,,,2,,4,,
,,,,,,,189,,8,,
,,,,,,,70,,1390,,
,,,,,,,123,,0,,
,,,,,,,405,,3,,
,,,,,,,131,,1,,
,,,,,,,73,,627,,
,,,,,,,4,,120,,
,,,,,,,0,,1583,,
,,,,,,,0,,49,,
,,,,,,,0,,13,,
,,,,,,,1,,120,,
,,,,,,,417,,622,,
,,,,,,,350,,0,,
,,,,,,,944,,5,,
,,,,,,,7,,3,,
,,,,,,,5,,333,,
,,,,,,,168,,205,,
,,,,,,,424,,1897,,
,,,,,,,1098,,1497,,
,,,,,,,1902,,61,,
,,,,,,,1515,,15,,
,,,,,,,150,,6,,
,,,,,,,343,,6,,
,,,,,,,83,,468,,
,,,,,,,4,,2492,,
,,,,,,,134,,269,,
,,,,,,,21,,25,,
,,,,,,,1952,,0,,
,,,,,,,0,,2568,,
,,,,,,,1804,,0,,
,,,,,,,9,,778,,
,,,,,,,57,,81,,
,,,,,,,57,,8,,
,,,,,,,99,,16,,
,,,,,,,9,,1119,,
,,,,,,,0,,390,,
,,,,,,,14,,0,,
,,,,,,,22,,13,,
,,,,,,,14,,3,,
,,,,,,,401,,0,,
,,,,,,,3,,0,,
,,,,,,,303,,1640,,
,,,,,,,3633,,8,,
,,,,,,,79,,47,,
,,,,,,,230,,5,,
,,,,,,,126,,284,,
,,,,,,,55,,1,,
,,,,,,,0,,0,,
,,,,,,,43,,2087,,
,,,,,,,6,,7,,
,,,,,,,438,,119,,
,,,,,,,332,,54,,
,,,,,,,71,,1270,,
,,,,,,,2,,2,,
,,,,,,,2,,78,,
,,,,,,,117,,10,,
,,,,,,,56,,478,,
,,,,,,,1,,62,,
,,,,,,,1,,4,,
,,,,,,,119,,119,,
,,,,,,,910,,34,,
,,,,,,,1594,,0,,
,,,,,,,200,,240,,
,,,,,,,72,,148,,
,,,,,,,64,,1785,,
,,,,,,,33,,1,,
,,,,,,,76,,52,,
,,,,,,,332,,1183,,
,,,,,,,76,,52,,
,,,,,,,0,,17,,
,,,,,,,25,,2,,
,,,,,,,0,,474,,
,,,,,,,25,,26,,
,,,,,,,25,,83,,
,,,,,,,25,,13,,
,,,,,,,48,,29,,
,,,,,,,23,,725,,
,,,,,,,180,,0,,
,,,,,,,27,,32,,
,,,,,,,17,,431,,
,,,,,,,69,,1073,,
,,,,,,,69,,10,,
,,,,,,,9,,1276,,
,,,,,,,1955,,75,,
,,,,,,,11,,1,,
,,,,,,,170,,1506,,
,,,,,,,21,,12,,
,,,,,,,796,,20,,
,,,,,,,0,,1625,,
,,,,,,,159,,839,,
,,,,,,,159,,0,,
,,,,,,,0,,977,,
,,,,,,,671,,98,,
,,,,,,,0,,0,,
,,,,,,,0,,995,,
,,,,,,,1,,2,,
,,,,,,,42,,333,,
,,,,,,,0,,449,,
,,,,,,,2,,1501,,
,,,,,,,7,,76,,
,,,,,,,4,,10,,
,,,,,,,0,,161,,
,,,,,,,3,,14,,
,,,,,,,0,,530,,
,,,,,,,36,,4,,
,,,,,,,0,,3,,
,,,,,,,82,,367,,
,,,,,,,3,,1588,,
,,,,,,,11,,0,,
,,,,,,,19,,26,,
,,,,,,,51,,18,,
,,,,,,,155,,84,,
,,,,,,,32,,18,,
,,,,,,,2,,262,,
,,,,,,,1,,53,,
,,,,,,,3,,3,,
,,,,,,,9,,3,,
,,,,,,,0,,74,,
,,,,,,,15,,5,,
,,,,,,,7,,11,,
,,,,,,,0,,25,,
,,,,,,,8,,152,,
,,,,,,,7,,124,,
,,,,,,,7,,1449,,
,,,,,,,6,,6,,
,,,,,,,5,,1,,
,,,,,,,5,,0,,
,,,,,,,6,,54,,
,,,,,,,0,,11,,
,,,,,,,0,,27,,
,,,,,,,40,,2,,
,,,,,,,2,,0,,
,,,,,,,617,,19,,
,,,,,,,0,,0,,
,,,,,,,96,,911,,
,,,,,,,1196,,1325,,
,,,,,,,3,,4,,
,,,,,,,39,,91,,
,,,,,,,39,,75,,
,,,,,,,14,,965,,
,,,,,,,556,,7,,
,,,,,,,1378,,0,,
,,,,,,,630,,2,,
,,,,,,,36,,2,,
,,,,,,,0,,1534,,
,,,,,,,34,,95,,
,,,,,,,627,,3,,
,,,,,,,49,,7,,
,,,,,,,27,,28,,
,,,,,,,188,,877,,
,,,,,,,30,,128,,
,,,,,,,220,,194,,
,,,,,,,32,,3117,,
,,,,,,,31,,0,,
,,,,,,,30,,11,,
,,,,,,,28,,17,,
,,,,,,,28,,379,,
,,,,,,,0,,287,,
,,,,,,,243,,1506,,
,,,,,,,1021,,11,,
,,,,,,,170,,2,,
,,,,,,,210,,5,,
,,,,,,,15,,29,,
,,,,,,,2,,20,,
,,,,,,,81,,0,,
,,,,,,,2,,0,,
,,,,,,,11,,977,,
,,,,,,,0,,748,,
,,,,,,,6,,2,,
,,,,,,,5,,333,,
,,,,,,,88,,0,,
,,,,,,,685,,0,,
,,,,,,,68,,9,,
,,,,,,,0,,14,,
,,,,,,,1,,554,,
,,,,,,,1,,16,,
,,,,,,,26,,793,,
,,,,,,,0,,16,,
,,,,,,,1041,,138,,
,,,,,,,1940,,211,,
,,,,,,,77,,0,,
,,,,,,,1306,,0,,
,,,,,,,199,,852,,
,,,,,,,78,,16,,
,,,,,,,152,,390,,
,,,,,,,19,,3,,
,,,,,,,37,,1,,
,,,,,,,1671,,69,,
,,,,,,,78,,0,,
,,,,,,,1285,,2,,
,,,,,,,32,,118,,
,,,,,,,37,,5,,
,,,,,,,84,,121,,
,,,,,,,46,,28,,
,,,,,,,0,,13,,
,,,,,,,2,,0,,
,,,,,,,1,,819,,
,,,,,,,0,,25,,
,,,,,,,34,,1081,,
,,,,,,,26,,124,,
,,,,,,,2,,841,,
,,,,,,,86,,7,,
,,,,,,,21,,7,,
,,,,,,,123,,1,,
,,,,,,,14,,43,,
,,,,,,,23,,1580,,
,,,,,,,1143,,2,,
,,,,,,,844,,49,,
,,,,,,,1,,0,,
,,,,,,,0,,172,,
,,,,,,,990,,0,,
,,,,,,,5,,329,,
,,,,,,,67,,100,,
,,,,,,,28,,19,,
,,,,,,,5,,639,,
,,,,,,,2,,0,,
,,,,,,,20,,0,,
,,,,,,,4,,12,,
,,,,,,,2,,6,,
,,,,,,,0,,24,,
,,,,,,,134,,562,,
,,,,,,,0,,3,,
,,,,,,,971,,13,,
,,,,,,,44,,1862,,
,,,,,,,52,,27,,
,,,,,,,785,,819,,
,,,,,,,0,,0,,
,,,,,,,5,,3,,
,,,,,,,1233,,1000,,
,,,,,,,0,,81,,
,,,,,,,0,,139,,
,,,,,,,0,,8,,
,,,,,,,1,,1247,,
,,,,,,,697,,3233,,
,,,,,,,18,,0,,
,,,,,,,1673,,2212,,
,,,,,,,4,,3,,
,,,,,,,8,,67,,
,,,,,,,348,,30,,
,,,,,,,1303,,836,,
,,,,,,,36,,27,,
,,,,,,,36,,503,,
,,,,,,,33,,2941,,
,,,,,,,111,,0,,
,,,,,,,66,,261,,
,,,,,,,0,,135,,
,,,,,,,111,,60,,
,,,,,,,0,,36,,
,,,,,,,108,,199,,
,,,,,,,32,,380,,
,,,,,,,58,,60,,
,,,,,,,30,,1500,,
,,,,,,,561,,0,,
,,,,,,,0,,377,,
,,,,,,,0,,14,,
,,,,,,,2,,6,,
,,,,,,,1417,,790,,
,,,,,,,8,,7,,
,,,,,,,351,,138,,
,,,,,,,0,,161,,
,,,,,,,0,,2,,
,,,,,,,32,,466,,
,,,,,,,41,,23,,
,,,,,,,6,,93,,
,,,,,,,64,,880,,
,,,,,,,0,,34,,
,,,,,,,0,,39,,
,,,,,,,190,,163,,
,,,,,,,1,,307,,
,,,,,,,13,,45,,
,,,,,,,3,,29,,
,,,,,,,2,,17,,
,,,,,,,1919,,1628,,
,,,,,,,0,,0,,
,,,,,,,1611,,712,,
,,,,,,,0,,0,,
,,,,,,,319,,2,,
,,,,,,,0,,167,,
,,,,,,,0,,5,,
,,,,,,,3,,1,,
,,,,,,,3,,0,,
,,,,,,,35,,0,,
,,,,,,,414,,168,,
,,,,,,,1,,1237,,
,,,,,,,1278,,14,,
,,,,,,,0,,2116,,
,,,,,,,435,,70,,
,,,,,,,1,,651,,
,,,,,,,809,,95,,
,,,,,,,5,,777,,
,,,,,,,34,,107,,
,,,,,,,1001,,39,,
,,,,,,,24,,1722,,
,,,,,,,567,,18,,
,,,,,,,2845,,1018,,
,,,,,,,0,,329,,
,,,,,,,5,,2500,,
,,,,,,,27,,0,,
,,,,,,,26,,548,,
,,,,,,,75,,4,,
,,,,,,,87,,73,,
,,,,,,,19,,9,,
,,,,,,,82,,630,,
,,,,,,,26,,1522,,
,,,,,,,3,,21,,
,,,,,,,0,,559,,
,,,,,,,2,,67,,
,,,,,,,707,,12,,
,,,,,,,0,,69,,
,,,,,,,0,,876,,
,,,,,,,0,,5,,
,,,,,,,0,,708,,
,,,,,,,8,,5,,
,,,,,,,0,,996,,
,,,,,,,3034,,31,,
,,,,,,,49,,412,,
,,,,,,,380,,1069,,
,,,,,,,0,,9,,
,,,,,,,11,,295,,
,,,,,,,421,,0,,
,,,,,,,4,,568,,
,,,,,,,10,,1506,,
,,,,,,,3,,0,,
,,,,,,,9,,0,,
,,,,,,,0,,620,,
,,,,,,,7,,17,,
,,,,,,,1,,1,,
,,,,,,,30,,4,,
,,,,,,,5,,832,,
,,,,,,,68,,126,,
,,,,,,,1,,103,,
,,,,,,,5,,1898,,
,,,,,,,5,,6,,
,,,,,,,0,,976,,
,,,,,,,1,,8,,
,,,,,,,2,,425,,
,,,,,,,8,,978,,
,,,,,,,0,,0,,
,,,,,,,1082,,25,,
,,,,,,,1549,,1166,,
,,,,,,,8,,395,,
,,,,,,,22,,8,,
,,,,,,,0,,211,,
,,,,,,,0,,14,,
,,,,,,,6,,369,,
,,,,,,,21,,23,,
,,,,,,,369,,56,,
,,,,,,,10,,0,,
,,,,,,,0,,12,,
,,,,,,,18,,958,,
,,,,,,,27,,8,,
,,,,,,,35,,896,,
,,,,,,,369,,2950,,
,,,,,,,692,,13,,
,,,,,,,91,,173,,
,,,,,,,580,,406,,
,,,,,,,16,,39,,
,,,,,,,33,,1,,
,,,,,,,96,,79,,
,,,,,,,14,,526,,
,,,,,,,2589,,0,,
,,,,,,,0,,244,,
,,,,,,,14,,0,,
,,,,,,,13,,709,,
,,,,,,,116,,7,,
,,,,,,,3241,,239,,
,,,,,,,13,,1383,,
,,,,,,,1887,,123,,
,,,,,,,12,,821,,
,,,,,,,12,,6,,
,,,,,,,49,,737,,
,,,,,,,10,,79,,
,,,,,,,9,,130,,
,,,,,,,10,,53,,
,,,,,,,1,,68,,
,,,,,,,804,,127,,
,,,,,,,9,,27,,
,,,,,,,1021,,6,,
,,,,,,,9,,632,,
,,,,,,,9,,1,,
,,,,,,,23,,16,,
,,,,,,,8,,196,,
,,,,,,,18,,1,,
,,,,,,,8,,124,,
,,,,,,,8,,112,,
,,,,,,,902,,633,,
,,,,,,,991,,2,,
,,,,,,,53,,57,,
,,,,,,,7,,5,,
,,,,,,,6,,1160,,
,,,,,,,1,,1515,,
,,,,,,,5,,29,,
,,,,,,,4,,35,,
,,,,,,,4,,59,,
,,,,,,,1140,,6,,
,,,,,,,3,,39,,
,,,,,,,13,,0,,
,,,,,,,665,,102,,
,,,,,,,797,,196,,
,,,,,,,12,,0,,
,,,,,,,1,,996,,
,,,,,,,20,,75,,
,,,,,,,615,,10,,
,,,,,,,1335,,45,,
,,,,,,,408,,352,,
,,,,,,,319,,0,,
,,,,,,,1,,124,,
,,,,,,,0,,1,,
,,,,,,,0,,103,,
,,,,,,,2,,1782,,
,,,,,,,7,,43,,
,,,,,,,316,,830,,
,,,,,,,0,,13,,
,,,,,,,4,,610,,
,,,,,,,0,,614,,
,,,,,,,6,,6,,
,,,,,,,6,,1084,,
,,,,,,,6,,11,,
,,,,,,,156,,0,,
,,,,,,,5,,39,,
,,,,,,,1406,,188,,
,,,,,,,0,,1496,,
,,,,,,,534,,7,,
,,,,,,,1,,574,,
,,,,,,,6,,14,,
,,,,,,,4,,435,,
,,,,,,,1667,,1,,
,,,,,,,1,,158,,
,,,,,,,1223,,426,,
,,,,,,,0,,150,,
,,,,,,,810,,8,,
,,,,,,,363,,5,,
,,,,,,,823,,50,,
,,,,,,,341,,215,,
,,,,,,,1276,,13,,
,,,,,,,958,,221,,
,,,,,,,30,,995,,
,,,,,,,3,,44,,
,,,,,,,0,,17,,
,,,,,,,13,,7,,
,,,,,,,91,,69,,
,,,,,,,0,,2463,,
,,,,,,,25,,89,,
,,,,,,,69,,7,,
,,,,,,,238,,2,,
,,,,,,,693,,72,,
,,,,,,,343,,938,,
,,,,,,,64,,1,,
,,,,,,,310,,813,,
,,,,,,,0,,6,,
,,,,,,,2775,,1061,,
,,,,,,,785,,156,,
,,,,,,,1457,,71,,
,,,,,,,57,,0,,
,,,,,,,862,,5,,
,,,,,,,145,,100,,
,,,,,,,2706,,161,,
,,,,,,,136,,24,,
,,,,,,,0,,37,,
,,,,,,,67,,10,,
,,,,,,,322,,413,,
,,,,,,,3,,34,,
,,,,,,,454,,49,,
,,,,,,,0,,1651,,
,,,,,,,43,,0,,
,,,,,,,6,,17,,
,,,,,,,313,,3538,,
,,,,,,,13,,51,,
,,,,,,,308,,1515,,
,,,,,,,1009,,83,,
,,,,,,,2000,,0,,
,,,,,,,707,,15,,
,,,,,,,0,,551,,
,,,,,,,607,,57,,
,,,,,,,0,,12,,
,,,,,,,544,,2538,,
,,,,,,,5,,431,,
,,,,,,,674,,0,,
,,,,,,,1970,,0,,
,,,,,,,115,,16,,
,,,,,,,745,,992,,
,,,,,,,2,,17,,
,,,,,,,301,,122,,
,,,,,,,651,,4,,
,,,,,,,1026,,15,,
,,,,,,,1329,,1505,,
,,,,,,,8,,1,,
,,,,,,,663,,594,,
,,,,,,,369,,40,,
,,,,,,,0,,113,,
,,,,,,,18,,603,,
,,,,,,,608,,49,,
,,,,,,,1516,,829,,
,,,,,,,2,,129,,
,,,,,,,278,,903,,
,,,,,,,238,,0,,
,,,,,,,148,,9,,
,,,,,,,443,,970,,
,,,,,,,351,,20,,
,,,,,,,930,,11,,
,,,,,,,14,,207,,
,,,,,,,1,,139,,
,,,,,,,411,,1495,,
,,,,,,,1,,47,,
,,,,,,,0,,12,,
,,,,,,,1,,21,,
,,,,,,,267,,14,,
,,,,,,,0,,15,,
,,,,,,,41,,19,,
,,,,,,,0,,52,,
,,,,,,,11,,8,,
,,,,,,,148,,8,,
,,,,,,,0,,30,,
,,,,,,,45,,9,,
,,,,,,,39,,76,,
,,,,,,,5,,172,,
,,,,,,,3219,,59,,
,,,,,,,356,,76,,
,,,,,,,0,,26,,
,,,,,,,33,,113,,
,,,,,,,39,,22,,
,,,,,,,39,,109,,
,,,,,,,1922,,936,,
,,,,,,,720,,0,,
,,,,,,,1,,0,,
,,,,,,,5,,12,,
,,,,,,,70,,156,,
,,,,,,,0,,1206,,
,,,,,,,25,,19,,
,,,,,,,852,,4,,
,,,,,,,612,,77,,
,,,,,,,14,,516,,
,,,,,,,0,,69,,
,,,,,,,859,,5,,
,,,,,,,13,,34,,
,,,,,,,202,,16,,
,,,,,,,10,,12,,
,,,,,,,12,,0,,
,,,,,,,180,,5,,
,,,,,,,326,,64,,
,,,,,,,3,,101,,
,,,,,,,213,,30,,
,,,,,,,40,,1404,,
,,,,,,,2748,,33,,
,,,,,,,400,,1511,,
,,,,,,,743,,90,,
,,,,,,,399,,301,,
,,,,,,,2643,,549,,
,,,,,,,0,,9,,
,,,,,,,0,,0,,
,,,,,,,1,,1651,,
,,,,,,,0,,0,,
,,,,,,,105,,867,,
,,,,,,,41,,123,,
,,,,,,,2,,646,,
,,,,,,,241,,551,,
,,,,,,,688,,4,,
,,,,,,,38,,12,,
,,,,,,,1679,,0,,
,,,,,,,36,,224,,
,,,,,,,35,,45,,
,,,,,,,451,,10,,
,,,,,,,1844,,191,,
,,,,,,,1586,,225,,
,,,,,,,278,,1505,,
,,,,,,,5,,69,,
,,,,,,,216,,2,,
,,,,,,,24,,98,,
,,,,,,,0,,26,,
,,,,,,,0,,1780,,
,,,,,,,3,,26,,
,,,,,,,9,,820,,
,,,,,,,0,,0,,
,,,,,,,53,,280,,
,,,,,,,2126,,0,,
,,,,,,,804,,970,,
,,,,,,,1,,74,,
,,,,,,,2,,2,,
,,,,,,,2,,189,,
,,,,,,,161,,453,,
,,,,,,,1,,1376,,
,,,,,,,1,,80,,
,,,,,,,869,,22,,
,,,,,,,64,,456,,
,,,,,,,182,,0,,
,,,,,,,0,,781,,
,,,,,,,452,,0,,
,,,,,,,4,,475,,
,,,,,,,59,,5,,
,,,,,,,5,,957,,
,,,,,,,633,,0,,
,,,,,,,27,,242,,
,,,,,,,288,,21,,
,,,,,,,137,,1099,,
,,,,,,,298,,229,,
,,,,,,,403,,234,,
,,,,,,,87,,1869,,
,,,,,,,50,,25,,
,,,,,,,0,,91,,
,,,,,,,8,,200,,
,,,,,,,115,,512,,
,,,,,,,14,,3,,
,,,,,,,6,,358,,
,,,,,,,1451,,25,,
,,,,,,,793,,698,,
,,,,,,,108,,167,,
,,,,,,,7,,77,,
,,,,,,,4,,10,,
,,,,,,,1278,,6,,
,,,,,,,113,,1051,,
,,,,,,,1,,103,,
,,,,,,,0,,1058,,
,,,,,,,738,,1206,,
,,,,,,,109,,2,,
,,,,,,,39,,62,,
,,,,,,,33,,0,,
,,,,,,,409,,95,,
,,,,,,,1129,,2427,,
,,,,,,,49,,32,,
,,,,,,,2889,,68,,
,,,,,,,30,,38,,
,,,,,,,69,,899,,
,,,,,,,283,,53,,
,,,,,,,26,,761,,
,,,,,,,87,,0,,
,,,,,,,111,,0,,
,,,,,,,5,,48,,
,,,,,,,669,,13,,
,,,,,,,48,,1403,,
,,,,,,,62,,238,,
,,,,,,,42,,11,,
,,,,,,,9,,1601,,
,,,,,,,2,,6,,
,,,,,,,0,,30,,
,,,,,,,12,,8,,
,,,,,,,305,,549,,
,,,,,,,1887,,14,,
,,,,,,,67,,28,,
,,,,,,,0,,1833,,
,,,,,,,2,,101,,
,,,,,,,72,,866,,
,,,,,,,21,,16,,
,,,,,,,4,,645,,
,,,,,,,0,,1,,
,,,,,,,0,,3,,
,,,,,,,0,,61,,
,,,,,,,0,,2795,,
,,,,,,,2927,,23,,
,,,,,,,0,,52,,
,,,,,,,59,,1504,,
,,,,,,,330,,1,,
,,,,,,,0,,199,,
,,,,,,,0,,608,,
,,,,,,,6,,10,,
,,,,,,,20,,34,,
,,,,,,,35,,213,,
,,,,,,,55,,817,,
,,,,,,,0,,4,,
,,,,,,,0,,37,,
,,,,,,,0,,2306,,
,,,,,,,0,,94,,
,,,,,,,0,,18,,
,,,,,,,0,,23,,
,,,,,,,0,,14,,
,,,,,,,0,,207,,
,,,,,,,31,,3804,,
,,,,,,,0,,1,,
,,,,,,,3,,22,,
,,,,,,,3,,15,,
,,,,,,,2,,565,,
,,,,,,,1,,68,,
,,,,,,,0,,499,,
,,,,,,,0,,0,,
,,,,,,,0,,4,,
,,,,,,,19,,478,,
,,,,,,,15,,149,,
,,,,,,,2,,0,,
,,,,,,,16,,956,,
,,,,,,,0,,867,,
,,,,,,,0,,11,,
,,,,,,,11,,95,,
,,,,,,,969,,399,,
,,,,,,,10,,11,,
,,,,,,,1306,,1357,,
,,,,,,,2560,,7,,
,,,,,,,25,,860,,
,,,,,,,850,,27,,
,,,,,,,225,,131,,
,,,,,,,3,,3,,
,,,,,,,17,,55,,
,,,,,,,405,,1,,
,,,,,,,2539,,1453,,
,,,,,,,464,,14,,
,,,,,,,12,,6,,
,,,,,,,21,,5,,
,,,,,,,2511,,871,,
,,,,,,,309,,270,,
,,,,,,,635,,28,,
,,,,,,,6,,42,,
,,,,,,,6,,0,,
,,,,,,,8,,4,,
,,,,,,,0,,2274,,
,,,,,,,8,,83,,
,,,,,,,308,,148,,
,,,,,,,14,,101,,
,,,,,,,0,,15,,
,,,,,,,31,,283,,
,,,,,,,9,,579,,
,,,,,,,325,,893,,
,,,,,,,2,,5,,
,,,,,,,166,,516,,
,,,,,,,468,,0,,
,,,,,,,1259,,5,,
,,,,,,,913,,0,,
,,,,,,,0,,59,,
,,,,,,,388,,372,,
,,,,,,,281,,1188,,
,,,,,,,2,,1510,,
,,,,,,,0,,7,,
,,,,,,,2,,10,,
,,,,,,,1,,544,,
,,,,,,,1,,7,,
,,,,,,,733,,100,,
,,,,,,,318,,866,,
,,,,,,,1157,,80,,
,,,,,,,549,,0,,
,,,,,,,64,,2188,,
,,,,,,,169,,0,,
,,,,,,,21,,984,,
,,,,,,,19,,3,,
,,,,,,,756,,124,,
,,,,,,,13,,1063,,
,,,,,,,261,,0,,
,,,,,,,4,,1001,,
,,,,,,,303,,32,,
,,,,,,,0,,1504,,
,,,,,,,0,,29,,
,,,,,,,34,,608,,
,,,,,,,120,,10,,
,,,,,,,22,,1773,,
,,,,,,,52,,0,,
,,,,,,,23,,817,,
,,,,,,,317,,65,,
