BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberWatches, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory ,
MDL-5733,829, Closed, Cannot Reproduce,2,2,0,Reopened > Resolved > Closed, -- > CannotReproduce, , 
MDL-5730,79, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5674,83, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5660,81, Closed, Cannot Reproduce,1,1,0,, ---, , 
MDL-5636,115, Closed, Cannot Reproduce,8,4,2,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-5563,157, Closed, Cannot Reproduce,3,2,0,InProgress > Closed, -- > CannotReproduce, InProgress (---) > Closed (CannotReproduce) , 
MDL-5555,103, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-5516,2130, Closed, Cannot Reproduce,0,1,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > CannotReproduce, , ,
MDL-5488,103, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5472,506, Closed, Cannot Reproduce,4,4,1,Reopened > Resolved > Closed, -- > CannotReproduce, , 
MDL-5413,112, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5389,111, Closed, Cannot Reproduce,1,1,0,, ---, , 
MDL-5380,115, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5344,203, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-5278,124, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5269,125, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-5249,127, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5244,168, Closed, Cannot Reproduce,4,3,0,Closed > Reopened > Closed, -- > CannotReproduce, , 
MDL-5193,131, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5169,824, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-5097,137, Closed, Cannot Reproduce,1,1,0,, ---, , 
MDL-5076,512, Closed, Cannot Reproduce,2,1,1,InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-5067,2316, Closed, Cannot Reproduce,1,1,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > CannotReproduce, , 
MDL-5059,142, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-5058,143, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4946,156, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4831,748, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4781,2520, Closed, Fixed,31,15,19,Open > Resolved > Reopened > Resolved > Reopened > Waitingforpeerreview > Peerreviewinprogress > Developmentinprogress > Closed > Reopened > Waitingforintegrationreview > Integrationreviewinprogress > Reopened > Reopened > Waitingforpeerreview > Peerreviewinprogress > Developmentinprogress > Waitingforintegrationreview > Integrationreviewinprogress > Waitingfortesting > Testinginprogress > Tested > Closed, --- > CannotReproduce > Fixed > Fixed > Fixed, , 
MDL-4714,197, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4684,411, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-4632,141, Closed, Cannot Reproduce,1,1,0,, ---, , 
MDL-4580,410, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4565,1647, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-4555,227, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4547,722, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4538,231, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4442,501, Closed, Cannot Reproduce,1,1,0,InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-4435,261, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4419,265, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4409,266, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-4368,274, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4333,1223, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4330,2734, Development in progress, Unresolved,17,11,12,Closed > Reopened > Resolved > Reopened > Resolved > Reopened > InProgress, --- > Fixed > Fixed, , 
MDL-4286,779, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4280,875, Closed, Cannot Reproduce,3,2,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-4270,292, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4269,292, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4228,302, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-4223,304, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4195,1732, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-4105,1277, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4066,2157, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4055,2767, Closed, Won't Fix,3,2,0,Developmentinprogress > Closed, --- > WontFix, Developmentinprogress (---) > Closed (WontFix) , 
MDL-4051,2160, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-4039,1771, Closed, Cannot Reproduce,3,3,3,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-4015,2167, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-3948,368, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3934,2183, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-3847,1989, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-3841,877, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-3833,389, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3721,933, Closed, Fixed,25,13,11,InProgress > Closed > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDL-3682,415, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3582,429, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3568,1372, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-3545,433, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3515,435, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3485,2468, Closed, Cannot Reproduce,2,2,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > CannotReproduce, , 
MDL-3447,477, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-3298,963, Closed, Cannot Reproduce,1,1,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-3276,464, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3221,1069, Closed, Cannot Reproduce,1,1,1,InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-3215,961, Closed, Cannot Reproduce,1,1,0,InProgress > Closed, -- > CannotReproduce, InProgress (---) > Closed (CannotReproduce) , 
MDL-3124,475, Closed, Cannot Reproduce,3,2,0,, ---, , 
MDL-3061,482, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3049,484, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-3029,2172, Closed, Won't Fix,3,3,1,InProgress > Closed > Reopened > InProgress > Readyforreview > Closed, --- > CannotReproduce > WontFix, , 
MDL-3028,486, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2983,490, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2977,490, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2846,505, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2803,2506, Closed, Won't Fix,3,2,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > WontFix, , 
MDL-2785,519, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2720,531, Closed, Cannot Reproduce,2,2,0,InProgress > Open > Closed, -- > CannotReproduce, , 
MDL-2622,1755, Closed, Cannot Reproduce,2,2,0,InProgress > Closed, -- > CannotReproduce, InProgress (---) > Closed (CannotReproduce) , 
MDL-2559,554, Closed, Cannot Reproduce,3,2,0,, ---, , 
MDL-2520,561, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2490,1006, Closed, Fixed,1,1,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > Fixed, , 
MDL-2481,566, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2478,567, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-2398,2575, Closed, Won't Fix,2,1,0,InProgress > Closed > Reopened > Closed, --- > CannotReproduce > WontFix, , 
MDL-2077,681, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1996,698, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-1855,721, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-1689,750, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-1658,764, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-1630,776, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-1629,776, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-1577,797, Closed, Fixed,3,1,1,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1515,813, Closed, Fixed,3,2,0,Closed > Reopened > Closed, --- > Fixed, , 
MDL-1046,924, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-1007,936, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-679,1091, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-629,1099, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-613,1106, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-610,1107, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-605,1107, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-600,1107, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-571,1121, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-329,1240, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDL-289,1287, Closed, Cannot Reproduce,2,2,1,, ---, , 
MDL-272,1294, Closed, Cannot Reproduce,2,2,0,, ---, , 
MDLSITE-2255,100, Reopened, Unresolved,3,2,2,Open > Resolved > Reopened, -- > CannotReproduce, , 
MDLSITE-1978,111, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-1566,11, Closed, Fixed,10,3,1,Open > Closed > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDLSITE-1242,12, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-1136,265, Closed, Fixed,27,6,5,Open > Resolved > Reopened > Closed, --- > CannotReproduce > Fixed, , 
MDLSITE-1129,0, Resolved, Cannot Reproduce,1,1,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-1090,687, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-1074,50, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-909,0, Resolved, Cannot Reproduce,2,2,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-871,750, Resolved, Cannot Reproduce,1,1,1,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-836,106, Resolved, Cannot Reproduce,2,1,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-686,376, Resolved, Cannot Reproduce,2,2,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-630,439, Resolved, Cannot Reproduce,2,2,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-621,1652, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-620,708, Closed, Cannot Reproduce,8,6,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-592,0, Closed, Cannot Reproduce,5,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-555,1, Resolved, Cannot Reproduce,2,2,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-540,221, Resolved, Cannot Reproduce,3,2,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-491,0, Resolved, Cannot Reproduce,1,1,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-477,0, Closed, Cannot Reproduce,17,6,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-464,841, Resolved, Cannot Reproduce,6,3,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-331,1, Resolved, Cannot Reproduce,1,1,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-214,32, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-181,43, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-164,204, Resolved, Cannot Reproduce,1,1,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-149,119, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDLSITE-119,1346, Resolved, Cannot Reproduce,3,3,0,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-104,1382, Resolved, Cannot Reproduce,1,1,1,Open > Resolved, -- > CannotReproduce, Open (---) > Resolved (CannotReproduce) , 
MDLSITE-68,0, Closed, Cannot Reproduce,4,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDLSITE-41,14, Closed, Cannot Reproduce,3,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-40828,3, Closed, Cannot Reproduce,2,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40826,2, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40656,0, Closed, Cannot Reproduce,11,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40567,9, Closed, Cannot Reproduce,10,2,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40446,44, Closed, Cannot Reproduce,11,6,9,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40331,47, Closed, Cannot Reproduce,3,1,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40329,0, Closed, Cannot Reproduce,4,3,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40222,3, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-40104,6, Closed, Cannot Reproduce,3,3,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39938,0, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39908,1, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39866,44, Closed, Cannot Reproduce,12,4,6,Open > Waitingforpeerreview > Peerreviewinprogress > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-39828,6, Closed, Cannot Reproduce,4,4,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39745,0, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39644,1, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39632,0, Closed, Cannot Reproduce,3,2,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39577,72, Closed, Cannot Reproduce,1,1,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39547,0, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39492,14, Closed, Cannot Reproduce,2,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39429,22, Closed, Cannot Reproduce,4,3,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39428,28, Closed, Cannot Reproduce,2,2,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39395,34, Closed, Cannot Reproduce,2,1,1,Open > Developmentinprogress > Open > Closed, -- > CannotReproduce, , 
MDL-39382,1, Closed, Cannot Reproduce,18,5,10,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39313,21, Closed, Cannot Reproduce,2,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39293,0, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39245,41, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39240,0, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39235,26, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39121,0, Closed, Cannot Reproduce,8,4,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39109,31, Closed, Cannot Reproduce,2,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39095,56, Closed, Cannot Reproduce,7,3,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-39091,0, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38982,39, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38891,13, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38706,0, Closed, Cannot Reproduce,10,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38502,9, Closed, Cannot Reproduce,7,3,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38393,68, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38348,15, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38342,5, Closed, Cannot Reproduce,3,2,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38291,12, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38235,21, Closed, Cannot Reproduce,6,3,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38199,2, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38089,87, Closed, Cannot Reproduce,6,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38084,0, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-38038,10, Closed, Cannot Reproduce,17,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37776,122, Closed, Cannot Reproduce,16,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37695,0, Closed, Cannot Reproduce,3,2,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37682,35, Closed, Cannot Reproduce,2,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37627,26, Closed, Cannot Reproduce,3,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37594,134, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37568,19, Closed, Cannot Reproduce,4,2,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37510,0, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37469,13, Closed, Cannot Reproduce,2,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37440,8, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37399,0, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37398,84, Closed, Cannot Reproduce,4,3,3,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-37367,0, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37362,27, Closed, Cannot Reproduce,11,2,4,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-37341,17, Closed, Cannot Reproduce,11,4,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37228,30, Closed, Cannot Reproduce,7,4,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37174,0, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37167,9, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37150,9, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37121,27, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-37063,5, Closed, Cannot Reproduce,4,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36998,18, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36997,4, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36940,5, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36879,17, Closed, Cannot Reproduce,6,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36875,9, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36799,55, Closed, Cannot Reproduce,7,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36745,133, Closed, Cannot Reproduce,7,5,5,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36744,0, Closed, Cannot Reproduce,1,1,0,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-36691,192, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36672,25, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36604,97, Closed, Cannot Reproduce,2,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36590,2, Closed, Cannot Reproduce,3,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36588,0, Closed, Cannot Reproduce,1,1,0,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-36584,2, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36562,184, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36535,1, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36532,2, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36523,58, Closed, Cannot Reproduce,2,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36425,13, Closed, Cannot Reproduce,8,3,0,Open > Closed > Reopened > Developmentinprogress > Open > Closed, --- > CannotReproduce > CannotReproduce, , 
MDL-36370,148, Closed, Cannot Reproduce,5,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36309,159, Closed, Cannot Reproduce,13,3,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36286,99, Closed, Cannot Reproduce,5,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36246,3, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36202,22, Closed, Cannot Reproduce,5,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36158,225, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-36132,0, Closed, Cannot Reproduce,4,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-35953,59, Closed, Cannot Reproduce,4,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-35951,13, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-35936,246, Closed, Cannot Reproduce,2,1,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
