BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberWatches, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory ,
MDL-25849,543, Closed, Cannot Reproduce,1,1,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25833,0, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25832,757, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25818,0, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25810,376, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25764,597, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25702,580, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25689,0, Closed, Cannot Reproduce,5,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-25664,806, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25608,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-25534,923, Closed, Cannot Reproduce,4,3,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25519,400, Closed, Cannot Reproduce,2,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25462,894, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25419,48, Closed, Cannot Reproduce,8,2,1,Open > Readyforreview > Closed, -- > CannotReproduce, , 
MDL-25416,407, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25326,606, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25271,260, Closed, Cannot Reproduce,7,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25230,49, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25204,3, Closed, Fixed,3,2,0,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDL-25193,353, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25188,6, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-25160,17, Closed, Cannot Reproduce,3,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-25106,1, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-25014,0, Closed, Cannot Reproduce,2,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24985,2, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24904,73, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24883,0, Closed, Cannot Reproduce,3,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24818,0, Closed, Cannot Reproduce,3,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24797,635, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24782,743, Closed, Cannot Reproduce,3,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24774,75, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24743,148, Closed, Fixed,14,4,1,Open > Resolved > Closed > Reopened > Closed, --- > CannotReproduce > Fixed, , 
MDL-24739,0, Closed, Cannot Reproduce,7,3,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24692,0, Closed, Cannot Reproduce,5,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24677,7, Closed, Cannot Reproduce,3,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24497,220, Closed, Cannot Reproduce,8,5,2,Open > Resolved > Reopened > Closed, --- > Fixed > CannotReproduce, , 
MDL-24472,100, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24384,2, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24319,645, Closed, Cannot Reproduce,3,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24259,443, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24228,267, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24220,47, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24202,350, Closed, Fixed,16,8,2,Open > Closed > Reopened > Developmentinprogress > Waitingforpeerreview > Peerreviewinprogress > Developmentinprogress > Waitingforintegrationreview > Integrationreviewinprogress > Waitingfortesting > Testinginprogress > Tested > Closed, --- > CannotReproduce > Fixed, , 
MDL-24201,107, Closed, Cannot Reproduce,5,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24197,111, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24195,0, Closed, Cannot Reproduce,4,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-24188,687, Closed, Cannot Reproduce,5,4,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24166,109, Closed, Cannot Reproduce,5,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24105,487, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-24088,1025, Reopened, Unresolved,9,4,5,Open > Resolved > Reopened, -- > CannotReproduce, , 
MDL-24037,15, Closed, Cannot Reproduce,4,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23977,3, Closed, Cannot Reproduce,5,4,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23843,21, Closed, Cannot Reproduce,6,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23804,512, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-23714,147, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-23705,4, Closed, Fixed,13,3,1,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDL-23653,73, Closed, Cannot Reproduce,2,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23576,54, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23500,47, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23487,1056, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-23415,566, Closed, Won't Fix,4,3,0,Open > Resolved > Reopened > Closed, --- > CannotReproduce > WontFix, , 
MDL-23414,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23403,835, Closed, Cannot Reproduce,3,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-23313,705, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-23242,180, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-23215,10, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23183,8, Closed, Fixed,4,2,1,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDL-23060,2, Closed, Cannot Reproduce,4,4,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-23005,193, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-23002,861, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22947,628, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22930,560, Closed, Cannot Reproduce,8,5,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22881,195, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22873,466, Closed, Fixed,1,1,0,Open > Resolved > Closed > Reopened > Closed, --- > CannotReproduce > Fixed, , 
MDL-22853,745, Closed, Cannot Reproduce,5,4,2,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-22832,413, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22818,200, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22815,200, Closed, Cannot Reproduce,3,2,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22809,207, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22759,208, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22721,117, Closed, Cannot Reproduce,3,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22717,122, Closed, Cannot Reproduce,0,0,Open > Resolved > Closed, --- > CannotReproduce, , ,
MDL-22714,214, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22655,215, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22632,2, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22629,261, Closed, Cannot Reproduce,6,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22612,885, Closed, Cannot Reproduce,7,3,0,Open > Closed > Reopened > Closed, --- > CannotReproduce > CannotReproduce, , 
MDL-22554,231, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22489,37, Closed, Cannot Reproduce,5,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22435,5, Closed, Cannot Reproduce,2,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22419,286, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22401,675, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22387,678, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22386,637, Closed, Cannot Reproduce,3,3,1,Open > Open > Closed, -- > CannotReproduce, , 
MDL-22385,736, Closed, Cannot Reproduce,4,4,1,Open > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-22379,59, Closed, Cannot Reproduce,8,2,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22357,40, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22355,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22315,89, Closed, Fixed,3,1,0,Open > Resolved > Reopened > Resolved > Closed, --- > CannotReproduce > Fixed, , 
MDL-22288,638, Closed, Cannot Reproduce,3,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22109,0, Closed, Cannot Reproduce,5,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22099,630, Closed, Cannot Reproduce,3,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-22070,94, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-22009,714, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21929,1171, Closed, Cannot Reproduce,17,10,12,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21807,1, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21685,143, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21663,146, Closed, Cannot Reproduce,4,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21539,95, Closed, Cannot Reproduce,5,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21500,46, Closed, Cannot Reproduce,1,1,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21396,59, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21385,1146, Closed, Cannot Reproduce,14,7,5,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21359,174, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21344,4, Closed, Cannot Reproduce,13,4,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21335,1023, Closed, Cannot Reproduce,3,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21286,3, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21275,366, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21211,315, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21072,36, Closed, Cannot Reproduce,6,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-21040,401, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-21013,1070, Closed, Cannot Reproduce,2,2,10,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20999,6, Closed, Cannot Reproduce,5,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20968,398, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20959,116, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20953,1202, Closed, Cannot Reproduce,6,4,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20873,0, Closed, Cannot Reproduce,7,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20835,416, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20642,1244, Closed, Cannot Reproduce,26,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20468,137, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20443,1122, Closed, Cannot Reproduce,5,4,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20414,464, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20326,1030, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20266,894, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20247,1359, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20190,79, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20111,45, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-20091,240, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-20035,1308, Closed, Cannot Reproduce,5,4,7,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-19881,947, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-19843,951, Closed, Cannot Reproduce,0,0,Open > Closed, --- > CannotReproduce, Open (---) > Closed (CannotReproduce) , ,
MDL-19770,252, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-19384,407, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-19373,0, Closed, Cannot Reproduce,0,0,Open > Resolved > Closed, --- > CannotReproduce, , ,
MDL-19073,982, Closed, Cannot Reproduce,15,7,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18851,48, Closed, Cannot Reproduce,11,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18795,1472, Closed, Cannot Reproduce,4,4,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18461,1117, Closed, Cannot Reproduce,17,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18450,1, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18446,26, Closed, Cannot Reproduce,2,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18373,1345, Closed, Cannot Reproduce,5,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18205,736, Closed, Cannot Reproduce,3,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18048,1142, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-18020,248, Closed, Cannot Reproduce,6,6,3,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-18018,1022, Closed, Cannot Reproduce,16,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17817,1140, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17790,319, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17784,2, Closed, Cannot Reproduce,4,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17750,87, Closed, Cannot Reproduce,3,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17718,1540, Closed, Cannot Reproduce,15,6,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17687,11, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17509,153, Closed, Cannot Reproduce,2,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17505,589, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17504,589, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17495,331, Closed, Cannot Reproduce,8,6,6,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17375,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17320,1141, Closed, Cannot Reproduce,7,5,4,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17224,0, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17193,9, Closed, Cannot Reproduce,5,2,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17112,1451, Closed, Cannot Reproduce,4,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-17076,0, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-17059,1328, Closed, Cannot Reproduce,3,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16984,630, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16983,1176, Closed, Cannot Reproduce,21,4,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16967,1343, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16933,721, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16755,18, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16682,12, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16573,62, Closed, Cannot Reproduce,7,3,0,Open > Closed > Reopened > Closed, --- > Notabug > CannotReproduce, , 
MDL-16541,1254, Closed, Cannot Reproduce,8,3,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16498,55, Closed, Cannot Reproduce,10,3,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16489,187, Closed, Cannot Reproduce,2,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16465,18, Closed, Cannot Reproduce,4,2,1,Open > InProgress > Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16329,21, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16325,1413, Closed, Cannot Reproduce,2,2,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16318,1222, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16295,0, Closed, Cannot Reproduce,5,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16278,100, Closed, Cannot Reproduce,6,2,3,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16247,1273, Closed, Cannot Reproduce,3,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16142,781, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16101,0, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-16049,61, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-16016,1122, Closed, Cannot Reproduce,1,1,1,Open > Waitingforpeerreview > Developmentinprogress > Closed, -- > CannotReproduce, , 
MDL-15882,1302, Closed, Cannot Reproduce,1,1,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-15861,1722, Closed, Cannot Reproduce,20,12,20,Open > Closed > Reopened > Closed, --- > Fixed > CannotReproduce, , 
MDL-15836,1307, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-15779,253, Closed, Cannot Reproduce,2,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15742,878, Closed, Cannot Reproduce,3,3,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-15677,0, Closed, Cannot Reproduce,7,5,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15645,1122, Closed, Cannot Reproduce,2,2,1,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-15624,1272, Closed, Cannot Reproduce,2,2,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-15608,1305, Closed, Won't Fix,5,2,0,Open > Resolved > Reopened > Closed, --- > CannotReproduce > WontFix, , 
MDL-15445,867, Closed, Cannot Reproduce,5,3,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15437,207, Closed, Cannot Reproduce,3,2,0,Open > Resolved > Reopened > Closed, --- > Fixed > CannotReproduce, , 
MDL-15337,173, Closed, Cannot Reproduce,3,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15281,204, Closed, Cannot Reproduce,10,4,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-15266,3, Closed, Cannot Reproduce,6,5,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14980,40, Closed, Cannot Reproduce,0,0,Open > Resolved > Closed, --- > CannotReproduce, , ,
MDL-14948,237, Closed, Cannot Reproduce,3,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14870,944, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-14868,195, Closed, Cannot Reproduce,1,1,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14862,1399, Closed, Cannot Reproduce,1,1,0,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-14673,46, Closed, Cannot Reproduce,3,2,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14667,63, Closed, Cannot Reproduce,4,4,2,Open > InProgress > Resolved > Closed, -- > CannotReproduce, , 
MDL-14661,10, Closed, Cannot Reproduce,3,2,0,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14586,894, Closed, Cannot Reproduce,5,5,2,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14487,1384, Closed, Cannot Reproduce,10,4,2,Open > Closed > Reopened > Closed, --- > WontFix > CannotReproduce, , 
MDL-14459,4, Closed, Cannot Reproduce,1,1,1,Open > Resolved > Closed, -- > CannotReproduce, , 
MDL-14433,1786, Closed, Cannot Reproduce,6,3,3,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
MDL-14356,1791, Closed, Cannot Reproduce,4,3,2,Open > Closed, -- > CannotReproduce, Open (---) > Closed (CannotReproduce) , 
